Statement,Suspiciousness
sympy.parsing.mathematica#43,1.0
sympy.testing.runtests#2268,0.99
sympy.integrals.rubi.__init__#61,0.98
sympy.testing.runtests#2270,0.97
sympy.integrals.rubi.rubi_tests.__init__#3,0.96
sympy.testing.runtests#2269,0.95
sympy.parsing.mathematica#21,0.94
sympy.testing.runtests#2276,0.93
sympy.testing.runtests#2299,0.92
sympy.parsing.mathematica#597,0.91
sympy.testing.runtests#2245,0.9
sympy.parsing.mathematica#46,0.89
sympy.testing.runtests#2177,0.88
sympy.parsing.mathematica#76,0.87
sympy.parsing.mathematica#611,0.86
sympy.parsing.mathematica#57,0.85
sympy.parsing.mathematica#612,0.84
sympy.parsing.mathematica#33,0.83
sympy.parsing.mathematica#614,0.82
sympy.concrete.guess#398,0.81
sympy.parsing.mathematica#606,0.8
sympy.parsing.mathematica#27,0.79
sympy.parsing.mathematica#620,0.78
sympy.parsing.mathematica#623,0.77
sympy.printing.mathematica#290,0.76
sympy.parsing.mathematica#626,0.75
sympy.parsing.mathematica#617,0.74
sympy.parsing.mathematica#616,0.73
sympy.parsing.mathematica#446,0.72
sympy.solvers.recurr#11,0.71
sympy.parsing.mathematica#631,0.7
sympy.parsing.mathematica#618,0.69
sympy.parsing.mathematica#628,0.68
sympy.parsing.mathematica#629,0.67
sympy.parsing.mathematica#110,0.66
sympy.integrals.rubi.parsetools.parse#2,0.65
sympy.printing.mathematica#343,0.64
sympy.parsing.mathematica#648,0.63
sympy.parsing.mathematica#72,0.62
sympy.parsing.mathematica#654,0.61
sympy.integrals.rubi.__init__#68,0.6
sympy.parsing.mathematica#658,0.59
sympy.printing.__init__#85,0.58
sympy.parsing.mathematica#18,0.57
sympy.parsing.mathematica#647,0.56
sympy.parsing.mathematica#534,0.55
sympy.parsing.mathematica#546,0.54
sympy.parsing.mathematica#673,0.53
sympy.parsing.mathematica#661,0.52
sympy.integrals.rubi.parsetools.parse#15,0.51
sympy.parsing.mathematica#670,0.5
sympy.parsing.mathematica#675,0.49
sympy.parsing.mathematica#691,0.48
sympy.parsing.mathematica#692,0.47
sympy.parsing.mathematica#693,0.46
sympy.parsing.mathematica#805,0.45
sympy.parsing.mathematica#698,0.44
sympy.printing.mathematica#264,0.43
sympy.parsing.mathematica#703,0.42
sympy.parsing.mathematica#743,0.41
sympy.parsing.mathematica#207,0.4
sympy.parsing.mathematica#745,0.39
sympy.parsing.mathematica#746,0.38
sympy.parsing.mathematica#747,0.37
sympy.parsing.mathematica#737,0.36
sympy.polys.polyquinticconst#7,0.35
sympy.combinatorics.permutations#870,0.34
sympy.integrals.rubi.parsetools.generate_tests#1,0.33
sympy.parsing.mathematica#738,0.32
sympy.parsing.mathematica#778,0.31
sympy.parsing.mathematica#775,0.3
sympy.parsing.mathematica#781,0.29
sympy.parsing.mathematica#780,0.28
sympy.physics.control.lti#2605,0.27
sympy.physics.control.lti#2637,0.26
sympy.parsing.sympy_parser#319,0.25
sympy.parsing.sympy_parser#856,0.24
sympy.parsing.sympy_parser#519,0.23
sympy.parsing.mathematica#832,0.22
sympy.parsing.sympy_parser#490,0.21
sympy.parsing.mathematica#827,0.2
sympy.parsing.mathematica#833,0.19
sympy.parsing.sym_expr#11,0.18
sympy.core.sympify#482,0.17
sympy.parsing.mathematica#739,0.16
sympy.parsing.mathematica#880,0.15
sympy.testing.runtests#724,0.14
sympy.parsing.mathematica#891,0.13
sympy.parsing.latex.__init__#22,0.12
sympy.parsing.mathematica#890,0.11
sympy.parsing.mathematica#894,0.1
sympy.parsing.mathematica#118,0.09
sympy.parsing.mathematica#893,0.08
sympy.physics.control.lti#2573,0.07
sympy.parsing.mathematica#898,0.06
sympy.parsing.mathematica#801,0.05
sympy.parsing.c.c_parser#9,0.04
sympy.parsing.mathematica#810,0.03
sympy.parsing.sym_expr#165,0.02
sympy.parsing.sym_expr#170,0.01
