Method,Suspiciousness
sympy.solvers.solveset.solveset(),1.0
sympy.core.basic.Basic.assumptions0(),0.98752266
sympy.interactive.session.init_session(),0.96801275
sympy.printing.python.python(),0.956991
sympy.plotting.experimental_lambdify.lambdify.__call__(),0.93922704
sympy.series.residues.residue(),0.90877384
sympy.interactive.session._make_message(),0.8801801
sympy.printing.mathml.MathMLPrinter.apply_patch(),0.874522
sympy.crypto.crypto.decipher_bifid(),0.83067334
sympy.plotting.experimental_lambdify.vectorized_lambdify.__call__(),0.8215312
sympy.core.containers.Tuple.index(),0.79749024
sympy.interactive.session.init_ipython_session(),0.7967951
sympy.interactive.printing._init_ipython_printing(),0.781948
sympy.interactive.printing.init_printing(),0.78096396
sympy.core.sympify.sympify(),0.7792618
sympy.interactive.ipythonprinting.load_ipython_extension(),0.7717653
sympy.ntheory.residue_ntheory._product(),0.77063006
sympy.core.compatibility.with_metaclass(),0.7561701
sympy.solvers.solvers.solve(),0.74391687
sympy.plotting.experimental_lambdify.Lambdifier.__init__(),0.7307319
sympy.utilities.runtests.run_in_subprocess_with_hash_randomization(),0.7242163
sympy.integrals.risch.as_poly_1t(),0.71875477
sympy.utilities.runtests.test(),0.716085
sympy.interactive.printing._is_ipython(),0.71060807
sympy.polys.domains.expressiondomain.ExpressionDomain.from_ZZ_python(),0.7102424
sympy.polys.domains.expressiondomain.ExpressionDomain.from_QQ_python(),0.7080901
sympy.polys.domains.pythonrationalfield.PythonRationalField.from_sympy(),0.6984189
sympy.external.importtools.import_module(),0.69507074
sympy.utilities.runtests.PyTestReporter.start(),0.69184816
sympy.core.compatibility.iterable(),0.689738
sympy.core.basic.Basic.__eq__(),0.6888445
sympy.solvers.solvers.minsolve_linear_system(),0.68037444
sympy.interactive.printing._init_python_printing(),0.67818457
sympy.polys.domains.pythonrationalfield.PythonRationalField.from_ZZ_python(),0.6750687
sympy.polys.domains.pythonrationalfield.PythonRationalField.from_QQ_gmpy(),0.66408294
sympy.core.expr.Expr.is_constant(),0.6509447
sympy.concrete.expr_with_limits.ExprWithLimits.as_dummy(),0.6484411
sympy.simplify.epathtools.epath(),0.6457759
sympy.calculus.util.not_empty_in(),0.63894916
sympy.core.sympify._sympify(),0.6383716
sympy.core.exprtools._monotonic_sign(),0.63521343
sympy.functions.special.singularity_functions.SingularityFunction.eval(),0.6320227
sympy.polys.domains.domain.Domain.from_ZZ_python(),0.6314207
sympy.integrals.rationaltools.log_to_real(),0.630576
sympy.polys.domains.domain.Domain.from_QQ_python(),0.6295782
sympy.polys.domains.pythonrationalfield.PythonRationalField.from_QQ_python(),0.6295782
sympy.interactive.session.init_python_session(),0.62954754
sympy.utilities.runtests.SymPyDocTests._process_dependencies(),0.6292514
sympy.polys.domains.algebraicfield.AlgebraicField.from_ZZ_python(),0.6277468
