Method,Suspiciousness
sympy.printing.pretty.pretty.PrettyPrinter._print_Sum(),1.0
sympy.matrices.matrices.MatrixBase.table(),0.9365896
sympy.concrete.summations.Sum.is_convergent(),0.80223304
sympy.printing.tableform.TableForm.__init__(),0.79194766
sympy.utilities.runtests.split_list(),0.7549001
sympy.printing.pretty.pretty.PrettyPrinter._print_BasisDependent(),0.7533572
sympy.printing.pretty.pretty.PrettyPrinter._print_Mul(),0.7142914
sympy.integrals.intpoly.point_sort(),0.71090645
sympy.functions.elementary.piecewise.Piecewise._eval_integral(),0.6997423
sympy.concrete.summations.summation(),0.6888266
sympy.concrete.delta.deltasummation(),0.6821883
sympy.stats.crv_types.UniformSum(),0.6786704
sympy.matrices.matrices.MatrixBase.norm(),0.6784576
sympy.concrete.summations.telescopic_direct(),0.6760328
sympy.solvers.ode.ode_1st_power_series(),0.6696628
sympy.simplify.simplify.factor_sum(),0.6624618
sympy.utilities.runtests.setup_pprint(),0.6595674
sympy.concrete.products.Product.is_convergent(),0.6587381
sympy.series.acceleration.shanks(),0.6581779
sympy.printing.tableform.TableForm._sympystr(),0.6378356
sympy.core.evalf.N(),0.6361284
sympy.series.acceleration.richardson(),0.6355667
sympy.physics.wigner.gaunt(),0.6348124
sympy.geometry.ellipse.Ellipse.equation(),0.6255597
sympy.concrete.summations.Sum.is_absolutely_convergent(),0.6219594
sympy.series.limitseq.dominant(),0.62087977
sympy.stats.rv.given(),0.61186147
sympy.functions.elementary.piecewise.Piecewise._eval_interval(),0.6099742
sympy.concrete.summations.eval_sum_hyper(),0.60881716
sympy.printing.pretty.pretty.PrettyPrinter._print_Add(),0.60766965
sympy.integrals.integrals.Integral.as_sum(),0.5982907
sympy.physics.vector.printing.VectorPrettyPrinter._print_Derivative(),0.5898855
sympy.printing.pretty.pretty.PrettyPrinter._printer_tensor_indices(),0.5857115
sympy.printing.pretty.pretty.PrettyPrinter._print_RootSum(),0.583114
sympy.concrete.expr_with_limits.ExprWithLimits._eval_subs(),0.5766726
sympy.physics.wigner.wigner_6j(),0.56417406
sympy.core.evalf.add_terms(),0.5620476
sympy.functions.special.hyper.hyper._eval_rewrite_as_Sum(),0.5599015
sympy.functions.combinatorial.numbers.stirling(),0.551534
sympy.solvers.ode.ode_2nd_power_series_regular(),0.5506709
sympy.concrete.summations._eval_sum_hyper(),0.55065846
sympy.printing.precedence.precedence_traditional(),0.5475049
sympy.physics.optics.utils.lens_formula(),0.5344216
sympy.physics.quantum.hilbert.DirectSumHilbertSpace._pretty(),0.5261281
sympy.physics.vector.frame.ReferenceFrame.__init__(),0.52491146
sympy.physics.quantum.hilbert.TensorProductHilbertSpace._pretty(),0.5243402
sympy.codegen.fnodes.bind_C(),0.52412915
sympy.utilities.runtests._doctest(),0.5221169
sympy.printing.pretty.pretty.PrettyPrinter._print_matrix_contents(),0.5197885
sympy.codegen.fnodes.size(),0.5188075
sympy.integrals.integrals.Integral.principal_value(),0.51613915
sympy.printing.pretty.pretty.PrettyPrinter._print_Product(),0.511994
sympy.concrete.summations.Sum.euler_maclaurin(),0.5115762
sympy.solvers.ode.ode_nth_linear_constant_coeff_variation_of_parameters(),0.50513136
sympy.concrete.summations.Sum._eval_derivative(),0.49671286
sympy.series.kauers.finite_diff_kauers(),0.49656716
sympy.utilities.runtests.PyTestReporter.write(),0.49483678
sympy.matrices.expressions.trace.trace(),0.49436405
sympy.series.approximants.approximants(),0.49330541
sympy.matrices.expressions.matexpr._LeftRightArgs.rank(),0.49192435
sympy.physics.vector.printing.vpprint(),0.48774013
sympy.concrete.summations.Sum._eval_simplify(),0.48699984
sympy.geometry.polygon.Triangle.incenter(),0.48626003
sympy.solvers.diophantine.sum_of_squares(),0.47908473
sympy.series.formal.rational_algorithm(),0.47854692
sympy.combinatorics.partitions.IntegerPartition.__new__(),0.4771653
sympy.holonomic.holonomic.HolonomicFunction.to_sequence(),0.47675592
sympy.integrals.rubi.utility_function.Sum_doit(),0.47609383
sympy.concrete.summations.Sum.reverse_order(),0.47582456
sympy.interactive.printing.init_printing(),0.47465622
sympy.concrete.gosper.gosper_sum(),0.47432837
sympy.utilities.enumerative.MultisetPartitionTraverser.enum_large(),0.47371262
sympy.utilities.iterables.capture(),0.4734547
sympy.concrete.expr_with_intlimits.ExprWithIntLimits.reorder(),0.47251773
sympy.simplify.simplify.sum_simplify(),0.47251773
sympy.integrals.rubi.utility_function.SumSimplerQ(),0.4717271
sympy.codegen.array_utils.parse_indexed_expression(),0.47142586
sympy.core.function.Function._eval_evalf(),0.47139338
sympy.functions.elementary.piecewise.Piecewise._intervals(),0.47027355
sympy.simplify.simplify.sum_add(),0.46757498
sympy.printing.pretty.pretty.PrettyPrinter._print_MatrixElement(),0.4662299
sympy.interactive.printing._init_ipython_printing(),0.46606812
sympy.simplify.fu.sincos_to_sum(),0.4643059
sympy.utilities.iterables.partitions(),0.4637578
sympy.solvers.diophantine.diop_general_sum_of_squares(),0.4615422
sympy.interactive.session.init_session(),0.4607718
sympy.printing.tree.pprint_nodes(),0.4599082
sympy.functions.combinatorial.numbers.nT(),0.4593706
sympy.geometry.polygon.RegularPolygon.reflect(),0.45802134
sympy.concrete.expr_with_intlimits.ExprWithIntLimits.change_index(),0.45540693
sympy.printing.tableform.TableForm._latex(),0.45425323
sympy.series.limitseq.limit_seq(),0.45406708
sympy.physics.vector.vector.Vector._pretty(),0.45330286
sympy.solvers.diophantine.diop_general_sum_of_even_powers(),0.45305136
sympy.integrals.integrals.Integral.doit(),0.45267686
sympy.simplify.simplify.simplify(),0.4515399
sympy.printing.pretty.pretty.PrettyPrinter._print_nth_root(),0.45104444
sympy.concrete.summations.eval_sum(),0.45083237
sympy.calculus.finite_diff.finite_diff_weights(),0.44909918
sympy.solvers.diophantine.sum_of_four_squares(),0.4487989
sympy.concrete.products.Product.reverse_order(),0.448336
sympy.utilities.iterables.binary_partitions(),0.44677305
sympy.tensor.array.arrayop.tensorcontraction(),0.44505236
sympy.geometry.polygon.Polygon._do_poly_distance(),0.44483268
sympy.simplify.simplify.sum_combine(),0.44445023
sympy.polys.numberfields._minimal_polynomial_sq(),0.44272932
sympy.solvers.diophantine.prime_as_sum_of_two_squares(),0.44268072
sympy.solvers.ode.ode_nth_linear_constant_coeff_undetermined_coefficients(),0.44251823
sympy.concrete.expr_with_intlimits.ExprWithIntLimits.reorder_limit(),0.4417347
sympy.tensor.tensor.TensExpr._check_add_Sum(),0.44142774
sympy.geometry.ellipse.Ellipse.normal_lines(),0.4412901
sympy.solvers.diophantine.sum_of_three_squares(),0.44024137
sympy.concrete.summations.eval_sum_symbolic(),0.43609518
sympy.integrals.meijerint._rewrite_single(),0.43557593
sympy.functions.combinatorial.numbers.euler._eval_rewrite_as_Sum(),0.43555745
sympy.simplify.hyperexpand.FormulaCollection.lookup_origin(),0.43511984
sympy.geometry.entity.GeometryEntity.intersection(),0.43483448
sympy.concrete.guess.guess_generating_function(),0.4330986
sympy.ntheory.factor_.factorint(),0.43257156
sympy.polys.ring_series.rs_hadamard_exp(),0.4317506
