Method,Suspiciousness
sympy.printing.mathematica.mathematica_code(),1.0
sympy.parsing.mathematica.mathematica(),0.78086007
sympy.utilities.autowrap.autowrap(),0.60854673
sympy.utilities.codegen.codegen(),0.5881061
sympy.utilities.codegen.OctaveCodeGen._get_routine_opening(),0.5697877
sympy.printing.theanocode.theano_function(),0.560288
sympy.utilities.codegen.make_routine(),0.5429656
sympy.parsing.mathematica.MathematicaParser._convert_function(),0.5329722
sympy.printing.glsl.glsl_code(),0.52899104
sympy.parsing.latex._build_latex_antlr.build_parser(),0.52801996
sympy.utilities.codegen.JuliaCodeGen._get_routine_opening(),0.5262465
sympy.printing.codeprinter.CodePrinter.doprint(),0.50050414
sympy.functions.elementary.trigonometric.sin.eval(),0.49467757
sympy.utilities.autowrap.ufuncify(),0.48921138
sympy.printing.julia.julia_code(),0.4874198
sympy.printing.octave.octave_code(),0.4874198
sympy.parsing.mathematica.MathematicaParser._compile_dictionary(),0.4837819
sympy.utilities.codegen.FCodeGen._declare_arguments(),0.48295194
sympy.utilities.codegen.CodeGen.routine(),0.48075706
sympy.printing.rust.rust_code(),0.47065952
sympy.strategies.tree.greedy(),0.4670549
sympy.codegen.ast.CodeBlock.cse(),0.46618268
sympy.parsing.autolev.__init__.parse_autolev(),0.45609283
sympy.utilities.codegen.OctaveCodeGen.dump_m(),0.45185906
sympy.printing.rcode.RCodePrinter._print_Assignment(),0.45074174
sympy.parsing.autolev._antlr.autolevparser.AutolevParser.codeCommands(),0.44952863
sympy.parsing.autolev._parse_autolev_antlr.parse_autolev(),0.4480885
sympy.codegen.ast.CodeBlock.topological_sort(),0.44750863
sympy.calculus.util.AccumulationBounds.__new__(),0.4470559
sympy.printing.codeprinter.CodePrinter._print_Assignment(),0.4462149
sympy.interactive.session.enable_automatic_symbols(),0.44382396
sympy.printing.preview.preview(),0.4324584
sympy.utilities.codegen.FCodeGen._call_printer(),0.43152532
sympy.combinatorics.graycode.GrayCode.__new__(),0.42981607
sympy.utilities.codegen.FCodeGen._get_routine_opening(),0.429444
sympy.combinatorics.graycode.GrayCode.rank(),0.42563254
sympy.utilities.codegen.JuliaCodeGen.routine(),0.42510858
sympy.printing.fcode.FCodePrinter.indent_code(),0.424932
sympy.utilities.codegen.RustCodeGen.routine(),0.4245002
sympy.printing.pretty.pretty.PrettyPrinter._print_Piecewise(),0.4243077
sympy.combinatorics.graycode.GrayCode.unrank(),0.42339396
sympy.utilities.codegen.CodeGen.dump_code(),0.42330226
sympy.printing.julia.JuliaCodePrinter.indent_code(),0.42318195
sympy.printing.octave.OctaveCodePrinter.indent_code(),0.42318195
sympy.printing.ccode.C89CodePrinter.indent_code(),0.42107835
sympy.printing.glsl.GLSLPrinter.indent_code(),0.42107835
sympy.printing.jscode.JavascriptCodePrinter.indent_code(),0.42107835
sympy.printing.rcode.RCodePrinter.indent_code(),0.42107835
sympy.printing.rust.RustCodePrinter.indent_code(),0.42107835
sympy.integrals.intpoly.polytope_integrate(),0.4206895
sympy.utilities.codegen.CCodeGen._get_header(),0.41781986
sympy.utilities.codegen.FCodeGen._get_header(),0.41781986
sympy.utilities.codegen.RustCodeGen._get_header(),0.4173948
sympy.geometry.polygon.Polygon._do_poly_distance(),0.41611344
sympy.utilities.codegen.get_code_generator(),0.41549116
sympy.printing.theanocode.dim_handling(),0.41511834
sympy.combinatorics.graycode.graycode_subsets(),0.41403264
sympy.printing.julia.JuliaCodePrinter._print_Assignment(),0.4130088
sympy.printing.octave.OctaveCodePrinter._print_Assignment(),0.4130088
sympy.utilities.codegen.CCodeGen._declare_locals(),0.40831554
sympy.plotting.intervalmath.lib_interval.sin(),0.40830836
sympy.combinatorics.graycode.GrayCode.next(),0.40698025
sympy.solvers.solveset._transolve(),0.40677336
sympy.plotting.intervalmath.lib_interval.cos(),0.40567124
sympy.utilities.codegen.JuliaCodeGen._get_header(),0.40552202
sympy.utilities.codegen.OctaveCodeGen._get_header(),0.40552202
sympy.utilities.codegen.CCodeGen._call_printer(),0.4042966
sympy.printing.ccode.ccode(),0.4038379
sympy.codegen.futils.render_as_module(),0.4038068
sympy.plotting.intervalmath.lib_interval.imax(),0.4019854
sympy.utilities.autowrap.CodeWrapper._process_files(),0.4019511
sympy.combinatorics.subsets.Subset.iterate_graycode(),0.3988725
sympy.printing.rust.RustCodePrinter._print_Assignment(),0.3988725
sympy.utilities.codegen.CCodeGen._preprocessor_statements(),0.39658254
sympy.integrals.rubi.utility_function.AtomQ(),0.39587072
sympy.combinatorics.graycode.GrayCode.n(),0.3940627
sympy.utilities.codegen.OctaveCodeGen.routine(),0.39353296
sympy.printing.llvmjitcode._llvm_jit_code(),0.39336753
sympy.combinatorics.graycode.GrayCode.generate_gray(),0.39294243
sympy.utilities.autowrap.UfuncifyCodeWrapper.wrap_code(),0.39294243
sympy.combinatorics.graycode.GrayCode.selections(),0.3923079
sympy.utilities.lambdify.lambdify(),0.39203152
sympy.physics.quantum.qubit._get_possible_outcomes(),0.39123106
sympy.parsing.sympy_parser.parse_expr(),0.38885534
sympy.combinatorics.graycode.GrayCode.current(),0.3860156
sympy.printing.pycode.pycode(),0.38353434
sympy.utilities.codegen.FCodeGen._declare_locals(),0.38142762
sympy.utilities.runtests._doctest(),0.38015148
sympy.functions.elementary.miscellaneous.MinMaxBase._collapse_arguments(),0.37916273
sympy.printing.jscode.jscode(),0.37787995
sympy.printing.rcode.rcode(),0.37787995
sympy.physics.vector.printing.VectorPrettyPrinter._print_Function(),0.3761473
sympy.functions.elementary.exponential.exp.eval(),0.37594053
sympy.printing.ccode.C89CodePrinter._print_Relational(),0.37486994
sympy.printing.rcode.RCodePrinter._print_Relational(),0.37486994
sympy.printing.rcode.RCodePrinter._print_AugmentedAssignment(),0.37486994
sympy.printing.codeprinter.CodePrinter._print_AugmentedAssignment(),0.37328508
sympy.printing.fcode.FCodePrinter._print_AugmentedAssignment(),0.37328508
sympy.codegen.ast.aug_assign(),0.37190485
sympy.utilities.iterables._partition(),0.3705208
