Method,Suspiciousness
sympy.physics.vector.point.Point.v1pt_theory(),1.0
sympy.physics.mechanics.rigidbody.RigidBody.angular_momentum(),0.99290985
sympy.physics.vector.point.Point.vel(),0.9915699
sympy.physics.vector.point.Point.v2pt_theory(),0.97897863
sympy.physics.mechanics.rigidbody.RigidBody.kinetic_energy(),0.96657753
sympy.physics.vector.frame.ReferenceFrame.set_ang_vel(),0.96137613
sympy.physics.vector.functions.partial_velocity(),0.95273226
sympy.physics.vector.point.Point.set_vel(),0.9460772
sympy.physics.mechanics.particle.Particle.angular_momentum(),0.90377283
sympy.physics.vector.point.Point.partial_velocity(),0.8946626
sympy.physics.mechanics.particle.Particle.kinetic_energy(),0.8908226
sympy.physics.vector.frame.ReferenceFrame.ang_vel_in(),0.88455766
sympy.physics.mechanics.functions.Lagrangian(),0.8794421
sympy.physics.vector.frame.ReferenceFrame.partial_velocity(),0.87093383
sympy.physics.mechanics.functions.kinetic_energy(),0.8650465
sympy.physics.mechanics.particle.Particle.linear_momentum(),0.8265998
sympy.physics.vector.point.Point.a1pt_theory(),0.82622236
sympy.physics.mechanics.functions.angular_momentum(),0.81425893
sympy.physics.mechanics.rigidbody.RigidBody.linear_momentum(),0.79679066
sympy.physics.vector.functions.get_motion_params(),0.78100854
sympy.physics.vector.point.Point.a2pt_theory(),0.7671632
sympy.physics.mechanics.functions._f_list_parser(),0.7590964
sympy.physics.vector.point.Point.acc(),0.7558708
sympy.parsing.autolev.__init__.parse_autolev(),0.74447227
sympy.physics.vector.frame.ReferenceFrame.__init__(),0.6935567
sympy.physics.vector.functions.time_derivative(),0.6861582
sympy.physics.mechanics.kane.KanesMethod._form_frstar(),0.6756292
sympy.physics.mechanics.functions.linear_momentum(),0.6653008
sympy.physics.vector.frame.ReferenceFrame.ang_acc_in(),0.6542034
sympy.physics.mechanics.models.n_link_pendulum_on_cart(),0.63922256
sympy.physics.vector.point.Point._pdict_list(),0.6339483
sympy.physics.vector.fieldfunctions.scalar_potential_difference(),0.5849388
sympy.physics.vector.frame.ReferenceFrame.orient(),0.5825887
sympy.physics.vector.point.Point.set_acc(),0.5493672
sympy.physics.vector.frame.ReferenceFrame.set_ang_acc(),0.54788786
sympy.physics.mechanics.functions.inertia_of_point_mass(),0.5385291
sympy.physics.mechanics.particle.Particle.parallel_axis(),0.53845906
sympy.physics.mechanics.functions.potential_energy(),0.53033614
sympy.physics.vector.point.Point.set_pos(),0.51786435
sympy.physics.vector.point.Point.locatenew(),0.51184934
sympy.physics.mechanics.functions.center_of_mass(),0.50914186
sympy.parsing.autolev._listener_autolev_antlr.declare_bodies(),0.4994253
sympy.physics.vector.frame.ReferenceFrame.orientnew(),0.49769002
sympy.physics.mechanics.functions.find_dynamicsymbols(),0.4912115
sympy.physics.vector.dyadic.Dyadic.dt(),0.49035382
sympy.physics.mechanics.functions.gravity(),0.48781884
sympy.physics.mechanics.models.multi_mass_spring_damper(),0.4876681
sympy.physics.mechanics.kane.KanesMethod.__init__(),0.48075634
sympy.physics.vector.functions.express(),0.47585115
sympy.physics.vector.dyadic.Dyadic.express(),0.4755072
sympy.physics.mechanics.body.Body.__init__(),0.47065642
sympy.physics.mechanics.body.Body.apply_force(),0.4695618
sympy.physics.vector.vector.Vector.diff(),0.4659803
sympy.physics.vector.point.Point.pos_from(),0.464421
sympy.physics.mechanics.kane.KanesMethod._initialize_constraint_matrices(),0.45740467
sympy.physics.vector.frame.ReferenceFrame.dcm(),0.4481798
sympy.physics.vector.fieldfunctions.curl(),0.44173422
sympy.physics.mechanics.functions.inertia(),0.43766043
sympy.physics.vector.fieldfunctions.scalar_potential(),0.43517932
sympy.physics.vector.dyadic.Dyadic.to_matrix(),0.43079796
sympy.physics.vector.vector.Vector.express(),0.42973524
sympy.physics.vector.fieldfunctions.divergence(),0.42919913
sympy.physics.vector.frame.ReferenceFrame.variable_map(),0.4273466
sympy.physics.vector.fieldfunctions.gradient(),0.42510533
sympy.physics.vector.vector.Vector.to_matrix(),0.4246189
sympy.physics.vector.vector.Vector.__xor__(),0.42078388
sympy.physics.mechanics.rigidbody.RigidBody.potential_energy(),0.41794115
sympy.physics.mechanics.lagrange.LagrangesMethod.__init__(),0.41237253
sympy.physics.mechanics.rigidbody.RigidBody.parallel_axis(),0.4087899
sympy.physics.mechanics.kane.KanesMethod._form_fr(),0.4083982
sympy.physics.mechanics.rigidbody.RigidBody.potential_energy(),0.4070478
sympy.physics.vector.vector.Vector.separate(),0.40361616
sympy.physics.vector.fieldfunctions.is_conservative(),0.3886618
sympy.physics.vector.fieldfunctions.is_solenoidal(),0.38810602
sympy.parsing.autolev._listener_autolev_antlr.inertia_func(),0.38341922
sympy.physics.vector.vector.Vector.dt(),0.3828238
sympy.physics.vector.vector.Vector.__and__(),0.37764093
sympy.physics.vector.vector.Vector.__or__(),0.3670337
sympy.physics.vector.vector.Vector.__ror__(),0.3670337
sympy.physics.vector.functions.kinematic_equations(),0.36659345
sympy.physics.mechanics.body.Body.apply_torque(),0.36248523
sympy.physics.vector.printing.vlatex(),0.35433218
sympy.physics.mechanics.rigidbody.RigidBody.inertia(),0.34542933
sympy.physics.vector.vector.Vector.free_symbols(),0.33788177
sympy.physics.vector.frame._check_frame(),0.33776736
sympy.physics.vector.vector.Vector.subs(),0.3359612
sympy.physics.mechanics.rigidbody.RigidBody.frame(),0.33485517
sympy.physics.vector.dyadic.Dyadic.__rxor__(),0.3336343
sympy.physics.vector.dyadic.Dyadic.__xor__(),0.3336343
sympy.physics.vector.dyadic.Dyadic.__rand__(),0.33263016
sympy.physics.vector.dyadic.Dyadic.subs(),0.3286735
sympy.physics.vector.vector.Vector.__mul__(),0.3281174
sympy.physics.vector.point.Point.__init__(),0.32584822
sympy.physics.vector.dyadic.Dyadic.__and__(),0.32455826
sympy.physics.vector.dyadic.Dyadic.__mul__(),0.314582
sympy.physics.mechanics.kane.KanesMethod.kanes_equations(),0.31384337
sympy.geometry.util.convex_hull(),0.29434574
sympy.physics.optics.waves.TWave.angular_velocity(),0.28891367
sympy.geometry.ellipse.Ellipse.reflect(),0.26626596
sympy.core.symbol.var(),0.2662127
sympy.parsing.autolev._listener_autolev_antlr.declare_frames(),0.2656489
sympy.parsing.autolev._listener_autolev_antlr.declare_phy_entities(),0.2652013
sympy.core.compatibility.as_int(),0.25363022
sympy.physics.vector.frame.CoordinateSym.__new__(),0.25156796
sympy.utilities.lambdify.lambdify(),0.24866161
sympy.utilities.enumerative.multiset_partitions_taocp(),0.24711175
sympy.geometry.polygon.Polygon.section_modulus(),0.24503724
sympy.geometry.ellipse.Ellipse.section_modulus(),0.24377385
sympy.vector.functions.scalar_potential_difference(),0.23851621
sympy.physics.mechanics.rigidbody.RigidBody.__init__(),0.23738793
sympy.geometry.polygon.Polygon.encloses_point(),0.23670767
sympy.physics.vector.vector.Vector.__init__(),0.23632842
sympy.vector.point.Point.position_wrt(),0.23424871
sympy.physics.vector.vector.Vector.__eq__(),0.23419493
sympy.physics.vector.frame.ReferenceFrame._w_diff_dcm(),0.23306707
sympy.integrals.intpoly.polytope_integrate(),0.23127319
sympy.geometry.polygon.Polygon.first_moment_of_area(),0.23108721
sympy.geometry.util.farthest_points(),0.22962865
sympy.plotting.pygletplot.plot_axes.PlotAxes.__init__(),0.22788557
sympy.physics.vector.frame.ReferenceFrame.x(),0.22778659
sympy.physics.vector.frame.ReferenceFrame.y(),0.22778659
sympy.physics.vector.frame.ReferenceFrame.z(),0.22778659
sympy.geometry.plane.Plane.parameter_value(),0.22766072
sympy.series.residues.residue(),0.22648986
sympy.geometry.ellipse.Ellipse.foci(),0.22093448
sympy.vector.implicitregion.ImplicitRegion.rational_parametrization(),0.22047542
sympy.geometry.util.are_coplanar(),0.21775225
sympy.functions.special.bessel.jn_zeros(),0.21751635
sympy.geometry.ellipse.Ellipse.second_moment_of_area(),0.21695909
sympy.geometry.entity.intersection_sets(),0.21576977
sympy.vector.coordsysrect.CoordSys3D.scalar_map(),0.21530645
sympy.physics.optics.utils.deviation(),0.21497318
sympy.geometry.ellipse.Ellipse.normal_lines(),0.21322237
sympy.geometry.util.closest_points(),0.21306507
sympy.vector.implicitregion.ImplicitRegion.regular_point(),0.21280263
sympy.codegen.ast.Type.cast_check(),0.21279413
sympy.plotting.pygletplot.plot_window.PlotWindow.draw(),0.21207038
sympy.geometry.polygon.Polygon.angles(),0.21060327
sympy.geometry.polygon.Polygon.second_moment_of_area(),0.20940553
sympy.physics.optics.utils.refraction_angle(),0.20798972
sympy.utilities.magic.pollute(),0.2077699
sympy.geometry.point.Point.distance(),0.207493
sympy.solvers.solvers.nsolve(),0.20491302
sympy.geometry.entity.GeometryEntity.encloses(),0.20443384
sympy.geometry.entity.GeometryEntity.reflect(),0.20359832
sympy.diffgeom.diffgeom.intcurve_series(),0.20243886
sympy.geometry.plane.Plane.perpendicular_plane(),0.20168066
sympy.functions.special.bsplines.bspline_basis(),0.20151196
sympy.geometry.entity.GeometryEntity.parameter_value(),0.20083576
sympy.geometry.polygon.Polygon.parameter_value(),0.20051792
sympy.geometry.line.LinearEntity.arbitrary_point(),0.20025358
sympy.physics.mechanics.rigidbody.RigidBody.frame(),0.19991253
sympy.combinatorics.polyhedron.Polyhedron.__new__(),0.19878545
sympy.vector.coordsysrect.CoordSys3D.__new__(),0.19877602
sympy.parsing.autolev._antlr.autolevparser.AutolevParser.VarTypeContext.Frames(),0.1982378
sympy.sets.handlers.intersection.intersection_sets(),0.19800752
sympy.holonomic.holonomic.HolonomicFunction.evalf(),0.19711915
sympy.solvers.ode.ode.classify_ode(),0.19709484
sympy.core.sympify.sympify(),0.19491409
sympy.geometry.polygon.Triangle.excenters(),0.19420265
sympy.integrals.intpoly.best_origin(),0.19270912
sympy.calculus.finite_diff.apply_finite_diff(),0.19185802
sympy.geometry.ellipse.Ellipse.semilatus_rectum(),0.19177164
sympy.geometry.ellipse.Ellipse.equation(),0.19147097
sympy.geometry.point.Point.__add__(),0.19135746
sympy.geometry.polygon.Triangle.bisectors(),0.19124517
sympy.physics.optics.waves.TWave._eval_rewrite_as_exp(),0.19066137
sympy.geometry.line.LinearEntity.bisectors(),0.19059229
sympy.geometry.line.Segment.distance(),0.19033603
sympy.parsing.autolev._antlr.autolevparser.AutolevParser.varType(),0.19018127
sympy.geometry.line.LinearEntity.projection(),0.18977661
sympy.geometry.polygon.Polygon.cut_section(),0.18960091
sympy.vector.coordsysrect.CoordSys3D.rotation_matrix(),0.18923123
sympy.series.formal.FormalPowerSeries.compose(),0.18846744
sympy.geometry.plane.Plane.intersection(),0.18759263
sympy.calculus.util.function_range(),0.18737037
sympy.geometry.point.Point.canberra_distance(),0.18726091
sympy.geometry.ellipse.Ellipse.tangent_lines(),0.1871181
sympy.diffgeom.diffgeom.intcurve_diffequ(),0.1855799
sympy.geometry.polygon.Polygon.area(),0.18546309
sympy.vector.point.Point.__new__(),0.18517335
sympy.series.order.Order.__new__(),0.18471137
sympy.geometry.polygon.Triangle.exradii(),0.18458986
sympy.combinatorics.util._base_ordering(),0.18450665
sympy.vector.integrals.vector_integrate(),0.1844045
sympy.geometry.point.Point3D.scale(),0.18375781
sympy.calculus.singularities.singularities(),0.18320112
sympy.geometry.point.Point2D.scale(),0.18299337
sympy.geometry.line.Ray2D.__new__(),0.18298534
sympy.series.order.Order.as_expr_variables(),0.18273625
sympy.core.function.Subs.__new__(),0.18264641
sympy.physics.continuum_mechanics.beam.Beam.remove_load(),0.18259747
sympy.series.gruntz.gruntz(),0.18253358
sympy.discrete.recurrences.linrec(),0.18186624
sympy.integrals.intpoly.point_sort(),0.1810255
sympy.geometry.polygon.Polygon._isright(),0.18089055
sympy.physics.continuum_mechanics.beam.Beam.point_cflexure(),0.18030858
sympy.geometry.util.intersection(),0.18027762
sympy.vector.coordsysrect.CoordSys3D.orient_new(),0.17949401
sympy.geometry.line.LinearEntity.random_point(),0.17902535
sympy.geometry.point.Point.project(),0.17856185
sympy.geometry.line.Segment.contains(),0.1785088
sympy.geometry.line.Line.distance(),0.17842923
sympy.physics.continuum_mechanics.beam.Beam.apply_load(),0.1780757
sympy.geometry.curve.Curve.arbitrary_point(),0.17790185
sympy.geometry.line.Ray.distance(),0.17770526
sympy.geometry.line.Line3D.equation(),0.17757322
sympy.geometry.plane.Plane.projection_line(),0.17545673
sympy.geometry.ellipse.Ellipse.intersection(),0.17542043
sympy.combinatorics.perm_groups.PermutationGroup.pointwise_stabilizer(),0.17534283
sympy.geometry.line.LinearEntity.intersection(),0.17525408
sympy.solvers.inequalities.solve_univariate_inequality(),0.17474388
sympy.physics.mechanics.lagrange.LagrangesMethod.solve_multipliers(),0.17424023
sympy.geometry.util.are_similar(),0.17311072
sympy.geometry.ellipse.Ellipse.arbitrary_point(),0.17268652
sympy.core.numbers.mod_inverse(),0.17202401
sympy.geometry.ellipse.Ellipse.director_circle(),0.17181045
sympy.geometry.ellipse.Ellipse.evolute(),0.17173272
sympy.geometry.plane.Plane.distance(),0.17169411
sympy.geometry.line.LinearEntity.points(),0.17075586
sympy.functions.special.error_functions.fresnels._eval_aseries(),0.17046031
sympy.functions.special.error_functions.fresnelc._eval_aseries(),0.17046031
sympy.geometry.point.Point.is_concyclic(),0.17040154
sympy.vector.parametricregion.parametric_region_list(),0.17035991
sympy.geometry.ellipse.Ellipse.encloses_point(),0.1699626
sympy.geometry.polygon.Polygon.arbitrary_point(),0.16947153
sympy.utilities.decorator.public(),0.169447
sympy.matrices.matrices.MatrixBase.D(),0.16939372
sympy.physics.quantum.represent.represent(),0.16939102
sympy.geometry.ellipse.Ellipse.is_tangent(),0.16894835
sympy.geometry.point.Point.are_coplanar(),0.1688651
sympy.geometry.plane.Plane.p1(),0.16877875
sympy.calculus.singularities.is_monotonic(),0.16863398
sympy.parsing.autolev._antlr.autolevparser.AutolevParser.prog(),0.16841051
sympy.geometry.parabola.Parabola.intersection(),0.16815613
sympy.geometry.point.Point2D.transform(),0.16806759
sympy.geometry.plane.Plane.angle_between(),0.16731068
sympy.geometry.line.LinearEntity.p1(),0.16726045
sympy.geometry.line.LinearEntity.p2(),0.16726045
sympy.solvers.ode.ode.classify_sysode(),0.16680768
sympy.physics.optics.waves.TWave._eval_rewrite_as_cos(),0.16626133
sympy.physics.continuum_mechanics.beam.Beam.plot_slope(),0.16603917
sympy.physics.continuum_mechanics.beam.Beam.plot_deflection(),0.16603917
sympy.geometry.polygon.Polygon.vertices(),0.16552477
sympy.stats.rv_interface.median(),0.16543105
sympy.integrals.intpoly.intersection(),0.16522978
sympy.physics.optics.waves.TWave._eval_rewrite_as_sin(),0.16486244
sympy.functions.special.bsplines.interpolating_spline(),0.16473466
sympy.geometry.point.Point3D.transform(),0.16419345
sympy.geometry.plane.Plane.projection(),0.16407582
sympy.physics.mechanics.particle.Particle.potential_energy(),0.1638078
