Method,Suspiciousness
sympy.interactive.printing.init_printing(),1.0
sympy.utilities.runtests.test(),0.98383075
sympy.external.importtools.import_module(),0.89299834
sympy.interactive.session.init_session(),0.88165474
sympy.interactive.printing._init_ipython_printing(),0.866742
sympy.core.sympify.sympify(),0.86333144
sympy.utilities.runtests.sympytestfile(),0.8633306
sympy.plotting.experimental_lambdify.Lambdifier.__init__(),0.8039358
sympy.utilities.runtests.run_in_subprocess_with_hash_randomization(),0.80034053
sympy.utilities.lambdify.lambdify(),0.7865325
sympy.interactive.session._make_message(),0.78029835
sympy.utilities.runtests.run_all_tests(),0.777705
sympy.utilities.autowrap.autowrap(),0.76002556
sympy.interactive.session.init_python_session(),0.75634414
sympy.utilities.runtests.PyTestReporter.start(),0.73912704
sympy.interactive.session.int_to_Integer(),0.7276431
sympy.interactive.ipythonprinting.load_ipython_extension(),0.7146988
sympy.interactive.printing._init_python_printing(),0.7093185
sympy.matrices.matrices.MatrixBase.D(),0.691444
sympy.printing.python.python(),0.6695928
sympy.core.compatibility.iterable(),0.66755265
sympy.core.containers.Tuple.index(),0.65551287
sympy.printing.preview.preview(),0.6371294
sympy.core.sympify._sympify(),0.63071567
sympy.interactive.printing._is_ipython(),0.6302138
sympy.utilities.autowrap.CythonCodeWrapper.dump_pyx(),0.62890303
sympy.utilities.runtests.SymPyDocTests.test_file(),0.6277254
sympy.utilities.runtests.SymPyDocTests._process_dependencies(),0.6262374
sympy.utilities.runtests._doctest(),0.61252
sympy.interactive.session.init_ipython_session(),0.579116
sympy.utilities.autowrap.CythonCodeWrapper.__init__(),0.57834256
sympy.interactive.session.enable_automatic_symbols(),0.56886196
sympy.polys.domains.pythonrationalfield.PythonRationalField.from_sympy(),0.5602806
sympy.utilities.autowrap.UfuncifyCodeWrapper.dump_c(),0.5548691
sympy.core.numbers.Float.__new__(),0.55017525
sympy.polys.domains.domain.Domain.convert(),0.54401225
sympy.solvers.solvers.nsolve(),0.5439794
sympy.polys.domains.pythonintegerring.PythonIntegerRing.from_sympy(),0.5423682
sympy.printing.llvmjitcode.llvm_callable(),0.5385278
sympy.plotting.experimental_lambdify.lambdify.__call__(),0.53709453
sympy.plotting.experimental_lambdify.vectorized_lambdify.__call__(),0.53698784
sympy.vector.vector.Vector.dot(),0.53352416
sympy.integrals.rubi.parsetools.parse.replaceWith(),0.52994823
sympy.interactive.session.enable_automatic_int_sympification(),0.5285492
sympy.utilities.codegen.codegen(),0.5269678
sympy.vector.vector.Vector.components(),0.5228357
sympy.calculus.finite_diff.apply_finite_diff(),0.5216478
sympy.utilities.autowrap.ufuncify(),0.51738507
sympy.parsing.ast_parser.parse_expr(),0.51685876
sympy.geometry.entity.GeometryEntity._repr_svg_(),0.5161149
sympy.core.mul.Mul.flatten(),0.515126
sympy.physics.vector.vector.Vector.__xor__(),0.5118109
sympy.calculus.finite_diff.differentiate_finite(),0.5108997
sympy.sets.fancysets.Range.__new__(),0.5088268
sympy.core.compatibility.with_metaclass(),0.50863415
sympy.integrals.rubi.parsetools.parse.generate_sympy_from_parsed(),0.50608367
sympy.utilities.benchmarking.BenchSession.print_bench_results(),0.5059216
sympy.logic.utilities.dimacs.load(),0.50442827
sympy.printing.julia.julia_code(),0.50409514
sympy.printing.octave.octave_code(),0.50409514
sympy.utilities.iterables.topological_sort(),0.50108206
sympy.solvers.solveset.solveset(),0.4995391
sympy.printing.codeprinter.CodePrinter.doprint(),0.49440783
sympy.printing.rust.rust_code(),0.492942
sympy.printing.rcode.rcode(),0.49230608
sympy.printing.ccode.ccode(),0.49214974
sympy.printing.glsl.glsl_code(),0.4917082
sympy.core.function.FunctionClass.__signature__(),0.49166495
sympy.printing.python.print_python(),0.4899868
sympy.physics.quantum.represent._sympy_to_scalar(),0.48882246
sympy.printing.fcode.fcode(),0.4886314
sympy.printing.jscode.jscode(),0.4886314
sympy.utilities.runtests.SymPyDocTestRunner.run(),0.48786688
sympy.utilities.codegen.CodeGen.write(),0.48704425
sympy.polys.domains.expressiondomain.ExpressionDomain.from_ZZ_python(),0.48386082
sympy.polys.domains.expressiondomain.ExpressionDomain.from_QQ_python(),0.4830684
sympy.utilities.misc.translate(),0.48285988
sympy.codegen.ast.Type.cast_check(),0.4817701
sympy.polys.domains.pythonrational.PythonRational.parent(),0.4814917
sympy.core.expr.Expr.round(),0.48142534
sympy.polys.domains.pythonrationalfield.PythonRationalField.get_ring(),0.47992566
sympy.combinatorics.permutations.Permutation.__xor__(),0.47847003
sympy.utilities.iterables.flatten(),0.47563842
sympy.solvers.ode.odesimp(),0.47413206
sympy.polys.ring_series._series_inversion1(),0.47151518
sympy.polys.domains.pythonrational.PythonRational.__mul__(),0.4648278
sympy.polys.domains.pythonrational.PythonRational.__div__(),0.4648278
sympy.simplify.epathtools.epath(),0.4638227
sympy.polys.domains.pythonrational.PythonRational.__sub__(),0.46337202
sympy.polys.domains.pythonrational.PythonRational.__add__(),0.46264768
sympy.matrices.dense.list2numpy(),0.46206725
sympy.solvers.ode.checkodesol(),0.46102497
sympy.ntheory.primetest.isprime(),0.46027583
sympy.printing.pretty.stringpict.stringPict.terminal_width(),0.46024022
sympy.utilities.lambdify._import(),0.45467314
sympy.combinatorics.permutations.Permutation.__new__(),0.4525262
sympy.utilities.codegen.CodeGen.dump_code(),0.4512219
sympy.printing.latex.latex(),0.44684377
sympy.ntheory.residue_ntheory._product(),0.43989313
sympy.polys.domains.pythonrational.PythonRational.__init__(),0.43793976
sympy.utilities.iterables.capture(),0.43712324
sympy.polys.domains.pythonintegerring.PythonIntegerRing.from_ZZ_python(),0.43542388
sympy.polys.domains.pythonintegerring.PythonIntegerRing.from_QQ_python(),0.434006
sympy.polys.domains.pythonrationalfield.PythonRationalField.from_ZZ_python(),0.434006
sympy.polys.domains.finitefield.FiniteField.from_ZZ_python(),0.43353546
sympy.polys.domains.finitefield.FiniteField.from_QQ_python(),0.4330659
sympy.calculus.util.periodicity(),0.4311081
sympy.core.basic.Basic.__eq__(),0.43104973
sympy.polys.domains.pythonrationalfield.PythonRationalField.from_QQ_gmpy(),0.43073332
sympy.utilities.codegen.FCodeGen.dump_h(),0.43061486
sympy.utilities.runtests.SymPyTests.test_file(),0.43028137
sympy.geometry.ellipse.Ellipse.reflect(),0.42790326
sympy.combinatorics.permutations.Permutation.random(),0.42789274
sympy.polys.polyutils.PicklableWithSlots.__setstate__(),0.42742974
sympy.core.singleton.Singleton.__call__(),0.42655614
sympy.strategies.core.debug(),0.4263942
sympy.core.basic.Basic.assumptions0(),0.42633772
