Method,Suspiciousness
sympy.polys.monomials.itermonomials(),1.0
sympy.polys.monomials.monomial_min(),0.6119936
sympy.integrals.intpoly.integration_reduction_dynamic(),0.584756
sympy.polys.multivariate_resultants.DixonResultant.get_dixon_matrix(),0.55792964
sympy.polys.monomials.monomial_count(),0.5563946
sympy.polys.monomials.monomial_max(),0.55572945
sympy.polys.multivariate_resultants.MacaulayResultant.__init__(),0.530871
sympy.polys.multivariate_resultants.MacaulayResultant.get_monomials_of_certain_degree(),0.5024162
sympy.integrals.intpoly.main_integrate(),0.48115745
sympy.simplify.ratsimp.ratsimpmodprime(),0.47144812
sympy.polys.monomials.monomial_deg(),0.4691182
sympy.integrals.intpoly.main_integrate3d(),0.45286348
sympy.polys.multivariate_resultants.MacaulayResultant.get_row_coefficients(),0.44805968
sympy.polys.multivariate_resultants.MacaulayResultant.get_reduced_nonreduced(),0.44659916
sympy.holonomic.holonomic.HolonomicFunction._frobenius(),0.4447543
sympy.polys.distributedmodules.sdm_monomial_deg(),0.43715876
sympy.integrals.intpoly.decompose(),0.4369145
sympy.polys.multivariate_resultants.DixonResultant.get_upper_degree(),0.43627045
sympy.holonomic.holonomic.HolonomicFunction._indicial(),0.43557966
sympy.polys.orderings.monomial_key(),0.42443135
sympy.polys.distributedmodules.sdm_deg(),0.42412713
sympy.solvers.bivariate.bivariate_type(),0.42083588
sympy.integrals.intpoly.polytope_integrate(),0.4201368
sympy.polys.galoistools.gf_ddf_zassenhaus(),0.41573262
sympy.polys.distributedmodules.sdm_ecart(),0.39419845
sympy.polys.galoistools.gf_frobenius_map(),0.38021454
sympy.polys.polytools.Poly.homogeneous_order(),0.3789122
sympy.polys.polytools.GroebnerBasis.is_zero_dimensional(),0.3782347
sympy.polys.galoistools.gf_frobenius_monomial_base(),0.3741314
sympy.holonomic.holonomic.HolonomicFunction.to_sequence(),0.37383458
sympy.polys.multivariate_resultants.MacaulayResultant.get_size(),0.3682145
sympy.integrals.prde.parametric_log_deriv_heu(),0.35941735
sympy.polys.galoistools.gf_edf_zassenhaus(),0.35737908
sympy.solvers.polysys.solve_triangulated(),0.35491732
sympy.polys.rings.PolyRing.__new__(),0.3514777
sympy.polys.galoistools.gf_ddf_shoup(),0.34672618
sympy.polys.dispersion.dispersionset(),0.34625
sympy.polys.polytools.Poly.is_homogeneous(),0.34598812
sympy.polys.polytools.total_degree(),0.34433982
sympy.concrete.summations.eval_sum_residue(),0.3442441
sympy.polys.multivariate_resultants.DixonResultant.get_max_degrees(),0.3424151
sympy.integrals.risch.polynomial_reduce(),0.33748695
sympy.integrals.rubi.utility_function.MonomialFactor(),0.33671707
sympy.polys.galoistools.gf_mul(),0.33633348
sympy.polys.polyclasses.DMP.total_degree(),0.33527267
sympy.polys.rings.PolyElement.tail_degree(),0.33486894
sympy.polys.polytools.Poly.total_degree(),0.33320236
sympy.polys.polytools.degree(),0.3307016
sympy.polys.modulargcd._degree_bound_bivariate(),0.32651237
sympy.polys.polytools.Poly.homogenize(),0.326379
sympy.polys.distributedmodules.sdm_groebner(),0.32523027
sympy.integrals.risch.as_poly_1t(),0.32435104
sympy.polys.densebasic.dmp_terms_gcd(),0.32333282
sympy.polys.polyclasses.DMP.all_monoms(),0.32287848
sympy.polys.densearith.dmp_mul(),0.32255298
sympy.integrals.prde.limited_integrate_reduce(),0.32125163
sympy.vector.implicitregion.ImplicitRegion.multiplicity(),0.32077244
sympy.polys.euclidtools.dup_zz_heu_gcd(),0.31732875
sympy.combinatorics.group_constructs.DirectProduct(),0.31428778
sympy.polys.galoistools.gf_edf_shoup(),0.31372735
sympy.polys.galoistools.gf_quo(),0.31336403
sympy.polys.monomials.monomial_gcd(),0.31067747
sympy.polys.polyroots.roots(),0.310365
sympy.polys.groebnertools._buchberger(),0.31013787
sympy.polys.polyfuncs.rational_interpolate(),0.3095623
sympy.core.mul.Mul._eval_nseries(),0.3091569
sympy.crypto.crypto.lfsr_connection_polynomial(),0.30757222
sympy.polys.distributedmodules.sdm_nf_mora(),0.30675223
sympy.polys.multivariate_resultants.DixonResultant.__init__(),0.3058343
sympy.polys.galoistools.gf_div(),0.30550733
sympy.solvers.recurr.rsolve_poly(),0.30323154
sympy.integrals.rubi.utility_function.QuadraticQ(),0.30069378
sympy.polys.rings.PolyElement.tail_degrees(),0.29995126
sympy.polys.densearith.dup_mul(),0.2995013
sympy.polys.modulargcd._modgcd_multivariate_p(),0.2990325
sympy.polys.polytools.Poly.coeff_monomial(),0.29873225
sympy.polys.rings.PolyElement.degree(),0.29872742
sympy.stats.stochastic_process_types.MarkovProcess._symbolic_probability(),0.29797128
sympy.polys.polytools.Poly.LM(),0.2970476
sympy.parsing.autolev._listener_autolev_antlr.processVariables(),0.29458615
sympy.polys.subresultants_qq_zz.bezout(),0.29428998
sympy.solvers.recurr.rsolve_hyper(),0.2939157
sympy.concrete.gosper.gosper_term(),0.29367644
sympy.combinatorics.perm_groups.PermutationGroup.max_div(),0.2932895
sympy.polys.polytools.Poly.degree(),0.29295117
sympy.stats.crv.SingleContinuousDistribution.expectation(),0.2913844
sympy.functions.special.bsplines.interpolating_spline(),0.2894918
sympy.combinatorics.perm_groups.PermutationGroup.subgroup_search(),0.2891619
sympy.polys.domains.old_polynomialring.PolynomialRing(),0.2880931
sympy.stats.drv.SingleDiscreteDistribution.expectation(),0.28796986
sympy.functions.elementary.miscellaneous.MinMaxBase._collapse_arguments(),0.28741592
sympy.combinatorics.perm_groups.PermutationGroup.__new__(),0.28726718
sympy.polys.orderings.build_product_order(),0.28610972
sympy.polys.polytools.Poly.degree_list(),0.28275582
sympy.polys.multivariate_resultants.DixonResultant.max_degrees(),0.2823989
sympy.polys.galoistools.gf_sqr(),0.28198925
sympy.integrals.heurisch.heurisch(),0.28175157
sympy.combinatorics.util._base_ordering(),0.2804453
sympy.polys.polytools.degree_list(),0.28023887
sympy.solvers.solveset._solve_trig2(),0.28015262
sympy.core.expr.Expr._random(),0.27909553
sympy.integrals.rde.bound_degree(),0.27841094
sympy.combinatorics.perm_groups._orbits(),0.2777102
sympy.polys.rings.PolyElement.monoms(),0.2771552
sympy.combinatorics.perm_groups.PermutationGroup.is_subgroup(),0.27703357
sympy.integrals.rde.solve_poly_rde(),0.27612984
sympy.simplify.simplify.walk(),0.27609104
sympy.physics.quantum.spin._couple(),0.27604243
sympy.integrals.rubi.utility_function.DivideDegreesOfFactors(),0.27595314
sympy.stats.stochastic_process_types.MarkovProcess.probability(),0.27555606
sympy.integrals.rubi.utility_function.PolynomialDivide(),0.27444452
sympy.integrals.risch.residue_reduce(),0.27438483
sympy.solvers.diophantine.diophantine.DiophantineEquationType.__init__(),0.27436537
sympy.polys.monomials.monomial_lcm(),0.27436307
sympy.polys.fglmtools._basis(),0.27408022
sympy.integrals.rubi.utility_function.FunctionOfLinear(),0.27381393
sympy.integrals.rde.no_cancel_equal(),0.2725439
sympy.combinatorics.perm_groups.PermutationGroup.degree(),0.2725099
sympy.polys.densebasic._rec_degree_in(),0.2723907
sympy.integrals.rubi.utility_function.FunctionOfLinearSubst(),0.27058098
sympy.combinatorics.util._distribute_gens_by_base(),0.27038038
sympy.polys.densearith.dmp_sqr(),0.27024361
sympy.polys.subresultants_qq_zz.subresultants_sylv(),0.26985535
sympy.core.expr.Expr._parse_order(),0.2696027
sympy.polys.modulargcd._trial_division(),0.26919505
sympy.polys.densebasic._rec_degree_list(),0.26896453
sympy.polys.orthopolys.hermite_poly(),0.26892993
sympy.polys.orthopolys.legendre_poly(),0.26892993
sympy.parsing.autolev._listener_autolev_antlr.writeVariables(),0.26886934
sympy.polys.orthopolys.chebyshevu_poly(),0.2678661
sympy.polys.galoistools.gf_irred_p_rabin(),0.26723015
sympy.holonomic.holonomic.HolonomicFunction.degree(),0.26714376
sympy.polys.orthopolys.chebyshevt_poly(),0.266811
sympy.polys.subresultants_qq_zz.modified_subresultants_sylv(),0.2667355
sympy.calculus.util.AccumulationBounds.intersection(),0.2663423
sympy.integrals.heurisch.heurisch_wrapper(),0.26614836
sympy.polys.orthopolys.gegenbauer_poly(),0.2657646
sympy.vector.implicitregion.ImplicitRegion.rational_parametrization(),0.26520225
sympy.series.sequences.RecursiveSeq.__new__(),0.26464325
sympy.solvers.solveset._solve_trig1(),0.264505
sympy.concrete.expr_with_intlimits.ExprWithIntLimits.change_index(),0.26438722
sympy.polys.rings.PolyElement._iadd_poly_monom(),0.26422927
sympy.integrals.prde.is_log_deriv_k_t_radical(),0.26407713
sympy.polys.rings.PolyElement.degrees(),0.26386532
sympy.polys.polytools.to_rational_coeffs(),0.26384905
sympy.polys.densebasic.dmp_degree_in(),0.26370797
sympy.polys.modulargcd.modgcd_bivariate(),0.26322696
sympy.polys.orthopolys.jacobi_poly(),0.26267606
sympy.integrals.risch.integrate_hyperexponential_polynomial(),0.26261452
sympy.polys.subresultants_qq_zz.sylvester(),0.2618738
sympy.integrals.intpoly.best_origin(),0.2616098
sympy.polys.modulargcd._deg(),0.261267
sympy.polys.orthopolys.laguerre_poly(),0.26065838
sympy.combinatorics.named_groups.AbelianGroup(),0.26045132
sympy.polys.distributedmodules.sdm_monomial_divides(),0.25985497
sympy.polys.ring_series._get_constant_term(),0.2597902
sympy.integrals.prde.is_deriv_k(),0.25955862
sympy.calculus.util.AccumulationBounds.__pow__(),0.25931007
sympy.polys.polytools.Poly.EM(),0.2590911
sympy.polys.ring_series.rs_compose_add(),0.25854853
sympy.combinatorics.perm_groups._stabilizer(),0.2583882
sympy.polys.galoistools.gf_irred_p_ben_or(),0.25803062
sympy.polys.densebasic.dmp_degree(),0.2579403
sympy.polys.modulargcd._euclidean_algorithm(),0.25750384
sympy.polys.ring_series._has_constant_term(),0.25723243
sympy.solvers.ode.lie_group.lie_heuristic_bivariate(),0.25674868
sympy.polys.rings.PolyElement.coeff(),0.25672287
sympy.physics.control.lti.TransferFunction.is_proper(),0.25576878
sympy.physics.control.lti.TransferFunction.is_biproper(),0.25576878
sympy.combinatorics.perm_groups.PermutationGroup.order(),0.25547376
sympy.stats.crv_types.FisherZ(),0.2545847
sympy.polys.rings.PolyElement.square(),0.2544195
sympy.physics.control.lti.TransferFunction.is_strictly_proper(),0.25435862
sympy.polys.densebasic.dup_degree(),0.25335717
sympy.polys.densebasic.dmp_degree_list(),0.25298572
sympy.simplify.hyperexpand.try_lerchphi(),0.25267023
sympy.integrals.rubi.utility_function.MinimumMonomialExponent(),0.25239515
sympy.solvers.polysys.solve_poly_system(),0.2522832
sympy.polys.multivariate_resultants.MacaulayResultant._get_degree_m(),0.25211957
sympy.functions.elementary.trigonometric.sin.eval(),0.2517745
sympy.polys.rootoftools.ComplexRootOf.__new__(),0.2515808
sympy.combinatorics.perm_groups.PermutationGroup.transitivity_degree(),0.25138405
sympy.polys.euclidtools.dmp_zz_collins_resultant(),0.25134918
sympy.polys.polytools.Poly.is_monomial(),0.2510989
sympy.polys.galoistools.gf_degree(),0.25095367
sympy.polys.subresultants_qq_zz.subresultants_amv(),0.25085226
sympy.integrals.rde.no_cancel_b_large(),0.2497843
sympy.integrals.intpoly.integration_reduction(),0.24968383
sympy.series.formal._rsolve_hypergeometric(),0.24935058
sympy.solvers.diophantine.diophantine.GeneralSumOfEvenPowers.matches(),0.24888255
sympy.polys.distributedmodules.sdm_monomial_lcm(),0.24870694
sympy.core.expr.Expr.as_coefficient(),0.24742338
sympy.polys.subresultants_qq_zz.sturm_q(),0.24685104
sympy.geometry.polygon.Polygon.section_modulus(),0.24675953
sympy.calculus.util.AccumulationBounds.__new__(),0.24648339
sympy.plotting.pygletplot.util.strided_range(),0.24518695
sympy.calculus.util.AccumulationBounds.__truediv__(),0.24483024
sympy.holonomic.holonomic.HolonomicFunction.to_hyper(),0.24407263
