Method,Suspiciousness
sympy.solvers.diophantine.diophantine(),1.0
sympy.combinatorics.perm_groups.PermutationGroup.is_symmetric(),0.6659873
sympy.combinatorics.perm_groups.PermutationGroup.is_alternating(),0.65453655
sympy.combinatorics.testutil.canonicalize_naive(),0.61304104
sympy.combinatorics.util._check_cycles_alt_sym(),0.5924256
sympy.combinatorics.perm_groups.PermutationGroup.order(),0.5801407
sympy.combinatorics.perm_groups.PermutationGroup.is_alt_sym(),0.5637452
sympy.combinatorics.permutations.Permutation.from_sequence(),0.55878836
sympy.combinatorics.tensor_can.double_coset_can_rep(),0.5359431
sympy.combinatorics.pc_groups.Collector.collected_word(),0.5288873
sympy.printing.repr.ReprPrinter._print_Permutation(),0.52433175
sympy.matrices.expressions.permutation.MatrixPermute.__new__(),0.52112615
sympy.printing.str.StrPrinter._print_Permutation(),0.51448524
sympy.combinatorics.perm_groups.PermutationGroup._sylow_alt_sym(),0.5135338
sympy.solvers.diophantine.cornacchia(),0.5106766
sympy.printing.pretty.pretty.PrettyPrinter._print_Permutation(),0.5093173
sympy.combinatorics.pc_groups.Collector.exponent_vector(),0.5081539
sympy.printing.latex.LatexPrinter._print_Permutation(),0.5046309
sympy.combinatorics.perm_groups.PermutationGroup.strong_presentation(),0.50015545
sympy.matrices.expressions.permutation.PermutationMatrix.__new__(),0.49935627
sympy.solvers.diophantine.power_representation(),0.49645963
sympy.combinatorics.named_groups.SymmetricGroup(),0.49293023
sympy.integrals.heurisch.heurisch(),0.4826129
sympy.combinatorics.tensor_can.canonicalize(),0.48022193
sympy.polys.polyfuncs.symmetrize(),0.47914657
sympy.combinatorics.perm_groups.PermutationGroup._eval_is_alt_sym_monte_carlo(),0.47806138
sympy.physics.secondquant.simplify_index_permutations(),0.47455332
sympy.combinatorics.perm_groups.PermutationGroup.make_perm(),0.47243848
sympy.solvers.diophantine.diop_linear(),0.47065037
sympy.matrices.common.MatrixOperations.permute(),0.45350006
sympy.sets.handlers.intersection.intersection_sets(),0.44542208
sympy.polys.factortools.dup_zz_diophantine(),0.4445889
sympy.combinatorics.permutations.Permutation.apply(),0.44329834
sympy.combinatorics.tensor_can.tensor_gens(),0.44298872
sympy.solvers.solvers._solve_system(),0.44114274
sympy.solvers.diophantine.diop_solve(),0.4389062
sympy.combinatorics.generators.dihedral(),0.43800065
sympy.tensor.tensor._IndexStructure.indices_canon_args(),0.4344606
sympy.combinatorics.fp_groups.FpGroup._to_perm_group(),0.43398184
sympy.combinatorics.perm_groups.PermutationGroup.sylow_subgroup(),0.43335068
sympy.polys.compatibility.IPolys.dup_zz_diophantine(),0.42872122
sympy.polys.compatibility.IPolys.dmp_zz_diophantine(),0.42641935
sympy.combinatorics.perm_groups.PermutationGroup.is_subgroup(),0.42636698
sympy.combinatorics.perm_groups.PermutationGroup.schreier_vector(),0.4168218
sympy.combinatorics.permutations.Permutation.order(),0.41645536
sympy.combinatorics.perm_groups.PermutationGroup.index(),0.41533214
sympy.combinatorics.perm_groups.PermutationGroup.degree(),0.412031
sympy.combinatorics.permutations.Permutation.rmul(),0.41078588
sympy.combinatorics.polyhedron.Polyhedron.__new__(),0.40619442
sympy.combinatorics.perm_groups.PermutationGroup.__new__(),0.4058083
sympy.polys.factortools.dmp_zz_diophantine(),0.4055839
sympy.combinatorics.polyhedron._pgroup_calcs(),0.4049033
sympy.combinatorics.perm_groups.PermutationGroup.is_elementary(),0.40478167
sympy.solvers.solveset.substitution(),0.401746
sympy.combinatorics.homomorphisms.group_isomorphism(),0.3991262
sympy.simplify.radsimp.collect(),0.39821702
sympy.solvers.diophantine.sum_of_squares(),0.39628825
sympy.combinatorics.permutations.Permutation.next_nonlex(),0.39616126
sympy.combinatorics.permutations.Permutation.__mul__(),0.39520153
sympy.combinatorics.permutations.Permutation.is_Identity(),0.39346907
sympy.utilities.iterables.generate_bell(),0.39282355
sympy.combinatorics.perm_groups.PermutationGroup.presentation(),0.39054072
sympy.integrals.risch.gcdex_diophantine(),0.39044648
sympy.combinatorics.perm_groups.PermutationGroup.orbits(),0.3904398
sympy.combinatorics.permutations.Permutation.next_lex(),0.38842136
sympy.combinatorics.permutations.Permutation.next_trotterjohnson(),0.38643125
sympy.utilities.iterables.signed_permutations(),0.38603294
sympy.utilities.iterables.multiset_permutations(),0.3858632
sympy.core.symbol.var(),0.3853872
sympy.combinatorics.permutations.Permutation.__pow__(),0.38503963
sympy.solvers.diophantine._diop_linear(),0.38409385
sympy.combinatorics.permutations.Permutation.signature(),0.38349524
sympy.combinatorics.perm_groups.PermutationGroup.abelian_invariants(),0.38333818
sympy.combinatorics.tensor_can.canonical_free(),0.3831615
sympy.combinatorics.perm_groups.PermutationGroup.coset_rank(),0.38227332
sympy.combinatorics.homomorphisms.GroupHomomorphism._compute_kernel(),0.3820093
