Method,Suspiciousness
sympy.integrals.trigonometry.trigintegrate(),1.0
sympy.simplify.fu.TRmorrie(),0.9764551
sympy.matrices.common.MatrixOperations.simplify(),0.9725957
sympy.simplify.fu.TR11(),0.9627002
sympy.simplify.fu.TR8(),0.94114107
sympy.simplify.trigsimp.trigsimp_groebner(),0.94085854
sympy.integrals.trigonometry._cos_pow_integrate(),0.9398221
sympy.integrals.trigonometry._sin_pow_integrate(),0.92894334
sympy.integrals.rubi.utility_function.RectifyTangent(),0.9244262
sympy.integrals.rubi.utility_function.RectifyCotangent(),0.92341644
sympy.geometry.ellipse.Ellipse.random_point(),0.91945195
sympy.simplify.fu.TR10(),0.90492994
sympy.integrals.rubi.utility_function.TrigReduce(),0.9033645
sympy.series.formal.rational_independent(),0.89968294
sympy.simplify.fu.fu(),0.8954329
sympy.algebras.quaternion.Quaternion.pow_cos_sin(),0.875562
sympy.integrals.rubi.utility_function.SubstForTrig(),0.87268156
sympy.simplify.fu.TR9(),0.8707564
sympy.simplify.fu.TRpower(),0.8664032
sympy.simplify.fu.TR14(),0.864178
sympy.simplify.fu.trig_split(),0.8632689
sympy.simplify.fu.TR3(),0.8611248
sympy.simplify.fu.TR2(),0.8598217
sympy.simplify.fu.TR10i(),0.8479663
sympy.algebras.quaternion.Quaternion.to_rotation_matrix(),0.84652793
sympy.algebras.quaternion.Quaternion.from_rotation_matrix(),0.84082884
sympy.simplify.fu.TR2i(),0.8361015
sympy.simplify.trigsimp._trigpats(),0.8358234
sympy.simplify.fu._TR56(),0.83563465
sympy.simplify.fu.TR4(),0.8337872
sympy.simplify.trigsimp._futrig(),0.8311942
sympy.core.evalf.evalf_trig(),0.8311245
sympy.simplify.fu.TR6(),0.82874554
sympy.simplify.fu.TR5(),0.8266932
sympy.simplify.fu.sincos_to_sum(),0.8255768
sympy.functions.elementary.trigonometric.sin.eval(),0.8224804
sympy.simplify.trigsimp.trigsimp_old(),0.8141726
sympy.physics.vector.dyadic.Dyadic.to_matrix(),0.8138908
sympy.integrals.rubi.rules.sine.sine(),0.8120074
sympy.integrals.rubi.rules.secant.secant(),0.81021136
sympy.integrals.heurisch.components(),0.8072063
sympy.polys.ring_series.rs_cos(),0.8071812
sympy.functions.elementary.trigonometric.sin._eval_expand_trig(),0.8054496
sympy.simplify.simplify.simplify(),0.794651
sympy.integrals.rubi.utility_function.FunctionOfSinQ(),0.78888375
sympy.integrals.rubi.rules.miscellaneous_trig.miscellaneous_trig(),0.78508544
sympy.polys.ring_series.rs_sin(),0.7842687
sympy.functions.elementary.trigonometric.cos.eval(),0.7835551
sympy.core.function.diff(),0.78185755
sympy.solvers.decompogen.compogen(),0.77864665
sympy.matrices.matrices.MatrixCalculus.jacobian(),0.7774537
sympy.functions.elementary.exponential.exp.as_real_imag(),0.7765504
sympy.integrals.rubi.utility_function._SimplifyAntiderivativeSum(),0.7751382
sympy.solvers.ode._linear_2eq_order2_type3(),0.76765156
sympy.functions.elementary.trigonometric.cos._eval_expand_trig(),0.7671279
sympy.integrals.manualintegrate.manualintegrate(),0.7643008
sympy.integrals.rubi.utility_function.FunctionOfCosQ(),0.7621419
sympy.geometry.plane.Plane.arbitrary_point(),0.759746
sympy.holonomic.holonomic.HolonomicFunction.to_meijerg(),0.75872874
sympy.core.basic.Basic.replace(),0.75613415
sympy.simplify.fu.TR1(),0.7545598
sympy.integrals.rubi.utility_function._TrigSimplifyAux(),0.75428957
sympy.solvers.decompogen.decompogen(),0.754255
sympy.solvers.ode._linear_2eq_order1_type4(),0.7522296
sympy.calculus.util.periodicity(),0.74900675
sympy.vector.coordsysrect.CoordSys3D.create_new(),0.746976
sympy.polys.numberfields._minpoly_compose(),0.7453823
sympy.solvers.ode._linear_3eq_order1_type3(),0.73887604
sympy.core.expr.Expr.series(),0.73754966
sympy.solvers.ode._linear_3eq_order1_type2(),0.7366987
sympy.solvers.solvers.nsolve(),0.7352646
sympy.solvers.ode.ode_nth_linear_constant_coeff_undetermined_coefficients(),0.7268362
sympy.plotting.plot.plot_parametric(),0.724006
sympy.algebras.quaternion.Quaternion.exp(),0.71911377
sympy.core.function.expand_power_base(),0.7165693
sympy.algebras.quaternion.Quaternion.rotate_point(),0.7163048
sympy.simplify.fu.L(),0.71291876
sympy.plotting.plot.plot3d_parametric_line(),0.7082504
sympy.physics.vector.functions.kinematic_equations(),0.70550156
sympy.solvers.ode.dsolve(),0.70297015
sympy.polys.ring_series.rs_cos_sin(),0.70242226
sympy.integrals.manualintegrate.trig_rule(),0.7020412
sympy.printing.latex.latex(),0.6958048
sympy.polys.numberfields._minpoly_cos(),0.69174105
sympy.core.expr.Expr.as_ordered_terms(),0.6902601
sympy.printing.latex.LatexPrinter._print_Function(),0.68890965
sympy.core.function.Function._eval_as_leading_term(),0.68570465
sympy.simplify.epathtools.EPath.apply(),0.6852725
sympy.core.mul.Mul.as_ordered_factors(),0.6845928
sympy.solvers.ode._nth_linear_match(),0.68452245
sympy.functions.elementary.exponential.exp._eval_rewrite_as_sqrt(),0.6842085
sympy.solvers.ode._undetermined_coefficients_match(),0.68379414
sympy.integrals.rubi.utility_function.TrigSquare(),0.682809
sympy.series.fourier.fourier_series(),0.68075305
sympy.solvers.ode.ode_nth_linear_euler_eq_homogeneous(),0.679959
sympy.simplify.epathtools.epath(),0.67936456
sympy.core.expr.Expr.is_constant(),0.6782624
sympy.core.expr.Expr.is_number(),0.6774176
sympy.core.function.expand(),0.6771195
sympy.simplify.fu.TR16(),0.6770023
sympy.integrals.manualintegrate.trig_substitution_rule(),0.67608243
sympy.simplify.trigsimp._match_div_rewrite(),0.67469966
sympy.polys.numberfields._minpoly_sin(),0.67388666
