Method,Suspiciousness
sympy.utilities.lambdify.lambdify(),1.0
sympy.printing.glsl.glsl_code(),0.5806858
sympy.core.sympify.sympify(),0.5182779
sympy.printing.theanocode.theano_function(),0.5166484
sympy.utilities.codegen.CodeGen.routine(),0.5142502
sympy.utilities.codegen.RustCodeGen.routine(),0.51402557
sympy.utilities.codegen.JuliaCodeGen.routine(),0.5128945
sympy.utilities.codegen.OctaveCodeGen.routine(),0.5099516
sympy.printing.fcode.fcode(),0.5040556
sympy.interactive.printing._init_ipython_printing(),0.50335675
sympy.plotting.experimental_lambdify.vectorized_lambdify.__call__(),0.49944925
sympy.plotting.experimental_lambdify.Lambdifier.__init__(),0.4828714
sympy.utilities.autowrap.ufuncify(),0.46802488
sympy.printing.latex.latex(),0.4617276
sympy.codegen.array_utils.parse_indexed_expression(),0.45823926
sympy.printing.codeprinter.CodePrinter.doprint(),0.45132452
sympy.utilities.codegen.codegen(),0.44694373
sympy.printing.rust.rust_code(),0.44265607
sympy.printing.ccode.ccode(),0.43805027
sympy.printing.julia.julia_code(),0.42627412
sympy.printing.octave.octave_code(),0.42627412
sympy.printing.jscode.jscode(),0.417537
sympy.printing.rcode.rcode(),0.417537
sympy.printing.rcode.RCodePrinter._print_Assignment(),0.41299275
sympy.matrices.expressions.blockmatrix.block_collapse(),0.4089447
sympy.utilities.codegen.Result.__init__(),0.4060358
sympy.printing.codeprinter.CodePrinter._print_Assignment(),0.4027704
sympy.utilities.codegen.make_routine(),0.40166432
sympy.plotting.experimental_lambdify.lambdify.__call__(),0.4011795
sympy.interactive.session.init_session(),0.39969087
sympy.matrices.matrices.MatrixBase._handle_creation_inputs(),0.39422044
sympy.core.function.Derivative.__new__(),0.3939636
sympy.interactive.printing.init_printing(),0.39005184
sympy.solvers.solvers.nsolve(),0.3899232
sympy.printing.codeprinter.CodePrinter._doprint_loops(),0.38812247
sympy.physics.quantum.qubit.matrix_to_qubit(),0.38417915
sympy.plotting.plot.Parametric2DLineSeries.get_segments(),0.38112104
sympy.codegen.array_utils.recognize_matrix_expression(),0.37737983
sympy.physics.quantum.identitysearch.is_scalar_sparse_matrix(),0.37532175
sympy.utilities.codegen.OutputArgument.__init__(),0.3748184
sympy.matrices.expressions.hadamard.HadamardPower._eval_derivative_matrix_lines(),0.35927078
sympy.matrices.expressions.applyfunc.ElementwiseApplyFunction._eval_derivative_matrix_lines(),0.35556498
