Method,Suspiciousness
sympy.physics.units.unitsystem.UnitSystem.print_unit_base(),1.0
sympy.physics.units.util.convert_to(),0.9875189
sympy.printing.latex.LatexPrinter._print_Mul(),0.8770804
sympy.core.expr.Expr.__int__(),0.84690213
sympy.simplify.simplify.nsimplify(),0.8406482
sympy.core.sympify.sympify(),0.83886814
sympy.physics.units.quantities.Quantity.convert_to(),0.7990976
sympy.parsing.sym_expr.SymPyExpression.convert_to_expr(),0.7807261
sympy.printing.rcode.rcode(),0.75481766
sympy.parsing.sympy_parser.convert_equals_signs(),0.72542906
sympy.printing.codeprinter.ccode(),0.7226094
sympy.parsing.latex._parse_latex_antlr.convert_postfix_list(),0.718796
sympy.parsing.c.c_parser.parse_c(),0.70675176
sympy.printing.rust.rust_code(),0.705115
sympy.printing.jscode.jscode(),0.6885969
sympy.printing.codeprinter.fcode(),0.6760797
sympy.parsing.sym_expr.SymPyExpression.convert_to_c(),0.67173773
sympy.polys.domains.old_polynomialring.GeneralizedPolynomialRing._vector_to_sdm(),0.6584483
sympy.core.mul.Mul._mpc_(),0.65536684
sympy.core.expr.Expr.round(),0.6539422
sympy.utilities.lambdify.lambdify(),0.6514898
sympy.core.add.Add._mpc_(),0.6451184
sympy.simplify.powsimp.powsimp(),0.6442311
sympy.parsing.sympy_parser.parse_expr(),0.6432158
sympy.parsing.latex._parse_latex_antlr.convert_func(),0.6385022
sympy.integrals.integrals.Integral._eval_integral(),0.62991613
sympy.parsing.sym_expr.SymPyExpression.convert_to_python(),0.6267592
sympy.core.expr.Expr.__float__(),0.62540394
sympy.solvers.decompogen.decompogen(),0.6241657
sympy.logic.boolalg.to_anf(),0.62347364
sympy.physics.vector.frame.ReferenceFrame.dcm(),0.6227937
sympy.simplify.simplify.simplify(),0.62206465
sympy.polys.domains.domain.Domain.convert(),0.6197517
sympy.parsing.sym_expr.SymPyExpression.convert_to_fortran(),0.6146166
sympy.holonomic.holonomic.expr_to_holonomic(),0.61142236
sympy.stats.stochastic_process_types._sym_sympify(),0.6092269
sympy.solvers.ode.ode._undetermined_coefficients_match(),0.60498095
sympy.ntheory.generate.Sieve.search(),0.60343784
sympy.printing.julia.julia_code(),0.5999327
sympy.printing.octave.octave_code(),0.5999327
sympy.matrices.decompositions._LUdecomposition(),0.59875983
sympy.printing.theanocode.theano_function(),0.59811723
sympy.parsing.latex._parse_latex_antlr.convert_relation(),0.595225
sympy.polys.domains.old_polynomialring.GlobalPolynomialRing.from_sympy(),0.5918961
sympy.polys.polytools.terms_gcd(),0.588233
sympy.printing.theanocode.theano_code(),0.58634
sympy.polys.domains.domain.Domain.convert_from(),0.5862314
sympy.polys.densebasic.dmp_convert(),0.5861257
sympy.functions.combinatorial.numbers.nT(),0.5840892
sympy.printing.glsl.glsl_code(),0.58365524
sympy.polys.agca.modules.QuotientModule.convert(),0.5824391
sympy.stats.rv._symbol_converter(),0.5821383
sympy.polys.agca.modules.SubModule.in_terms_of_generators(),0.57876366
sympy.polys.densebasic.dup_convert(),0.57868165
sympy.parsing.latex._parse_latex_antlr.convert_exp(),0.5786397
sympy.polys.agca.homomorphisms.homomorphism(),0.5745024
sympy.parsing.latex._parse_latex_antlr.handle_integral(),0.5702808
sympy.polys.polytools.intervals(),0.56898165
sympy.functions.elementary.piecewise.Piecewise.as_expr_set_pairs(),0.5680409
sympy.parsing.fortran.fortran_parser.src_to_sympy(),0.56396115
sympy.parsing.sympy_parser._transform_equals_sign(),0.5635963
sympy.parsing.latex._parse_latex_antlr.handle_sum_or_prod(),0.5623085
sympy.polys.distributedmodules.sdm_from_vector(),0.56200707
sympy.printing.maple.maple_code(),0.56182915
sympy.polys.euclidtools.dmp_qq_collins_resultant(),0.5607635
sympy.sets.fancysets.ComplexRegion.from_real(),0.559759
sympy.polys.polytools.GroebnerBasis.fglm(),0.55546737
sympy.polys.densetools.dmp_clear_denoms(),0.5527853
sympy.solvers.ode.ode.ode_lie_group(),0.5526046
sympy.polys.polytools.Poly.refine_root(),0.54908323
sympy.polys.monomials.Monomial.as_expr(),0.54868907
sympy.polys.euclidtools.dup_qq_heu_gcd(),0.5483222
sympy.polys.euclidtools.dmp_qq_heu_gcd(),0.5483222
sympy.physics.quantum.circuitutils.convert_to_real_indices(),0.5463449
sympy.polys.polytools.Poly.intervals(),0.5456647
