Method,Suspiciousness
sympy.solvers.polysys.solve_generic(),1.0
sympy.solvers.solveset.nonlinsolve(),0.8060329
sympy.solvers.ode.ode.dsolve(),0.7920816
sympy.solvers.polysys.solve_biquadratic(),0.7437393
sympy.solvers.solvers.solve(),0.701259
sympy.solvers.polysys.solve_triangulated(),0.67280304
sympy.solvers.ode.ode.odesimp(),0.65563494
sympy.solvers.ode.systems.dsolve_system(),0.6533118
sympy.solvers.inequalities.solve_univariate_inequality(),0.64652437
sympy.solvers.solvers.nsolve(),0.64093137
sympy.solvers.ode.systems.linodesolve_type(),0.62957275
sympy.polys.solvers.solve_lin_sys(),0.6229996
sympy.solvers.solvers._solve_system(),0.618231
sympy.solvers.ode.systems.linodesolve(),0.6168737
sympy.solvers.polysys.solve_poly_system(),0.60942143
sympy.solvers.solveset.linsolve(),0.6074369
sympy.solvers.solvers.solve_undetermined_coeffs(),0.574596
sympy.solvers.solvers._solve(),0.5721873
sympy.solvers.ode.ode.ode_sol_simplicity(),0.5684392
sympy.solvers.ode.subscheck.checkodesol(),0.5676396
sympy.solvers.solvers.solve_linear_system_LU(),0.5634645
sympy.solvers.pde.pdsolve(),0.54401493
sympy.polys.solvers.sympy_eqs_to_ring(),0.54390997
sympy.solvers.ode.ode.classify_sysode(),0.53761774
sympy.solvers.ode.systems._weak_component_solver(),0.5351836
sympy.core.relational.Relational._eval_as_set(),0.53400385
sympy.core.expr.Expr.equals(),0.5231685
sympy.solvers.ode.systems.canonical_odes(),0.5221021
sympy.solvers.inequalities.reduce_rational_inequalities(),0.5217917
sympy.polys.partfrac.apart_undetermined_coeffs(),0.5201457
sympy.matrices.solvers._LUsolve(),0.51850814
sympy.physics.control.control_plots.pole_zero_numerical_data(),0.50811607
sympy.testing.runtests.SymPyDocTests.test_file(),0.50430024
sympy.polys.solvers._solve_lin_sys_component(),0.49986538
sympy.solvers.pde.checkpdesol(),0.4995943
sympy.solvers.bivariate.bivariate_type(),0.49740198
sympy.solvers.solveset.solveset(),0.49618682
sympy.simplify.ratsimp.ratsimpmodprime(),0.49315903
sympy.testing.runtests.doctest(),0.48960847
sympy.solvers.diophantine.diophantine.diop_solve(),0.48652142
sympy.matrices.solvers._gauss_jordan_solve(),0.48575938
sympy.solvers.ode.ode.classify_ode(),0.48534444
sympy.solvers.ode.ode._helper_simplify(),0.48511556
sympy.testing.runtests._get_doctest_blacklist(),0.4840053
sympy.solvers.solvers.unrad(),0.48197314
sympy.integrals.rde.solve_poly_rde(),0.47994158
sympy.solvers.solveset._solveset(),0.477574
sympy.polys.solvers._solve_lin_sys(),0.47489998
sympy.solvers.pde.pde_1st_linear_constant_coeff_homogeneous(),0.47485417
sympy.solvers.solveset.substitution(),0.47175598
sympy.solvers.inequalities._solve_inequality(),0.47028336
sympy.sets.handlers.intersection.intersection_sets(),0.46998453
sympy.solvers.inequalities.reduce_inequalities(),0.46991417
sympy.solvers.pde.pde_1st_linear_variable_coeff(),0.46765554
sympy.solvers.inequalities.solve_poly_inequality(),0.46531177
sympy.solvers.inequalities.solve_rational_inequalities(),0.46051916
sympy.solvers.ode.ode.solve_ics(),0.45980614
sympy.solvers.pde.pde_1st_linear_constant_coeff(),0.45928794
sympy.geometry.ellipse.Ellipse.normal_lines(),0.45898607
sympy.solvers.ode.systems.linear_ode_to_matrix(),0.4577361
sympy.solvers.solvers._tsolve(),0.45720643
sympy.solvers.ode.lie_group.infinitesimals(),0.45562613
sympy.solvers.solvers.solve_linear_system(),0.45487028
sympy.testing.runtests.test(),0.4530705
sympy.solvers.solveset._handle_zero_dimensional(),0.4524547
sympy.solvers.solvers.minsolve_linear_system(),0.44444892
sympy.solvers.diophantine.diophantine.diophantine(),0.44320056
sympy.solvers.ode.nonhomogeneous._solve_undetermined_coefficients(),0.4426358
sympy.solvers.solvers.solve_linear(),0.4397514
sympy.solvers.solveset._transolve(),0.4372277
sympy.matrices.solvers._solve(),0.43570358
sympy.testing.runtests.run_all_tests(),0.43159872
sympy.solvers.inequalities.solve_poly_inequalities(),0.4299164
sympy.solvers.ode.systems._classify_linear_system(),0.428743
sympy.integrals.prde.parametric_log_deriv_heu(),0.4283467
sympy.polys.solvers.eqs_to_matrix(),0.42677003
sympy.geometry.ellipse.Ellipse.tangent_lines(),0.42125016
sympy.polys.matrices.linsolve._linsolve(),0.41736934
sympy.functions.special.bessel.jn_zeros(),0.4158534
sympy.testing.runtests.SymPyTests.test_file(),0.41580608
sympy.polys.matrices.domainmatrix.DomainMatrix.lu_solve(),0.41134524
sympy.polys.ring_series.rs_series_reversion(),0.41084227
sympy.solvers.ode.subscheck.checksysodesol(),0.41057497
sympy.solvers.recurr.rsolve_poly(),0.408108
sympy.geometry.polygon.Polygon.parameter_value(),0.4074914
sympy.integrals.integrals.Integral.transform(),0.406353
sympy.calculus.util.periodicity(),0.4042638
sympy.matrices.solvers._LDLsolve(),0.4010037
sympy.solvers.solveset._solve_trig1(),0.4009724
sympy.matrices.solvers._cholesky_solve(),0.3993013
sympy.physics.control.control_plots.step_response_numerical_data(),0.39762473
sympy.integrals.rde.rischDE(),0.39752656
sympy.physics.control.control_plots.impulse_response_numerical_data(),0.39549747
sympy.physics.control.control_plots.ramp_response_numerical_data(),0.39522523
sympy.solvers.inequalities._reduce_inequalities(),0.39519644
sympy.solvers.solvers._invert(),0.39372054
sympy.solvers.solveset._solve_trig2(),0.39262763
sympy.solvers.deutils._desolve(),0.390853
sympy.testing.runtests._doctest(),0.39024276
sympy.calculus.util.continuous_domain(),0.386933
sympy.solvers.diophantine.diophantine.diop_univariate(),0.3859703
sympy.functions.special.delta_functions.DiracDelta._eval_rewrite_as_SingularityFunction(),0.38534534
sympy.integrals.intpoly.polytope_integrate(),0.38297513
sympy.solvers.ode.nonhomogeneous._solve_variation_of_parameters(),0.38218328
sympy.polys.polytools.Poly.replace(),0.3820079
sympy.integrals.rubi.parsetools.generate_tests.generate_test_file(),0.3811086
sympy.solvers.ode.systems._higher_order_ode_solver(),0.38076115
sympy.testing.pytest.warns_deprecated_sympy(),0.3804085
sympy.polys.polyroots.roots_quintic(),0.3801244
sympy.polys.polytools.groebner(),0.37966588
sympy.core.relational.Relational._eval_simplify(),0.37621415
sympy.solvers.solveset.solvify(),0.37551808
sympy.geometry.entity.GeometryEntity.parameter_value(),0.37541476
sympy.physics.quantum.represent.enumerate_states(),0.37495837
sympy.solvers.diophantine.diophantine.equivalent(),0.37491128
sympy.polys.polyroots.root_factors(),0.37446132
sympy.matrices.solvers._pinv_solve(),0.37210366
sympy.core.expr.Expr.is_constant(),0.37061638
sympy.solvers.recurr.rsolve_ratio(),0.36877733
sympy.polys.ring_series.rs_is_puiseux(),0.3680773
sympy.testing.runtests.raise_on_deprecated(),0.36771607
sympy.matrices.sparse.SparseMatrix.solve(),0.36741397
sympy.functions.special.delta_functions.Heaviside._eval_rewrite_as_SingularityFunction(),0.36706877
sympy.matrices.eigen._eigenvects(),0.36605728
sympy.geometry.plane.Plane.parameter_value(),0.36580542
sympy.physics.units.util.check_dimensions(),0.36519364
sympy.polys.polyroots.roots_quartic(),0.36479715
sympy.polys.rootoftools.ComplexRootOf.__new__(),0.36345345
sympy.solvers.solveset._handle_positive_dimensional(),0.3622404
sympy.concrete.summations.Sum.is_convergent(),0.361948
sympy.integrals.prde.param_poly_rischDE(),0.35977632
