Method,Suspiciousness
sympy.physics.quantum.operatorordering.normal_order(),1.0
sympy.physics.quantum.operatorordering.normal_ordered_form(),0.9856827
sympy.functions.combinatorial.factorials.factorial2.eval(),0.9619287
sympy.plotting.plot.Parametric2DLineSeries.get_points(),0.9282673
sympy.plotting.plot.LineOver1DRangeSeries.get_points(),0.92279106
sympy.physics.quantum.operatorordering._normal_ordered_form_terms(),0.87197185
sympy.physics.quantum.operatorordering._normal_order_terms(),0.8653055
sympy.plotting.plot.plot(),0.85882294
sympy.plotting.plot.plot_parametric(),0.843868
sympy.plotting.plot_implicit.plot_implicit(),0.8420806
sympy.integrals.rde.rischDE(),0.8188927
sympy.calculus.util.maximum(),0.78491074
sympy.codegen.ast.Type.cast_check(),0.7721584
sympy.core.sympify.sympify(),0.7536781
sympy.printing.dot.dotprint(),0.74889874
sympy.physics.quantum.operatorordering._normal_order_factor(),0.7321371
sympy.tensor.index_methods.get_contraction_structure(),0.7164497
sympy.simplify.sqrtdenest._denester(),0.7030119
sympy.printing.llvmjitcode.llvm_callable(),0.69586354
sympy.core.compatibility.iterable(),0.69273233
sympy.solvers.solvers.unrad(),0.68971103
sympy.simplify.sqrtdenest.sqrt_depth(),0.6891918
sympy.solvers.solveset._domain_check(),0.65131944
sympy.logic.boolalg.simplify_logic(),0.6481834
sympy.physics.quantum.operatorordering._normal_ordered_form_factor(),0.6404168
sympy.utilities.lambdify.lambdify(),0.6397403
sympy.core.assumptions.check_assumptions(),0.6367094
sympy.physics.mechanics.functions._smart_subs(),0.63475525
sympy.tensor.index_methods.get_indices(),0.62969637
sympy.tensor.functions.shape(),0.62354726
sympy.core.function.Derivative.__new__(),0.61874986
sympy.diffgeom.diffgeom.BaseScalarField.__call__(),0.618036
sympy.core.relational._Inequality.__new__(),0.61448497
sympy.simplify.simplify.besselsimp(),0.61082953
sympy.plotting.experimental_lambdify.Lambdifier.__init__(),0.60370004
sympy.core.expr.Expr.__eq__(),0.6006431
sympy.printing.codeprinter.CodePrinter.doprint(),0.5933608
sympy.solvers.solveset.solveset(),0.58639234
sympy.polys.numberfields.minimal_polynomial(),0.58511895
sympy.calculus.singularities.is_monotonic(),0.58428067
sympy.interactive.printing._init_ipython_printing(),0.5830573
sympy.plotting.plot_implicit.ImplicitSeries.__init__(),0.58259356
sympy.parsing.sym_expr.SymPyExpression.convert_to_expr(),0.5806398
sympy.categories.baseclasses.Diagram.__new__(),0.5805463
sympy.integrals.intpoly.polytope_integrate(),0.57982886
sympy.core.function.expand(),0.5785183
sympy.stats.rv._value_check(),0.5781836
sympy.solvers.ode.ode.constantsimp(),0.5773205
sympy.plotting.plot.check_arguments(),0.5758667
sympy.simplify.sqrtdenest._sqrtdenest1(),0.57244444
sympy.integrals.meijerint._rewrite_single(),0.5713193
sympy.printing.codeprinter.CodePrinter._doprint_loops(),0.5693482
sympy.matrices.common.MatrixArithmetic.pow(),0.5660117
sympy.codegen.ast.CodeBlock.cse(),0.56540394
sympy.core.basic.as_Basic(),0.56373334
sympy.stats.rv.sample_iter(),0.5633046
sympy.utilities.autowrap.autowrap(),0.5613673
sympy.solvers.solvers.checksol(),0.5606642
sympy.core.decorators.sympify_method_args(),0.56014895
sympy.series.series.series(),0.55808115
sympy.parsing.sympy_parser.parse_expr(),0.55708605
sympy.core.basic.Basic._recursive_call(),0.5545402
sympy.parsing.sym_expr.SymPyExpression.__init__(),0.5535707
sympy.utilities.codegen.codegen(),0.5523497
sympy.printing.aesaracode.aesara_code(),0.5496307
sympy.codegen.ast.Type.from_expr(),0.5485344
sympy.core.relational.is_ge(),0.5479738
sympy.simplify.trigsimp.trigsimp_old(),0.5453314
sympy.printing.theanocode.theano_code(),0.543789
