Statement,Suspiciousness
sympy.integrals.rubi.parsetools.generate_rules#22,1.0
sympy.testing.runtests#2259,0.99
sympy.testing.runtests#2257,0.98
sympy.testing.runtests#2260,0.97
sympy.matrices.__init__#55,0.96
sympy.matrices.expressions.blockmatrix#275,0.95
sympy.__init__#187,0.94
sympy.matrices.expressions.__init__#4,0.93
sympy.testing.runtests#2265,0.92
sympy.testing.runtests#2288,0.91
sympy.codegen.array_utils#15,0.9
sympy.matrices.expressions.__init__#32,0.89
sympy.utilities.codegen#706,0.88
sympy.matrices.expressions.blockmatrix#10,0.87
sympy.core.sympify#319,0.86
sympy.utilities.autowrap#371,0.85
sympy.testing.runtests#2234,0.84
sympy.core.sympify#340,0.83
sympy.core.sympify#320,0.82
sympy.parsing.autolev.test-examples.ruletest7#18,0.81
sympy.__init__#419,0.8
sympy.matrices.matrices#1022,0.79
sympy.parsing.autolev.test-examples.ruletest7#21,0.78
sympy.parsing.autolev.test-examples.ruletest6#16,0.77
sympy.matrices.matrices#1019,0.76
sympy.parsing.autolev.test-examples.ruletest5#21,0.75
sympy.matrices.matrices#1065,0.74
sympy.matrices.matrices#1066,0.73
sympy.matrices.matrices#1018,0.72
sympy.matrices.__init__#27,0.71
sympy.matrices.common#2110,0.7
sympy.utilities.iterables#152,0.69
sympy.matrices.matrices#1062,0.68
sympy.utilities.codegen#97,0.67
sympy.utilities.iterables#133,0.66
sympy.simplify.cse_main#703,0.65
sympy.utilities.iterables#134,0.64
sympy.parsing.autolev.test-examples.ruletest5#15,0.63
sympy.polys.multivariate_resultants#217,0.62
sympy.solvers.solvers#2540,0.61
sympy.utilities.iterables#140,0.6
sympy.matrices.expressions.hadamard#166,0.59
sympy.solvers.diophantine.diophantine#1823,0.58
sympy.polys.multivariate_resultants#219,0.57
sympy.testing.runtests#1307,0.56
sympy.stats.stochastic_process_types#79,0.55
sympy.utilities.autowrap#437,0.54
sympy.matrices.expressions.blockmatrix#23,0.53
sympy.testing.runtests#1286,0.52
sympy.matrices.expressions.blockmatrix#511,0.51
sympy.matrices.expressions.blockmatrix#273,0.5
sympy.matrices.expressions.blockmatrix#532,0.49
sympy.testing.runtests#1294,0.48
sympy.matrices.expressions.blockmatrix#513,0.47
sympy.testing.runtests#1299,0.46
sympy.matrices.dense#294,0.45
sympy.matrices.matrices#948,0.44
sympy.utilities.iterables#83,0.43
sympy.matrices.expressions.blockmatrix#208,0.42
sympy.matrices.expressions.blockmatrix#510,0.41
sympy.utilities.iterables#73,0.4
sympy.utilities.iterables#81,0.39
sympy.matrices.expressions.blockmatrix#333,0.38
sympy.testing.runtests#2301,0.37
sympy.testing.runtests#2360,0.36
sympy.matrices.expressions.blockmatrix#465,0.35
sympy.testing.runtests#2361,0.34
sympy.matrices.expressions.blockmatrix#179,0.33
sympy.matrices.matrices#964,0.32
sympy.core.sympify#299,0.31
sympy.matrices.expressions.blockmatrix#204,0.3
sympy.core.sympify#294,0.29
sympy.matrices.expressions.matexpr#294,0.28
sympy.matrices.expressions.hadamard#5,0.27
sympy.__init__#417,0.26
sympy.__init__#418,0.25
sympy.matrices.expressions.matexpr#290,0.24
sympy.matrices.expressions.matexpr#296,0.23
sympy.matrices.dense#664,0.22
sympy.matrices.expressions.matexpr#289,0.21
sympy.matrices.expressions.matexpr#286,0.2
sympy.matrices.expressions.blockmatrix#328,0.19
sympy.matrices.expressions.matexpr#344,0.18
sympy.utilities.codegen#643,0.17
sympy.polys.polymatrix#89,0.16
sympy.testing.runtests#893,0.15
sympy.matrices.expressions.matexpr#279,0.14
sympy.matrices.expressions.transpose#6,0.13
sympy.core.sympify#326,0.12
sympy.matrices.expressions.kronecker#7,0.11
sympy.printing.codeprinter#88,0.1
sympy.core.sympify#328,0.09
sympy.core.sympify#316,0.08
sympy.core.sympify#306,0.07
sympy.matrices.expressions.slice#3,0.06
sympy.matrices.expressions.blockmatrix#238,0.05
sympy.matrices.expressions.matadd#12,0.04
sympy.matrices.expressions.blockmatrix#247,0.03
sympy.stats.stochastic_process_types#550,0.02
sympy.matrices.expressions.blockmatrix#243,0.01
