Statement,Suspiciousness
sympy.core.mul#587,1.0
sympy.integrals.rubi.rules.inverse_hyperbolic#584,0.99
sympy.integrals.rubi.rules.inverse_hyperbolic#764,0.98
sympy.integrals.rubi.rules.miscellaneous_algebraic#1328,0.97
sympy.core.mul#283,0.96
sympy.core.mul#280,0.95
sympy.integrals.rubi.rules.miscellaneous_trig#442,0.94
sympy.integrals.rubi.rules.quadratic_products#883,0.93
sympy.integrals.rubi.rules.quadratic_products#859,0.92
sympy.utilities.runtests#2103,0.91
sympy.integrals.rubi.rules.quadratic_products#739,0.9
sympy.integrals.rubi.rules.trinomial_products#859,0.89
sympy.integrals.rubi.rules.trinomial_products#883,0.88
sympy.utilities.runtests#2227,0.87
sympy.integrals.rubi.rules.inverse_hyperbolic#796,0.86
sympy.integrals.rubi.rules.inverse_hyperbolic#788,0.85
sympy.utilities.runtests#2211,0.84
sympy.integrals.rubi.rules.inverse_hyperbolic#753,0.83
sympy.utilities.runtests#2208,0.82
sympy.utilities.runtests#2209,0.81
sympy.integrals.rubi.rules.inverse_hyperbolic#416,0.8
sympy.integrals.rubi.rules.inverse_hyperbolic#314,0.79
sympy.utilities.runtests#2263,0.78
sympy.utilities.runtests#2264,0.77
sympy.integrals.rubi.rules.inverse_hyperbolic#460,0.76
sympy.utilities.runtests#1231,0.75
sympy.utilities.runtests#1236,0.74
sympy.integrals.rubi.rules.logarithms#114,0.73
sympy.integrals.rubi.rules.inverse_hyperbolic#508,0.72
sympy.integrals.rubi.rules.miscellaneous_algebraic#1324,0.71
sympy.utilities.runtests#1235,0.7
sympy.integrals.rubi.rules.miscellaneous_trig#482,0.69
sympy.utilities.runtests#1237,0.68
sympy.core.add#155,0.67
sympy.core.add#245,0.66
sympy.integrals.rubi.rules.miscellaneous_trig#474,0.65
sympy.core.add#158,0.64
sympy.core.add#691,0.63
sympy.core.add#607,0.62
sympy.integrals.rubi.rules.quadratic_products#923,0.61
sympy.integrals.rubi.rules.quadratic_products#735,0.6
sympy.integrals.rubi.rules.miscellaneous_algebraic#940,0.59
sympy.integrals.rubi.rules.trinomial_products#907,0.58
sympy.core.add#706,0.57
sympy.core.mul#426,0.56
sympy.integrals.rubi.rules.exponential#369,0.55
sympy.core.add#622,0.54
sympy.core.add#358,0.53
sympy.core.add#549,0.52
sympy.core.add#546,0.51
sympy.core.add#517,0.5
sympy.integrals.rubi.rules.miscellaneous_integration#111,0.49
sympy.integrals.rubi.rules.sine#3379,0.48
sympy.core.add#580,0.47
sympy.core.logic#138,0.46
sympy.core.logic#139,0.45
sympy.integrals.rubi.rules.sine#3427,0.44
sympy.integrals.rubi.rules.sine#3431,0.43
sympy.integrals.rubi.rules.inverse_hyperbolic#804,0.42
sympy.integrals.rubi.rules.inverse_hyperbolic#812,0.41
sympy.core.operations#55,0.4
sympy.integrals.rubi.rules.inverse_hyperbolic#832,0.39
sympy.integrals.rubi.rules.inverse_hyperbolic#844,0.38
sympy.core.mul#1199,0.37
sympy.integrals.rubi.rules.sine#2855,0.36
sympy.core.logic#168,0.35
sympy.integrals.rubi.rules.sine#2839,0.34
sympy.integrals.rubi.rules.sine#2835,0.33
sympy.core.add#573,0.32
sympy.integrals.rubi.rules.inverse_hyperbolic#780,0.31
sympy.core.mul#1140,0.3
sympy.integrals.rubi.rules.inverse_hyperbolic#318,0.29
sympy.core.add#571,0.28
sympy.core.add#506,0.27
sympy.integrals.rubi.rules.inverse_hyperbolic#464,0.26
sympy.core.add#507,0.25
sympy.integrals.rubi.rules.binomial_products#1784,0.24
sympy.core.logic#83,0.23
sympy.core.logic#85,0.22
sympy.core.mul#1206,0.21
sympy.core.mul#1211,0.2
sympy.integrals.rubi.rules.miscellaneous_trig#466,0.19
sympy.core.logic#165,0.18
sympy.integrals.rubi.rules.miscellaneous_algebraic#1316,0.17
sympy.core.add#351,0.16
sympy.integrals.rubi.rules.miscellaneous_trig#454,0.15
sympy.integrals.rubi.rules.miscellaneous_trig#446,0.14
sympy.integrals.rubi.rules.miscellaneous_trig#430,0.13
sympy.core.add#599,0.12
sympy.core.add#588,0.11
sympy.core.add#600,0.1
sympy.integrals.rubi.rules.trinomial_products#1955,0.09
sympy.integrals.rubi.rules.miscellaneous_algebraic#1300,0.08
sympy.core.add#604,0.07
sympy.integrals.rubi.rules.quadratic_products#863,0.06
sympy.core.add#621,0.05
sympy.core.add#616,0.04
sympy.integrals.rubi.rules.tangent#1528,0.03
sympy.core.add#620,0.02
sympy.integrals.rubi.rules.tangent#1576,0.01
