Statement,Suspiciousness
sympy.combinatorics.permutations#551,1.0
sympy.utilities.runtests#2122,0.99
sympy.utilities.runtests#2121,0.98
sympy.combinatorics.permutations#537,0.97
sympy.combinatorics.perm_groups#1872,0.96
sympy.combinatorics.perm_groups#1218,0.95
sympy.utilities.runtests#2114,0.94
sympy.solvers.solvers#1031,0.93
sympy.utilities.runtests#2117,0.92
sympy.combinatorics.permutations#613,0.91
sympy.combinatorics.permutations#1512,0.9
sympy.combinatorics.permutations#1911,0.89
sympy.polys.rootisolation#233,0.88
sympy.utilities.runtests#2219,0.87
sympy.utilities.runtests#2218,0.86
sympy.polys.rootisolation#283,0.85
sympy.polys.compatibility#909,0.84
sympy.utilities.runtests#1158,0.83
sympy.utilities.runtests#1155,0.82
sympy.utilities.runtests#1157,0.81
sympy.combinatorics.permutations#2250,0.8
sympy.utilities.runtests#1149,0.79
sympy.utilities.runtests#1162,0.78
sympy.functions.combinatorial.numbers#1397,0.77
sympy.polys.rootisolation#253,0.76
sympy.combinatorics.permutations#417,0.75
sympy.core.basic#304,0.74
sympy.utilities.runtests#1166,0.73
sympy.solvers.ode#7274,0.72
sympy.solvers.ode#7133,0.71
sympy.utilities.runtests#2022,0.7
sympy.physics.secondquant#2921,0.69
sympy.utilities.runtests#2025,0.68
sympy.utilities.runtests#2019,0.67
sympy.combinatorics.permutations#866,0.66
sympy.combinatorics.permutations#707,0.65
sympy.combinatorics.permutations#1069,0.64
sympy.combinatorics.polyhedron#241,0.63
sympy.combinatorics.polyhedron#509,0.62
sympy.combinatorics.permutations#1073,0.61
sympy.combinatorics.perm_groups#2038,0.6
sympy.combinatorics.permutations#1074,0.59
sympy.combinatorics.testutil#221,0.58
sympy.combinatorics.permutations#1075,0.57
sympy.combinatorics.permutations#1072,0.56
sympy.combinatorics.named_groups#273,0.55
sympy.combinatorics.permutations#1077,0.54
sympy.combinatorics.permutations#1080,0.53
sympy.combinatorics.permutations#1079,0.52
sympy.combinatorics.permutations#1083,0.51
sympy.combinatorics.perm_groups#177,0.5
sympy.combinatorics.permutations#1085,0.49
sympy.combinatorics.perm_groups#179,0.48
sympy.combinatorics.permutations#1087,0.47
sympy.combinatorics.perm_groups#235,0.46
sympy.combinatorics.permutations#238,0.45
sympy.combinatorics.permutations#849,0.44
sympy.combinatorics.perm_groups#433,0.43
sympy.functions.special.bessel#8,0.42
sympy.combinatorics.permutations#1215,0.41
sympy.functions.special.bessel#9,0.4
sympy.combinatorics.perm_groups#28,0.39
sympy.functions.elementary.trigonometric#1525,0.38
sympy.functions.special.bessel#6,0.37
sympy.functions.special.bessel#5,0.36
sympy.functions.special.bessel#3,0.35
sympy.combinatorics.permutations#67,0.34
sympy.combinatorics.perm_groups#1864,0.33
sympy.combinatorics.named_groups#94,0.32
sympy.combinatorics.permutations#532,0.31
sympy.combinatorics.perm_groups#1739,0.3
sympy.combinatorics.tensor_can#961,0.29
sympy.printing.python#6,0.28
sympy.combinatorics.perm_groups#1554,0.27
sympy.combinatorics.polyhedron#57,0.26
sympy.matrices.expressions.blockmatrix#175,0.25
sympy.combinatorics.testutil#52,0.24
sympy.combinatorics.perm_groups#1202,0.23
sympy.functions.elementary.trigonometric#1535,0.22
sympy.printing.python#5,0.21
sympy.core.assumptions#293,0.2
sympy.functions.special.bessel#56,0.19
sympy.core.assumptions#291,0.18
sympy.combinatorics.permutations#2671,0.17
sympy.solvers.solvers#1034,0.16
sympy.functions.special.bessel#52,0.15
sympy.tensor.index_methods#166,0.14
sympy.assumptions.handlers.order#102,0.13
sympy.core.assumptions#292,0.12
sympy.polys.densetools#1223,0.11
sympy.physics.mechanics.kane#376,0.1
sympy.logic.boolalg#543,0.09
sympy.stats.crv_types#1254,0.08
sympy.functions.special.bessel#1,0.07
sympy.functions.special.bessel#60,0.06
sympy.physics.mechanics.linearize#401,0.05
sympy.combinatorics.perm_groups#123,0.04
sympy.polys.rootisolation#425,0.03
sympy.sets.sets#58,0.02
sympy.combinatorics.permutations#346,0.01
