Method,Suspiciousness
sympy.testing.runtests.PyTestReporter.finish(),0.98
sympy.testing.runtests.PyTestReporter.write_exception(),0.92
sympy.core.assumptions._ask(),0.89
sympy.core.function.Derivative.__new__(),0.86
sympy.core.numbers.Integer.__index__(),0.84
sympy.matrices.matrices.mat_mat_mul(),0.8
sympy.core.numbers.Integer._eval_is_composite(),0.78
sympy.ntheory.primetest.isprime(),0.76
sympy.core.logic.fuzzy_not(),0.73
sympy.core.numbers.Integer._eval_is_prime(),0.7
sympy.testing.runtests.SymPyTests.test_file(),0.68
sympy.matrices.matrices.num_mat_mul(),0.63
sympy.matrices.common.MatrixKind.__repr__(),0.61
sympy.parsing.c.c_parser.CCodeConverter.transform_var_decl(),0.37
sympy.parsing.c.c_parser.CCodeConverter.transform_function_decl(),0.32
sympy.testing.runtests.PyTestReporter.leaving_filename(),0.31
sympy.parsing.c.c_parser.CCodeConverter.parse_str(),0.3
sympy.testing.runtests.PyTestReporter.test_fail(),0.29
sympy.core.assumptions.check_assumptions(),0.28
sympy.assumptions.ask.ask(),0.22
sympy.parsing.c.c_parser.CCodeConverter.transform_binary_operator(),0.21
sympy.parsing.c.c_parser.CCodeConverter.transform_call_expr(),0.17
sympy.parsing.c.c_parser.CCodeConverter.parse(),0.16
sympy.core.trace.Tr.kind(),0.09
sympy.matrices.expressions.matexpr.MatrixExpr._check_dim(),0.08
sympy.matrices.expressions.matexpr.MatrixSymbol.__new__(),0.03
sympy.assumptions.relation.binrel.AppliedBinaryRelation.reversedsign(),0.01
