Method,Suspiciousness
sympy.codegen.numpy_nodes._logaddexp(),1.0
sympy.testing.runtests.PyTestReporter.finish(),0.99
sympy.integrals.rubi.utility_function.RectifyTangent(),0.98
sympy.core.mul.Mul._eval_pos_neg(),0.94
sympy.core.evalf._create_evalf_table(),0.92
sympy.core.mul.Mul._eval_herm_antiherm(),0.91
sympy.physics.mechanics.models.multi_mass_spring_damper(),0.9
sympy.testing.runtests.PyTestReporter.write_exception(),0.89
sympy.codegen.numpy_nodes._logaddexp2(),0.88
sympy.functions.elementary.miscellaneous.real_root(),0.86
sympy.core.mul.Mul._eval_real_imag(),0.85
sympy.core.power.Pow._eval_is_rational(),0.8
sympy.parsing.latex._parse_latex_antlr.convert_ceil(),0.77
sympy.core.mul.Mul._eval_is_integer(),0.76
sympy.matrices.expressions.matadd.MatAdd.__new__(),0.74
sympy.geometry.ellipse.Circle.__new__(),0.73
sympy.core.power.Pow._eval_is_integer(),0.72
sympy.testing.runtests.SymPyTests.test_file(),0.71
sympy.geometry.point.Point.__new__(),0.69
sympy.series.sequences.SeqAdd.__new__(),0.66
sympy.series.sequences.SeqMul.__new__(),0.64
sympy.core.relational.Unequality.__new__(),0.63
sympy.testing.runtests.PyTestReporter.test_fail(),0.6
sympy.core.mul.Mul._eval_is_odd(),0.58
sympy.parsing.latex._parse_latex_antlr.convert_mp(),0.57
sympy.core.evalf.evalf_log(),0.53
sympy.core.function.Application.__new__(),0.48
sympy.core.mul.Mul._eval_is_even(),0.47
sympy.core.power.Pow._eval_is_imaginary(),0.42
sympy.core.power.Pow._eval_is_extended_real(),0.4
sympy.matrices.matrices.MatrixBase._handle_creation_inputs(),0.39
sympy.core.decorators.sympify_method_args(),0.33
sympy.matrices.expressions.sets.MatrixSet.__new__(),0.32
sympy.core.power.Pow._eval_is_zero(),0.31
sympy.physics.quantum.spin.CoupledSpinState.__new__(),0.3
sympy.functions.elementary.miscellaneous.sqrt(),0.29
sympy.matrices.reductions._rref(),0.26
sympy.simplify.radsimp.fraction(),0.25
sympy.core.numbers.NegativeOne._eval_power(),0.2
sympy.matrices.reductions._echelon_form(),0.19
sympy.core.power.Pow._eval_is_extended_negative(),0.15
sympy.core.expr.Expr.equals(),0.11
sympy.core.mul.Mul.flatten(),0.1
sympy.core.numbers.Float.__new__(),0.07
sympy.core.numbers.Integer._eval_is_prime(),0.06
sympy.polys.polytools._torational_factor_list(),0.04
