Method,Suspiciousness
sympy.stats.stochastic_process_types._matrix_checks(),0.97
sympy.testing.runtests.PyTestReporter.finish(),0.95
sympy.core.mul.Mul._eval_pos_neg(),0.91
sympy.testing.runtests.PyTestReporter.write_exception(),0.89
sympy.core.exprtools._monotonic_sign(),0.86
sympy.testing.runtests.SymPyTests.test_file(),0.81
sympy.codegen.ast.AssignmentBase._check_args(),0.77
sympy.testing.runtests.PyTestReporter.leaving_filename(),0.72
sympy.core.add.Add._eval_is_zero(),0.71
sympy.matrices.expressions.blockmatrix.block_collapse(),0.69
sympy.core.add.Add._eval_is_extended_nonnegative(),0.67
sympy.codegen.ast.aug_assign(),0.66
sympy.core.operations.AssocOp._from_args(),0.65
sympy.core.add.Add._eval_is_extended_positive(),0.64
sympy.core.add.Add._eval_is_infinite(),0.63
sympy.testing.runtests.PyTestReporter.test_fail(),0.6
sympy.simplify.cse_main.cse(),0.56
sympy.matrices.expressions.matadd.merge_explicit(),0.55
sympy.core.add.Add._eval_is_imaginary(),0.53
sympy.core.add.Add._eval_is_extended_negative(),0.5
sympy.core.mul.Mul._eval_is_even(),0.49
sympy.core.mul.Mul._eval_is_odd(),0.47
sympy.stats.stochastic_process_types.GeneratorMatrixOf.__new__(),0.4
sympy.core.numbers.Rational.__add__(),0.36
sympy.core.expr.Expr.is_polynomial(),0.34
sympy.solvers.diophantine.diophantine._transformation_to_DN(),0.3
sympy.core.expr.AtomicExpr._eval_is_polynomial(),0.29
sympy.core.numbers.Number.__add__(),0.27
sympy.core.numbers.Integer.as_numer_denom(),0.25
sympy.core.add.Add.__neg__(),0.22
sympy.physics.quantum.identitysearch.is_scalar_nonsparse_matrix(),0.18
sympy.matrices.expressions.matexpr.MatrixExpr.from_index_summation(),0.11
sympy.core.logic.fuzzy_not(),0.06
sympy.core.basic.Basic.is_comparable(),0.04
sympy.utilities.codegen.CodeGen.routine(),0.02
sympy.core.add.Add._eval_derivative(),0.01
