Method,Suspiciousness
sympy.testing.runtests.PyTestReporter.finish(),1.0
sympy.integrals.rubi.rules.miscellaneous_algebraic.replacement1736(),0.99
sympy.integrals.rubi.constraints.cons_f758(),0.97
sympy.solvers.diophantine.diophantine._diop_general_pythagorean(),0.96
sympy.physics.quantum.cg._check_cg_simp(),0.94
sympy.simplify.radsimp.collect_abs(),0.91
sympy.testing.runtests.PyTestReporter.write_exception(),0.9
sympy.geometry.line.LinearEntity.smallest_angle_between(),0.89
sympy.geometry.point.Point.canberra_distance(),0.87
sympy.testing.matrices.allclose(),0.86
sympy.polys.polytools._generic_factor(),0.85
sympy.core.function.Derivative.__new__(),0.83
sympy.core.expr.Expr.extract_multiplicatively(),0.82
sympy.physics.wigner.wigner_3j(),0.8
sympy.functions.special.delta_functions.Heaviside.__new__(),0.79
sympy.integrals.meijerint._check_antecedents(),0.78
sympy.polys.densebasic.dup_terms_gcd(),0.76
sympy.integrals.manualintegrate.make_inverse_trig(),0.75
sympy.integrals.rubi.utility_function.TrigReduce(),0.74
sympy.functions.special.delta_functions.Heaviside.eval(),0.72
sympy.core.mul.Mul._eval_pos_neg(),0.68
sympy.core.numbers.NaN.__hash__(),0.67
sympy.polys.polytools._poly_from_expr(),0.65
sympy.polys.groebnertools.lbp_cmp(),0.62
sympy.tensor.tensor.TensMul._sort_args_for_sorted_components(),0.6
sympy.integrals.rubi.utility_function.NormalizeSumFactors(),0.59
sympy.polys.polyutils.order_if_multiple_key(),0.54
sympy.printing.pretty.pretty.PrettyPrinter._print_Sum(),0.53
sympy.polys.polyutils._sort_factors(),0.52
sympy.core.expr.Expr.round(),0.51
sympy.functions.special.error_functions.erf2.eval(),0.49
sympy.core.numbers.Float.__ceil__(),0.47
sympy.tensor.tensor.Tensor.contract_metric(),0.46
sympy.core.numbers.Float._eval_is_negative(),0.45
sympy.core.numbers.Float.__new__(),0.44
sympy.integrals.rubi.rules.sine.replacement2552(),0.41
sympy.polys.polytools.factor(),0.4
sympy.physics.secondquant._sort_anticommuting_fermions(),0.38
sympy.functions.special.delta_functions.DiracDelta.eval(),0.36
sympy.printing.pretty.pretty.PrettyPrinter._print_Product(),0.32
sympy.simplify.simplify.simplify(),0.29
sympy.polys.subresultants_qq_zz.subresultants_vv(),0.28
sympy.core.relational.Relational.rhs(),0.26
sympy.simplify.simplify.signsimp(),0.25
sympy.core.exprtools.do(),0.24
sympy.core.relational.Relational.lhs(),0.23
sympy.polys.groebnertools.critical_pair(),0.22
sympy.polys.subresultants_qq_zz.subresultants_vv_2(),0.21
sympy.core.add._unevaluated_Add(),0.2
sympy.polys.groebnertools.f5_reduce(),0.19
sympy.polys.groebnertools.is_rewritable_or_comparable(),0.18
sympy.core.mul.Mul._expandsums(),0.15
sympy.assumptions.handlers.calculus.AskFiniteHandler.Add(),0.14
sympy.polys.polyfuncs.viete(),0.09
sympy.testing.pytest.wrapper(),0.08
sympy.series.gruntz.sign(),0.05
sympy.tensor.tensor.TensMul.contract_metric(),0.02
