Method,Suspiciousness
sympy.testing.runtests.PyTestReporter.finish(),1.0
sympy.integrals.rubi.parsetools.generate_rules.generate_rules_from_downvalues(),0.96
sympy.testing.runtests.PyTestReporter.write_exception(),0.91
sympy.utilities.lambdify._recursive_to_string(),0.9
sympy.parsing.autolev.__init__.parse_autolev(),0.85
sympy.core.basic.Basic._xreplace(),0.84
sympy.printing.llvmjitcode.LLVMJitCode._wrap_return(),0.82
sympy.solvers.solveset.linsolve(),0.72
sympy.printing.str.StrPrinter._print_Tuple(),0.71
sympy.printing.str.StrPrinter._print_tuple(),0.7
sympy.utilities.lambdify.lambdify(),0.67
sympy.utilities.lambdify._EvaluatorPrinter._preprocess(),0.65
sympy.utilities.lambdify._EvaluatorPrinter._subexpr(),0.64
sympy.printing.str.StrPrinter._print_Dict(),0.56
sympy.printing.str.StrPrinter._print_dict(),0.52
sympy.integrals.rubi.utility_function.TrigReduce(),0.51
sympy.printing.str.StrPrinter._print_Dummy(),0.5
sympy.utilities.lambdify._imp_namespace(),0.49
sympy.functions.special.hyper.meijerg.tr(),0.47
sympy.core.containers.Dict.__new__(),0.43
sympy.testing.runtests.SymPyTests.test_file(),0.42
sympy.parsing.sym_expr.SymPyExpression.convert_to_expr(),0.35
sympy.core.containers.Dict.__getitem__(),0.34
sympy.utilities.codegen.OctaveCodeGen.dump_m(),0.31
sympy.parsing.mathematica.MathematicaParser._from_mathematica_to_tokens(),0.3
sympy.core.containers.Dict.keys(),0.29
sympy.utilities.autowrap.ufuncify(),0.28
sympy.utilities.autowrap.autowrap(),0.26
sympy.parsing.sym_expr.SymPyExpression.return_expr(),0.25
sympy.testing.runtests.PyTestReporter.test_fail(),0.24
sympy.parsing.sym_expr.SymPyExpression.convert_to_fortran(),0.23
sympy.printing.fortran.FCodePrinter.indent_code(),0.22
sympy.printing.rcode.RCodePrinter.indent_code(),0.21
sympy.printing.octave.OctaveCodePrinter.indent_code(),0.19
sympy.printing.rust.RustCodePrinter.indent_code(),0.17
sympy.utilities.codegen.get_code_generator(),0.16
sympy.printing.julia.JuliaCodePrinter.indent_code(),0.15
sympy.core.basic.Basic.atoms(),0.13
sympy.polys.domains.domain.Domain.to_sympy(),0.12
sympy.polys.domains.domain.Domain.from_sympy(),0.11
sympy.core.decorators.sympify_method_args(),0.09
sympy.printing.str.StrPrinter._print_Integer(),0.08
sympy.core.containers.Tuple.__hash__(),0.07
sympy.core.sorting.default_sort_key(),0.03
sympy.parsing.fortran.fortran_parser.src_to_sympy(),0.02
