Method,Suspiciousness
sympy.core.numbers.Rational.__hash__(),1.0
sympy.parsing.latex._antlr.latexparser.LaTeXParser.func(),0.99
sympy.parsing.latex._antlr.latexparser.LaTeXParser.unary_nofunc(),0.98
sympy.physics.units.quantities.Quantity.__new__(),0.97
sympy.parsing.latex._antlr.latexparser.LaTeXParser.unary(),0.96
sympy.core.numbers.Rational._as_mpf_val(),0.92
sympy.core.numbers.Rational.__eq__(),0.81
sympy.integrals.rubi.parsetools.parse.rubi_rule_parser(),0.77
sympy.interactive.session.init_session(),0.73
sympy.integrals.rationaltools.log_to_atan(),0.72
sympy.physics.units.quantities.Quantity.dimension(),0.71
sympy.polys.polytools.gff_list(),0.68
sympy.physics.units.quantities.Quantity.name(),0.67
sympy.polys.polytools.Poly.gff_list(),0.66
sympy.parsing.latex._antlr.latexparser.LaTeXParser.func_normal(),0.65
sympy.polys.polytools.Poly.resultant(),0.61
sympy.polys.polytools.Poly.pdiv(),0.6
sympy.core.numbers.Rational.__ne__(),0.59
sympy.polys.specialpolys.random_poly(),0.57
sympy.polys.polyroots.preprocess_roots(),0.53
sympy.parsing.latex._antlr.latexparser.LaTeXParser.mp(),0.52
sympy.printing.pretty.pretty.PrettyPrinter._print_Product(),0.49
sympy.polys.specialpolys.cyclotomic_poly(),0.46
sympy.printing.pretty.pretty.PrettyPrinter._print_PolynomialRing(),0.41
sympy.printing.pretty.pretty.PrettyPrinter._print_FractionField(),0.39
sympy.solvers.inequalities.solve_poly_inequality(),0.38
sympy.printing.pretty.pretty.PrettyPrinter.__print_numer_denom(),0.36
sympy.parsing.latex._antlr.latexparser.LaTeXParser.relation(),0.34
sympy.physics.units.quantities.Quantity.abbrev(),0.33
sympy.physics.units.quantities.Quantity.scale_factor(),0.32
sympy.polys.subresultants_qq_zz.subresultants_pg(),0.31
sympy.polys.polytools.GroebnerBasis.__new__(),0.3
sympy.polys.agca.ideals.Ideal.union(),0.29
sympy.polys.orthopolys.legendre_poly(),0.26
sympy.integrals.risch.polynomial_reduce(),0.24
sympy.polys.orthopolys.spherical_bessel_fn(),0.23
sympy.integrals.rubi.rules.inverse_trig.inverse_trig(),0.21
sympy.polys.orthopolys.jacobi_poly(),0.19
sympy.integrals.rde.no_cancel_b_large(),0.17
sympy.integrals.rde.no_cancel_b_small(),0.16
sympy.core.mul.Mul._eval_is_odd(),0.14
sympy.polys.orthopolys.gegenbauer_poly(),0.13
sympy.core.mul.Mul._eval_is_even(),0.08
sympy.polys.orthopolys.chebyshevt_poly(),0.07
sympy.integrals.rubi.rules.inverse_hyperbolic.inverse_hyperbolic(),0.03
sympy.core.mul.Mul._eval_is_composite(),0.02
