Method,Suspiciousness
sympy.matrices.common.MatrixArithmetic.__matmul__(),1.0
sympy.physics.quantum.gate.represent_zbasis(),0.98
sympy.integrals.rubi.utility_function._SimplifyAntiderivative(),0.97
sympy.utilities.runtests.PyTestReporter.write_exception(),0.96
sympy.utilities.runtests.PyTestReporter.finish(),0.94
sympy.matrices.expressions.blockmatrix.BlockMatrix.transpose(),0.92
sympy.utilities.runtests.PyTestReporter.leaving_filename(),0.87
sympy.matrices.common._matrixify(),0.81
sympy.utilities.runtests.PyTestReporter.test_exception(),0.79
sympy.matrices.common.MatrixArithmetic.__mul__(),0.76
sympy.solvers.solvers.solve_linear_system_LU(),0.73
sympy.utilities.runtests.SymPyTests.test_file(),0.71
sympy.physics.quantum.qft.Fourier._represent_ZGate(),0.66
sympy.physics.quantum.matrixutils.sympy_to_scipy_sparse(),0.6
sympy.tensor.tensor.TensorHead.__call__(),0.59
sympy.matrices.matrices.MatrixBase._handle_creation_inputs(),0.58
sympy.matrices.expressions.matmul.merge_explicit(),0.51
sympy.simplify.cse_main.tree_cse(),0.5
sympy.utilities.codegen.CodeGen.routine(),0.48
sympy.physics.quantum.matrixutils.to_numpy(),0.46
sympy.physics.quantum.matrixutils.numpy_to_sympy(),0.44
sympy.solvers.diophantine._transformation_to_DN(),0.43
sympy.physics.quantum.tensorproduct.TensorProduct.__new__(),0.42
sympy.physics.quantum.identitysearch.is_scalar_sparse_matrix(),0.4
sympy.printing.latex.latex(),0.39
sympy.vector.functions.matrix_to_vector(),0.36
sympy.vector.coordsysrect.CoordSys3D.__new__(),0.34
sympy.matrices.dense.MutableDenseMatrix._new(),0.33
sympy.matrices.sparse.MutableSparseMatrix.copyin_list(),0.31
sympy.matrices.dense.MutableDenseMatrix.copyin_list(),0.29
sympy.printing.rust.RustCodePrinter._print_MatrixBase(),0.28
sympy.abc.clashing(),0.23
sympy.physics.optics.gaussopt.RayTransferMatrix.__mul__(),0.21
sympy.matrices.normalforms.smith_normal_form(),0.2
sympy.assumptions.ask.AssumptionKeys.square(),0.18
sympy.assumptions.ask.AssumptionKeys.fullrank(),0.17
sympy.matrices.expressions.matexpr.MatrixExpr.from_index_summation(),0.11
sympy.combinatorics.fp_groups.FpGroup._is_infinite(),0.06
sympy.utilities.pytest.XFAIL(),0.05
sympy.printing.octave.octave_code(),0.03
sympy.printing.fcode.fcode(),0.02
