Method,Suspiciousness
sympy.printing.pretty.pretty.PrettyPrinter._print_Sum(),1.0
sympy.integrals.rubi.rules.miscellaneous_algebraic.replacement1494(),0.96
sympy.core.evalf.add_terms(),0.92
sympy.integrals.rubi.rules.miscellaneous_algebraic.replacement1847(),0.91
sympy.integrals.rubi.rules.miscellaneous_algebraic.replacement1504(),0.88
sympy.integrals.rubi.constraints.cons_f195(),0.87
sympy.integrals.rubi.constraints.cons_f219(),0.86
sympy.integrals.rubi.rules.quadratic_products.replacement635(),0.85
sympy.printing.pretty.pretty.PrettyPrinter._print_Integral(),0.81
sympy.printing.pretty.pretty.PrettyPrinter._print_Product(),0.76
sympy.integrals.prde.prde_no_cancel_b_large(),0.57
sympy.simplify.simplify.sum_add(),0.54
sympy.simplify.simplify.factor_sum(),0.48
sympy.tensor.tensor.TensExpr._check_add_Sum(),0.38
sympy.printing.pretty.pretty.PrettyPrinter.asum(),0.37
examples.intermediate.vandermonde.main(),0.36
sympy.concrete.products.Product.is_convergent(),0.31
sympy.polys.ring_series._rs_series(),0.28
sympy.core.evalf._create_evalf_table(),0.27
sympy.integrals.rubi.rules.hyperbolic.replacement5682(),0.24
sympy.integrals.rubi.constraints.cons_f158(),0.23
sympy.integrals.rubi.rules.miscellaneous_algebraic.With1666(),0.21
sympy.integrals.rubi.rules.miscellaneous_algebraic.With1667(),0.16
sympy.integrals.rubi.rules.logarithms.replacement2033(),0.15
sympy.functions.elementary.piecewise.Piecewise._eval_integral(),0.05
sympy.integrals.rubi.rules.miscellaneous_algebraic.replacement1838(),0.02
sympy.printing.pretty.stringpict.stringPict.below(),0.01
