Method,Suspiciousness
sympy.integrals.rubi.parsetools.generate_rules.generate_rules_from_downvalues(),1.0
sympy.testing.runtests.PyTestReporter.finish(),0.99
sympy.utilities.codegen.CodeGen.routine(),0.88
sympy.core.sympify.sympify(),0.86
sympy.utilities.autowrap.CythonCodeWrapper.dump_pyx(),0.85
sympy.matrices.matrices.MatrixBase._handle_creation_inputs(),0.79
sympy.matrices.common.MatrixOperations.T(),0.7
sympy.utilities.iterables.reshape(),0.69
sympy.simplify.cse_main.cse(),0.65
sympy.polys.multivariate_resultants.DixonResultant.delete_zero_rows_and_columns(),0.62
sympy.solvers.solvers.solve_linear_system_LU(),0.61
sympy.matrices.expressions.hadamard.canonicalize(),0.59
sympy.solvers.diophantine.diophantine._transformation_to_DN(),0.58
sympy.testing.runtests.SymPyTests.test_file(),0.56
sympy.stats.stochastic_process_types._matrix_checks(),0.55
sympy.utilities.autowrap.CythonCodeWrapper._partition_args(),0.54
sympy.matrices.expressions.blockmatrix.deblock(),0.51
sympy.matrices.expressions.blockmatrix.reblock_2x2(),0.49
sympy.utilities.iterables.flatten(),0.43
sympy.matrices.expressions.blockmatrix.BlockMatrix.as_real_imag(),0.42
sympy.matrices.expressions.blockmatrix.BlockDiagMatrix._blockmul(),0.38
sympy.testing.runtests.PyTestReporter.leaving_filename(),0.37
sympy.testing.runtests.PyTestReporter.test_exception(),0.36
sympy.matrices.expressions.blockmatrix.bc_matmul(),0.35
sympy.matrices.expressions.blockmatrix.BlockMatrix._eval_transpose(),0.33
sympy.matrices.expressions.matexpr.MatrixExpr.__getitem__(),0.28
sympy.matrices.expressions.blockmatrix.BlockDiagMatrix._eval_transpose(),0.19
sympy.matrices.expressions.matexpr.MatrixExpr.as_explicit(),0.18
sympy.testing.runtests._doctest(),0.15
sympy.matrices.expressions.matexpr.MatrixExpr.is_valid(),0.14
sympy.printing.codeprinter.CodePrinter.doprint(),0.1
sympy.matrices.expressions.blockmatrix.BlockMatrix._entry(),0.05
sympy.stats.stochastic_process_types.MarkovProcess.expectation(),0.02
