Method,Suspiciousness
sympy.vector.basisdependent.BasisDependentZero.__hash__(),1.0
sympy.diffgeom.diffgeom.intcurve_diffequ(),0.99
sympy.vector.operators.curl(),0.98
sympy.vector.operators.divergence(),0.97
sympy.vector.point.Point.__new__(),0.96
sympy.vector.basisdependent.BasisDependentMul.__new__(),0.84
sympy.diffgeom.diffgeom.twoform_to_matrix(),0.79
sympy.diffgeom.diffgeom.BaseVectorField.__new__(),0.74
sympy.diffgeom.diffgeom.Point.__init__(),0.73
sympy.vector.functions.directional_derivative(),0.7
sympy.diffgeom.diffgeom.BaseCovarDerivativeOp.__init__(),0.69
sympy.vector.vector.Vector.projection(),0.66
sympy.diffgeom.diffgeom.BaseVectorField.__call__(),0.65
sympy.printing.pretty.pretty.PrettyPrinter._print_Sum(),0.59
sympy.vector.scalar.BaseScalar.__new__(),0.56
sympy.printing.pretty.pretty.PrettyPrinter._print_Product(),0.53
sympy.vector.vector.Vector._projections(),0.5
sympy.physics.quantum.boson.BosonOp._print_contents_pretty(),0.41
sympy.vector.vector.BaseVector.__new__(),0.4
sympy.vector.vector.BaseVector.__str__(),0.36
sympy.vector.vector.Vector.separate(),0.32
sympy.vector.functions.matrix_to_vector(),0.21
sympy.vector.coordsysrect.CoordSysCartesian(),0.2
sympy.printing.pretty.pretty_symbology.annotated(),0.19
sympy.vector.vector.VectorMul.__new__(),0.17
sympy.diffgeom.diffgeom.metric_to_Riemann_components(),0.15
sympy.matrices.dense.eye(),0.14
sympy.vector.operators.gradient(),0.13
sympy.vector.functions.scalar_potential_difference(),0.1
sympy.utilities.runtests.PyTestReporter.write_exception(),0.09
sympy.utilities.runtests.PyTestReporter.finish(),0.03
sympy.utilities.runtests.run_in_subprocess_with_hash_randomization(),0.01
