Method,Suspiciousness
sympy.core.numbers.Float.__new__(),1.0
sympy.utilities.runtests.PyTestReporter.write_exception(),0.96
sympy.integrals.rubi.parsetools.parse.rubi_rule_parser(),0.94
sympy.utilities.runtests.PyTestReporter.finish(),0.92
sympy.utilities.runtests.PyTestReporter.leaving_filename(),0.86
sympy.utilities.runtests.PyTestReporter.test_exception(),0.82
sympy.plotting.pygletplot.util.screen_to_model(),0.78
sympy.utilities.runtests.SymPyTests.test_file(),0.77
sympy.sets.fancysets.Range.__new__(),0.72
examples.all.show_summary(),0.67
release.fabfile.checkout_cache(),0.61
sympy.vector.operators.gradient(),0.56
sympy.combinatorics.perm_groups.PermutationGroup.baseswap(),0.55
sympy.core.mul.Mul._mpc_(),0.43
sympy.core.sympify._convert_numpy_types(),0.39
sympy.functions.elementary.hyperbolic.acsch.fdiff(),0.37
sympy.printing.pretty.stringpict.stringPict.stack(),0.36
sympy.geometry.line.LinearEntity.perpendicular_segment(),0.35
sympy.utilities.iterables.binary_partitions(),0.34
sympy.geometry.entity.GeometryEntity.encloses(),0.31
sympy.functions.special.bessel.BesselBase._eval_conjugate(),0.3
sympy.core.assumptions._ask(),0.27
sympy.geometry.curve.Curve.scale(),0.2
sympy.printing.rcode.RCodePrinter._print_Piecewise(),0.16
sympy.matrices.dense.zeros(),0.15
sympy.core.compatibility.ordered(),0.14
sympy.functions.elementary.trigonometric.ReciprocalTrigonometricFunction._period(),0.13
sympy.core.function.diff(),0.1
sympy.matrices.matrices.MatrixBase.D(),0.08
sympy.geometry.ellipse.Ellipse.reflect(),0.07
sympy.polys.polytools.pexquo(),0.06
sympy.matrices.expressions.blockmatrix.BlockMatrix.is_Identity(),0.04
sympy.logic.boolalg.as_Boolean(),0.02
sympy.polys.polytools.Poly.invert(),0.01
