Method,Suspiciousness
sympy.combinatorics.tensor_can.tensor_gens(),1.0
sympy.core.expr.Expr.extract_multiplicatively(),0.99
sympy.core.core.BasicMeta.__cmp__(),0.98
sympy.core.numbers._decimal_to_Rational_prec(),0.97
sympy.combinatorics.perm_groups.PermutationGroup.subgroup_search(),0.96
sympy.combinatorics.tensor_can.gens_products(),0.95
sympy.core.numbers._literal_float(),0.93
sympy.core.numbers.Infinity._eval_power(),0.92
sympy.solvers.solveset._solve_using_known_values(),0.91
sympy.integrals.transforms.MellinTransform._collapse_extra(),0.9
sympy.core.numbers.Infinity.__mul__(),0.88
sympy.polys.polyroots.roots_quintic(),0.87
sympy.core.numbers.Float.__new__(),0.85
sympy.core.expr.Expr.args_cnc(),0.77
sympy.concrete.products.Product._eval_simplify(),0.76
sympy.solvers.ode.checksysodesol(),0.73
sympy.vector.coordsysrect.CoordSys3D._check_orthogonality(),0.72
sympy.solvers.ode.checkodesol(),0.71
sympy.functions.elementary.trigonometric.TrigonometricFunction._eval_is_rational(),0.7
sympy.simplify.trigsimp.__trigsimp(),0.69
sympy.core.numbers.Number.__add__(),0.67
sympy.polys.polyroots.roots(),0.66
sympy.series.formal.rsolve_hypergeometric(),0.65
sympy.combinatorics.perm_groups.PermutationGroup.normal_closure(),0.63
sympy.functions.elementary.trigonometric.TrigonometricFunction._eval_is_algebraic(),0.61
sympy.core.power.Pow._eval_evalf(),0.6
sympy.integrals.meijerint.meijerint_inversion(),0.58
sympy.core.numbers.Integer.__floordiv__(),0.56
sympy.assumptions.assume.Predicate.eval(),0.55
sympy.core.numbers.NegativeOne._eval_power(),0.52
sympy.series.formal._apply_scale(),0.51
sympy.series.formal._apply_shift(),0.5
sympy.core.mul.Mul._eval_evalf(),0.45
sympy.polys.ring_series.rs_cot(),0.4
sympy.solvers.solveset._check_exclude(),0.39
sympy.core.evalf.EvalfMixin._evalf(),0.33
sympy.integrals.rationaltools.ratint_logpart(),0.32
sympy.utilities.runtests.PyTestReporter.finish(),0.31
sympy.polys.ring_series.rs_pow(),0.29
sympy.utilities.runtests.PyTestReporter.test_fail(),0.28
sympy.integrals.meijerint._meijerint_definite_3(),0.25
sympy.ntheory.residue_ntheory._sqrt_mod_prime_power(),0.22
sympy.sets.sets.Intersection._handle_finite_sets(),0.21
sympy.functions.elementary.exponential.log.eval(),0.19
sympy.polys.ring_series.rs_nth_root(),0.18
sympy.printing.pretty.stringpict.stringPict.parens(),0.17
sympy.calculus.finite_diff.finite_diff_weights(),0.16
sympy.ntheory.factor_.multiplicity(),0.13
sympy.physics.wigner.gaunt(),0.12
sympy.functions.elementary.complexes.principal_branch.eval(),0.11
sympy.integrals.meijerint._meijerint_indefinite_1(),0.08
sympy.integrals.meijerint._clean(),0.06
sympy.polys.agca.modules.SubModule.intersect(),0.05
sympy.integrals.meijerint.my_integrator(),0.04
sympy.core.mul.expand_2arg(),0.01
