Method,Suspiciousness
sympy.geometry.entity.GeometryEntity.__rmul__(),0.98
sympy.core.function.Subs.__new__(),0.97
sympy.core.add._unevaluated_Add(),0.96
sympy.geometry.point.Point3D.intersection(),0.95
sympy.geometry.polygon.Polygon._do_poly_distance(),0.94
sympy.utilities.runtests.SymPyTests.test_file(),0.92
sympy.integrals.intpoly.polytope_integrate(),0.91
sympy.geometry.util.centroid(),0.89
sympy.geometry.polygon.Triangle.bisectors(),0.86
sympy.polys.densearith.dmp_neg(),0.83
sympy.geometry.polygon.Polygon.angles(),0.81
sympy.geometry.polygon.RegularPolygon.center(),0.8
sympy.utilities.runtests.PyTestReporter.write_exception(),0.79
sympy.geometry.polygon.Polygon.centroid(),0.78
sympy.geometry.point.Point3D.direction_ratio(),0.77
sympy.physics.mechanics.particle.Particle.angular_momentum(),0.76
sympy.utilities.runtests.PyTestReporter.finish(),0.74
sympy.geometry.point.Point.project(),0.73
sympy.utilities.runtests.PyTestReporter.leaving_filename(),0.69
sympy.geometry.point.Point.__add__(),0.68
sympy.utilities.runtests.PyTestReporter.test_exception(),0.65
sympy.core.function.Subs._eval_derivative(),0.64
sympy.geometry.ellipse.Ellipse.reflect(),0.63
sympy.core.numbers.Rational.__sub__(),0.62
sympy.geometry.parabola.Parabola.axis_of_symmetry(),0.6
sympy.utilities.iterables.has_variety(),0.57
sympy.polys.densebasic.dmp_to_dict(),0.55
sympy.polys.densebasic.dmp_from_dict(),0.54
sympy.geometry.util.are_similar(),0.51
sympy.geometry.ellipse.Circle.intersection(),0.48
sympy.geometry.polygon.Triangle.is_equilateral(),0.44
sympy.geometry.polygon.Triangle.circumcenter(),0.41
sympy.geometry.polygon.Triangle.orthocenter(),0.4
sympy.geometry.polygon.Triangle.incenter(),0.39
sympy.geometry.polygon.Triangle.circumradius(),0.38
sympy.core.expr.Expr.could_extract_minus_sign(),0.37
sympy.core.expr.Expr.extract_multiplicatively(),0.36
sympy.core.numbers.Rational.__gt__(),0.34
sympy.geometry.polygon.Triangle.exradii(),0.33
sympy.geometry.polygon.Triangle.incircle(),0.32
sympy.geometry.polygon.Triangle.vertices(),0.3
sympy.core.numbers.Rational.__int__(),0.29
sympy.core.numbers.Rational.__eq__(),0.27
sympy.core.add.Add.as_content_primitive(),0.26
sympy.geometry.polygon.Triangle.is_similar(),0.25
sympy.geometry.polygon.Triangle.is_scalene(),0.24
sympy.geometry.polygon.Triangle.nine_point_circle(),0.22
sympy.geometry.line.Ray2D.xdirection(),0.19
sympy.geometry.point.Point.is_collinear(),0.18
sympy.simplify.simplify.shorter(),0.17
sympy.geometry.polygon.Triangle.medial(),0.16
sympy.integrals.intpoly.norm(),0.15
sympy.physics.mechanics.functions.center_of_mass(),0.14
sympy.matrices.matrices.MatrixReductions.rank(),0.13
sympy.geometry.point.Point.intersection(),0.12
sympy.geometry.line.LinearEntity.is_perpendicular(),0.1
sympy.polys.densebasic.dmp_multi_deflate(),0.09
sympy.geometry.line.LinearEntity.perpendicular_segment(),0.05
sympy.geometry.line.Segment.perpendicular_bisector(),0.03
sympy.polys.densebasic.dmp_inflate(),0.02
