Method,Suspiciousness
sympy.parsing.latex._antlr.latexparser.LaTeXParser.func(),1.0
sympy.core.numbers.Rational.__hash__(),0.99
sympy.core.expr.AtomicExpr._eval_derivative_n_times(),0.98
sympy.physics.units.quantities.Quantity.__new__(),0.97
sympy.parsing.latex._antlr.latexparser.LaTeXParser.unary(),0.96
sympy.core.expr.AtomicExpr._eval_is_polynomial(),0.93
sympy.parsing.latex._antlr.latexparser.LaTeXParser.comp_nofunc(),0.92
sympy.parsing.latex._antlr.latexparser.LaTeXParser.subexpr(),0.89
sympy.core.numbers.Rational.__ne__(),0.86
sympy.parsing.latex._antlr.latexparser.LaTeXParser.unary_nofunc(),0.81
sympy.core.numbers.Rational.__eq__(),0.78
sympy.parsing.latex._antlr.latexparser.LaTeXParser.atom(),0.76
sympy.parsing.latex.__init__.parse_latex(),0.75
sympy.parsing.latex._antlr.latexparser.LaTeXParser.additive(),0.74
sympy.parsing.latex._antlr.latexparser.LaTeXParser.limit_sub(),0.67
sympy.parsing.latex._antlr.latexparser.LaTeXParser.mathit_text(),0.66
sympy.core.numbers.Number._eval_evalf(),0.49
sympy.codegen.ast.AssignmentBase._check_args(),0.46
sympy.codegen.array_utils.recognize_matrix_expression(),0.44
sympy.matrices.expressions.matexpr.MatrixExpr.from_index_summation(),0.43
sympy.printing.latex.LatexPrinter._print_Function(),0.42
sympy.physics.units.quantities.Quantity.set_dimension(),0.41
sympy.codegen.array_utils.CodegenArrayContraction.sort_args_by_name(),0.39
sympy.codegen.array_utils.CodegenArrayContraction._get_contraction_tuples(),0.36
sympy.interactive.session.init_session(),0.35
sympy.printing.preview.preview(),0.33
sympy.printing.latex.print_latex(),0.31
sympy.physics.vector.printing.vlatex(),0.29
sympy.parsing.latex._antlr.latexparser.LaTeXParser.Limit_subContext.SYMBOL(),0.27
sympy.parsing.latex._parse_latex_antlr.convert_frac(),0.25
sympy.core.mul.Mul._eval_is_composite(),0.19
sympy.printing.precedence.precedence_traditional(),0.13
sympy.parsing.latex._antlr.latexparser.LaTeXParser.math(),0.08
sympy.core.mul.Mul._eval_pos_neg(),0.04
sympy.matrices.expressions.blockmatrix.block_collapse(),0.01
