Method,Suspiciousness
sympy.testing.runtests.PyTestReporter.finish(),0.98
sympy.physics.units.unitsystem.UnitSystem.__init__(),0.97
sympy.physics.units.unitsystem.UnitSystem.extend(),0.93
sympy.testing.runtests.PyTestReporter.write_exception(),0.88
sympy.testing.runtests.SymPyTests.test_file(),0.85
sympy.testing.runtests.PyTestReporter.test_exception(),0.82
sympy.printing.printer.Printer.order(),0.79
sympy.physics.units.dimensions.DimensionSystem.extend(),0.78
sympy.printing.precedence.precedence(),0.76
sympy.printing.latex.LatexPrinter.convert(),0.75
sympy.printing.str.StrPrinter.parenthesize(),0.68
sympy.physics.units.dimensions.Dimension.__str__(),0.66
sympy.physics.units.dimensions.Dimension.symbol(),0.63
sympy.printing.str.StrPrinter._print_Mul(),0.61
sympy.physics.units.quantities.Quantity.__new__(),0.6
sympy.physics.units.__init__.find_unit(),0.59
sympy.physics.units.quantities.Quantity.set_global_dimension(),0.56
sympy.core.mul.Mul.as_ordered_factors(),0.31
sympy.physics.units.unitsystem.UnitSystem._collect_factor_and_dimension(),0.28
sympy.physics.units.dimensions._QuantityMapper.get_quantity_dimension(),0.06
sympy.physics.units.quantities.Quantity.scale_factor(),0.05
sympy.physics.units.quantities.Quantity.dimension(),0.01
