Method,Suspiciousness
sympy.core.expr.Expr.__lt__(),1.0
sympy.integrals.rubi.utility_function.RectifyCotangent(),0.99
sympy.integrals.rubi.utility_function.RectifyTangent(),0.98
sympy.integrals.rubi.utility_function._SimplifyAntiderivativeSum(),0.93
sympy.utilities.runtests.PyTestReporter.finish(),0.91
sympy.utilities.runtests.PyTestReporter.write_exception(),0.9
sympy.solvers.ode._linear_2eq_order2_type4(),0.88
sympy.matrices.expressions.matexpr._LeftRightArgs.transpose(),0.85
sympy.utilities.runtests._doctest(),0.83
sympy.solvers.ode.checkodesol(),0.82
sympy.utilities.runtests.PyTestReporter.test_exception(),0.8
sympy.integrals.integrals.Integral._eval_simplify(),0.79
bin.coverage_doctest.go(),0.78
sympy.utilities.runtests.SymPyTests.test_file(),0.76
sympy.simplify.simplify.nc_simplify(),0.72
sympy.concrete.products.Product._eval_simplify(),0.66
sympy.logic.boolalg.simplify_logic(),0.65
sympy.simplify.trigsimp._futrig(),0.63
sympy.integrals.rubi.utility_function._SimpFixFactor(),0.6
sympy.simplify.trigsimp._is_Expr(),0.56
bin.generate_test_list.get_paths(),0.55
sympy.utilities.autowrap.CythonCodeWrapper._partition_args(),0.54
sympy.simplify.trigsimp._eapply(),0.53
sympy.solvers.ode.ode_separable(),0.51
bin.generate_module_list.get_paths(),0.5
sympy.core.expr.Expr.cancel(),0.49
sympy.core.numbers.Number.__new__(),0.45
sympy.matrices.matrices.MatrixEigen.eigenvals(),0.44
sympy.simplify.trigsimp.futrig(),0.34
sympy.functions.elementary.piecewise.piecewise_fold(),0.31
sympy.core.add.Add._eval_as_leading_term(),0.26
sympy.polys.polyclasses.DMP.unify(),0.24
sympy.solvers.ode._linear_2eq_order2_type9(),0.21
sympy.solvers.ode._linear_2eq_order2_type1(),0.19
sympy.polys.domains.ring.Ring.get_ring(),0.17
sympy.integrals.rubi.utility_function._SimplifyAntiderivative(),0.15
sympy.simplify.fu.TR22(),0.14
sympy.physics.hep.gamma_matrices.simplify_gamma_expression(),0.13
sympy.polys.polyclasses.DMP.to_tuple(),0.11
sympy.polys.polytools.Poly._hashable_content(),0.1
sympy.polys.domains.domain.Domain.unify(),0.09
sympy.polys.domains.domain.Domain.unify_with_symbols(),0.05
sympy.polys.polytools.factor(),0.04
sympy.core.numbers.Number.__divmod__(),0.03
sympy.core.mul.expand_2arg(),0.02
