Method,Suspiciousness
sympy.testing.runtests.PyTestReporter.finish(),0.99
sympy.physics.mechanics.particle.Particle.angular_momentum(),0.91
sympy.testing.runtests.PyTestReporter.write_exception(),0.9
sympy.testing.runtests.SymPyTests.test_file(),0.87
sympy.parsing.autolev.__init__.parse_autolev(),0.84
sympy.testing.runtests.PyTestReporter.test_exception(),0.77
sympy.physics.mechanics.rigidbody.RigidBody.kinetic_energy(),0.75
sympy.physics.mechanics.functions.inertia_of_point_mass(),0.74
sympy.physics.mechanics.body.Body.__init__(),0.73
sympy.physics.mechanics.kane.KanesMethod.get_partial_velocity(),0.71
sympy.testing.runtests.PyTestReporter.leaving_filename(),0.7
sympy.physics.vector.frame.ReferenceFrame.partial_velocity(),0.69
sympy.physics.vector.dyadic.Dyadic.to_matrix(),0.68
sympy.physics.mechanics.lagrange.LagrangesMethod.__init__(),0.66
sympy.physics.mechanics.particle.Particle.kinetic_energy(),0.65
sympy.core.numbers.Pi._as_mpf_val(),0.64
sympy.physics.mechanics.particle.Particle.linear_momentum(),0.62
sympy.core.numbers.Float.__gt__(),0.61
sympy.core.numbers.Float.__add__(),0.6
sympy.core.add._unevaluated_Add(),0.57
sympy.core.operations.AssocOp._eval_evalf(),0.51
sympy.core.evalf.evalf_add(),0.39
sympy.physics.vector.frame.ReferenceFrame.__init__(),0.31
sympy.physics.mechanics.kane.KanesMethod._form_frstar(),0.28
sympy.physics.vector.point.Point.set_vel(),0.26
sympy.core.evalf.add_terms(),0.24
sympy.physics.vector.vector.Vector.to_matrix(),0.21
sympy.physics.vector.vector.Vector.free_symbols(),0.2
sympy.physics.vector.frame.ReferenceFrame.orient(),0.17
sympy.physics.vector.point.Point.__init__(),0.04
sympy.parsing.autolev._listener_autolev_antlr.MyListener.exitFunction(),0.02
