Method,Suspiciousness
sympy.integrals.rubi.rules.sine.replacement2375(),1.0
sympy.integrals.rubi.rules.sine.replacement2705(),0.99
sympy.testing.runtests.PyTestReporter.finish(),0.98
sympy.core.expr.Expr.aseries(),0.96
sympy.integrals.rubi.utility_function.RectifyTangent(),0.95
sympy.testing.runtests.PyTestReporter.write_exception(),0.93
sympy.integrals.rubi.rules.special_functions.replacement6823(),0.92
sympy.assumptions.refine.refine_abs(),0.9
sympy.functions.elementary.complexes.re._eval_is_finite(),0.89
sympy.integrals.rubi.rules.sine.replacement2697(),0.88
sympy.testing.runtests.SymPyTests.test_file(),0.87
sympy.integrals.rubi.rules.sine.replacement2699(),0.86
sympy.integrals.rubi.rules.sine.replacement2701(),0.85
sympy.integrals.rubi.rules.sine.replacement2292(),0.84
sympy.integrals.rubi.rules.sine.replacement2373(),0.82
sympy.integrals.rubi.rules.sine.replacement2371(),0.8
sympy.integrals.rubi.rules.secant.replacement4275(),0.79
sympy.integrals.rubi.rules.special_functions.replacement6833(),0.78
sympy.testing.runtests.PyTestReporter.test_fail(),0.77
sympy.integrals.rubi.rules.sine.replacement2545(),0.75
sympy.integrals.rubi.rules.sine.replacement2693(),0.74
sympy.functions.elementary.trigonometric.atan2.eval(),0.73
sympy.integrals.meijerint._condsimp(),0.72
sympy.functions.elementary.complexes.arg.eval(),0.71
sympy.integrals.rubi.rules.sine.replacement2799(),0.68
sympy.integrals.rubi.rules.special_functions.replacement6790(),0.66
sympy.integrals.rubi.rules.inverse_trig.replacement5222(),0.64
sympy.integrals.rubi.rules.inverse_trig.replacement5233(),0.61
sympy.functions.elementary.complexes.re.eval(),0.58
sympy.integrals.rubi.rules.sine.replacement2559(),0.56
sympy.physics.vector.frame.ReferenceFrame.orient_space_fixed(),0.55
sympy.integrals.rubi.rules.secant.replacement4273(),0.5
sympy.core.mul.Mul._eval_is_finite(),0.48
sympy.integrals.rubi.rules.secant.replacement4373(),0.47
sympy.integrals.rubi.rules.secant.replacement4353(),0.46
sympy.functions.elementary.complexes.im._eval_is_finite(),0.45
sympy.integrals.rubi.rules.sine.replacement2773(),0.44
sympy.integrals.rubi.rules.special_functions.replacement6809(),0.43
sympy.integrals.rubi.rules.special_functions.replacement6808(),0.42
sympy.functions.elementary.complexes.im.eval(),0.41
sympy.functions.elementary.hyperbolic.tanh._eval_rewrite_as_exp(),0.39
sympy.functions.elementary.hyperbolic.tanh._eval_rewrite_as_tractable(),0.38
sympy.functions.elementary.hyperbolic.coth._eval_rewrite_as_exp(),0.37
sympy.functions.elementary.trigonometric.tan._eval_rewrite_as_exp(),0.35
sympy.functions.elementary.trigonometric.cot._eval_rewrite_as_exp(),0.34
sympy.printing.fortran.FCodePrinter._print_sign(),0.31
sympy.integrals.rubi.utility_function.RectifyCotangent(),0.3
sympy.integrals.rubi.rules.special_functions.replacement6829(),0.28
sympy.integrals.rubi.rules.secant.replacement3959(),0.25
sympy.core.expr.Expr.__eq__(),0.24
sympy.core.symbol.Symbol.as_real_imag(),0.22
sympy.assumptions.refine.refine_im(),0.21
sympy.assumptions.refine.refine_atan2(),0.2
sympy.core.logic.fuzzy_or(),0.19
sympy.polys.rootisolation.RealInterval.refine_disjoint(),0.14
sympy.assumptions.refine.refine_Pow(),0.13
sympy.core.expr.Expr.extract_multiplicatively(),0.12
sympy.core.logic.fuzzy_bool(),0.11
sympy.functions.elementary.trigonometric.acot._eval_rewrite_as_acsc(),0.09
sympy.integrals.rubi.rules.inverse_trig.replacement5630(),0.05
sympy.multipledispatch.dispatcher.Dispatcher.register(),0.02
sympy.multipledispatch.dispatcher.Dispatcher._(),0.01
