Method,Suspiciousness
sympy.core.mul.Mul.flatten(),1.0
sympy.integrals.rubi.rules.inverse_hyperbolic.inverse_hyperbolic(),0.99
sympy.integrals.rubi.rules.miscellaneous_algebraic.miscellaneous_algebraic(),0.97
sympy.integrals.rubi.rules.miscellaneous_trig.miscellaneous_trig(),0.94
sympy.integrals.rubi.rules.quadratic_products.quadratic_products(),0.93
sympy.utilities.runtests.PyTestReporter.write_exception(),0.91
sympy.integrals.rubi.rules.trinomial_products.trinomial_products(),0.89
sympy.utilities.runtests.PyTestReporter.finish(),0.87
sympy.utilities.runtests.PyTestReporter.test_fail(),0.78
sympy.utilities.runtests.SymPyTests.test_file(),0.75
sympy.integrals.rubi.rules.logarithms.logarithms(),0.73
sympy.core.add.Add.flatten(),0.67
sympy.core.add.Add._eval_is_negative(),0.63
sympy.core.add.Add._eval_is_positive(),0.62
sympy.integrals.rubi.rules.exponential.exponential(),0.55
sympy.core.add.Add._eval_power(),0.53
sympy.core.add.Add._eval_is_zero(),0.52
sympy.core.add.Add._eval_is_imaginary(),0.5
sympy.integrals.rubi.rules.miscellaneous_integration.miscellaneous_integration(),0.49
sympy.integrals.rubi.rules.sine.sine(),0.48
sympy.core.add.Add._eval_is_irrational(),0.47
sympy.core.logic.fuzzy_and(),0.46
sympy.core.operations.AssocOp._from_args(),0.4
sympy.core.mul.Mul._eval_herm_antiherm(),0.37
sympy.core.logic.fuzzy_not(),0.35
sympy.core.mul.Mul._eval_real_imag(),0.3
sympy.integrals.rubi.rules.binomial_products.binomial_products(),0.24
sympy.core.logic._fuzzy_group(),0.23
sympy.core.add.Add.as_coeff_Add(),0.16
sympy.integrals.rubi.rules.tangent.tangent(),0.03
