Method,Suspiciousness
sympy.core.numbers.Integer.__add__(),1.0
sympy.functions.special.error_functions.li._eval_rewrite_as_Shi(),0.98
sympy.core.numbers.Integer.__abs__(),0.97
sympy.functions.special.error_functions.li._eval_rewrite_as_meijerg(),0.96
sympy.functions.special.error_functions.li._eval_rewrite_as_uppergamma(),0.95
sympy.solvers.bivariate._solve_lambert(),0.88
sympy.core.core.BasicMeta.__cmp__(),0.87
sympy.concrete.summations.Sum.is_convergent(),0.86
sympy.printing.latex.LatexPrinter._print_Function(),0.85
sympy.interactive.session.init_session(),0.83
sympy.core.assumptions._ask(),0.82
sympy.core.numbers.Number.__div__(),0.81
sympy.interactive.printing.init_printing(),0.8
sympy.functions.special.error_functions.li._eval_rewrite_as_hyper(),0.79
sympy.simplify.simplify.simplify(),0.78
sympy.core.numbers.Number._eval_is_finite(),0.77
sympy.core.numbers.Number.__mul__(),0.75
sympy.functions.special.error_functions.li._eval_rewrite_as_Si(),0.74
sympy.core.expr.Expr.is_number(),0.73
sympy.core.numbers.igcd(),0.71
sympy.physics.vector.dyadic.Dyadic.Fake.render(),0.7
sympy.printing.precedence.precedence_traditional(),0.66
sympy.simplify.simplify.logcombine(),0.6
sympy.series.gruntz.compare(),0.57
sympy.physics.quantum.spin.WignerD._latex(),0.54
sympy.physics.quantum.cg.Wigner9j._pretty(),0.53
sympy.core.numbers.Rational.__div__(),0.51
sympy.core.numbers.Rational.__mul__(),0.5
sympy.ntheory.generate.prime(),0.49
sympy.ntheory.generate.composite(),0.48
sympy.solvers.bivariate._mostfunc(),0.46
sympy.core.numbers.Rational._eval_power(),0.45
sympy.series.gruntz.rewrite(),0.44
sympy.integrals.risch.DifferentialExtension.__init__(),0.43
sympy.core.mul.Mul._eval_is_zero(),0.39
sympy.simplify.radsimp.collect(),0.35
sympy.solvers.ode._linear_2eq_order2_type9(),0.3
sympy.core.numbers.Float._eval_is_finite(),0.29
sympy.core.numbers.Float.__mul__(),0.27
sympy.physics.vector.frame.ReferenceFrame.__init__(),0.26
sympy.core.numbers.Float._eval_is_zero(),0.25
sympy.physics.vector.printing.vlatex(),0.24
sympy.interactive.printing._init_ipython_printing(),0.23
sympy.solvers.ode._linear_2eq_order2_type10(),0.2
sympy.core.numbers.Float.__new__(),0.17
sympy.functions.special.error_functions.Chi._latex(),0.13
sympy.physics.quantum.dagger.Dagger.__new__(),0.11
sympy.core.expr.Expr.args_cnc(),0.09
sympy.solvers.solveset.substitution(),0.07
sympy.polys.fields.sfield(),0.05
sympy.simplify.powsimp.powdenest(),0.02
