Method,Suspiciousness
sympy.core.numbers.Rational.__hash__(),0.99
sympy.physics.units.quantities.Quantity.__new__(),0.98
sympy.core.numbers.Rational._as_mpf_val(),0.97
sympy.core.numbers.Rational.__eq__(),0.92
sympy.integrals.rubi.rules.inverse_trig.inverse_trig(),0.83
sympy.printing.latex.LatexPrinter._print_Function(),0.82
sympy.solvers.ode._linear_2eq_order2_type8(),0.73
sympy.core.numbers.Rational.__ne__(),0.66
sympy.physics.units.quantities.Quantity.set_dimension(),0.47
sympy.stats.crv_types.Gumbel(),0.33
sympy.core.mul.Mul._eval_is_odd(),0.32
sympy.physics.vector.printing.VectorLatexPrinter._print_Function(),0.29
sympy.solvers.ode._nonlinear_3eq_order1_type5(),0.25
sympy.core.mul.Mul._eval_is_even(),0.22
sympy.stats.crv_types.Dagum(),0.2
sympy.interactive.printing._init_ipython_printing(),0.19
sympy.printing.preview.preview(),0.13
sympy.core.mul.Mul._eval_pos_neg(),0.11
sympy.physics.mechanics.lagrange.LagrangesMethod.rhs(),0.1
