Method,Suspiciousness
sympy.utilities.runtests.PyTestReporter.finish(),0.99
sympy.combinatorics.perm_groups.PermutationGroup.is_subgroup(),0.96
sympy.combinatorics.perm_groups.PermutationGroup._elements(),0.95
sympy.solvers.solvers.solve(),0.93
sympy.combinatorics.permutations.Permutation.__invert__(),0.9
sympy.combinatorics.permutations.Permutation.is_Identity(),0.89
sympy.polys.rootisolation.dup_inner_refine_real_root(),0.88
sympy.utilities.runtests.PyTestReporter.test_exception(),0.87
sympy.polys.rootisolation.dup_refine_real_root(),0.85
sympy.polys.compatibility.IPolys.dup_outer_refine_real_root(),0.84
sympy.utilities.runtests.SymPyTests.test_file(),0.83
sympy.combinatorics.permutations.Permutation.cycles(),0.8
sympy.functions.combinatorial.numbers.stirling(),0.77
sympy.polys.rootisolation.dup_outer_refine_real_root(),0.76
sympy.combinatorics.permutations.Cycle.__str__(),0.75
sympy.core.basic.Basic.__eq__(),0.74
sympy.solvers.ode._linear_2eq_order2_type8(),0.72
sympy.solvers.ode._linear_2eq_order2_type5(),0.71
sympy.utilities.runtests.PyTestReporter.write_exception(),0.7
sympy.physics.secondquant.simplify_index_permutations(),0.69
sympy.combinatorics.permutations.Permutation.__new__(),0.66
sympy.combinatorics.permutations.Permutation.cyclic_form(),0.64
sympy.combinatorics.polyhedron.Polyhedron.__new__(),0.63
sympy.combinatorics.polyhedron.Polyhedron.rotate(),0.62
sympy.combinatorics.perm_groups.PermutationGroup.max_div(),0.6
sympy.combinatorics.testutil.canonicalize_naive(),0.58
sympy.combinatorics.named_groups.SymmetricGroup(),0.55
sympy.combinatorics.perm_groups.PermutationGroup.__contains__(),0.5
sympy.combinatorics.perm_groups.PermutationGroup.__mul__(),0.46
sympy.combinatorics.perm_groups.PermutationGroup.base(),0.43
sympy.combinatorics.permutations.Permutation.rmul(),0.41
sympy.functions.elementary.trigonometric.ReciprocalTrigonometricFunction._eval_rewrite_as_sqrt(),0.38
sympy.combinatorics.permutations._af_rmuln(),0.34
sympy.combinatorics.named_groups.AlternatingGroup(),0.32
sympy.combinatorics.perm_groups.PermutationGroup.is_normal(),0.3
sympy.combinatorics.perm_groups.PermutationGroup.contains(),0.27
sympy.matrices.expressions.blockmatrix.BlockMatrix.is_Identity(),0.25
sympy.combinatorics.testutil._naive_list_centralizer(),0.24
sympy.combinatorics.perm_groups.PermutationGroup.elements(),0.23
sympy.functions.elementary.trigonometric.ReciprocalTrigonometricFunction._eval_expand_trig(),0.22
sympy.core.assumptions._ask(),0.2
sympy.combinatorics.permutations.Permutation.josephus(),0.17
sympy.functions.special.bessel.BesselBase.argument(),0.15
sympy.tensor.index_methods._get_indices_Add(),0.14
sympy.assumptions.handlers.order.AskNegativeHandler.Pow(),0.13
sympy.polys.densetools.dmp_clear_denoms(),0.11
sympy.physics.mechanics.kane.KanesMethod._form_frstar(),0.1
sympy.logic.boolalg.Not.to_nnf(),0.09
sympy.stats.crv_types.Gumbel(),0.08
sympy.functions.special.bessel.BesselBase.fdiff(),0.06
sympy.physics.mechanics.linearize.permutation_matrix(),0.05
sympy.combinatorics.perm_groups.PermutationGroup.__new__(),0.04
sympy.polys.rootisolation.dup_inner_isolate_positive_roots(),0.03
sympy.sets.sets.Set._infimum_key(),0.02
sympy.combinatorics.permutations.Cycle.list(),0.01
