Method,Suspiciousness
sympy.utilities.runtests.PyTestReporter.finish(),1.0
sympy.utilities.runtests.PyTestReporter.test_fail(),0.94
examples.advanced.curvilinear_coordinates.main(),0.93
sympy.sets.fancysets.ComplexRegion.__new__(),0.88
sympy.utilities.runtests.SymPyTests.test_file(),0.87
sympy.diffgeom.diffgeom.vectors_in_basis(),0.85
sympy.stats.crv_types.Gamma(),0.81
sympy.utilities.runtests.PyTestReporter.write_exception(),0.8
sympy.functions.special.spherical_harmonics.Ynm._eval_expand_func(),0.78
sympy.sets.fancysets.normalize_theta_set(),0.76
examples.intermediate.partial_differential_eqs.main(),0.74
sympy.functions.elementary.trigonometric.sinc.eval(),0.72
sympy.physics.wigner.dot_rot_grad_Ynm(),0.7
sympy.printing.ccode.CCodePrinter._get_comment(),0.69
sympy.polys.numberfields.to_number_field(),0.65
sympy.printing.str.StrPrinter.emptyPrinter(),0.61
sympy.printing.codeprinter.CodePrinter.doprint(),0.6
sympy.printing.codeprinter.CodePrinter._print_Function(),0.59
sympy.printing.str.StrPrinter._print_Function(),0.57
sympy.core.expr.Expr.__neg__(),0.56
sympy.core.mul.Mul.flatten(),0.54
sympy.functions.special.spherical_harmonics.Ynm.eval(),0.53
sympy.core.numbers.Number._eval_is_finite(),0.52
sympy.core.numbers.Integer.as_numer_denom(),0.48
sympy.interactive.printing.init_printing(),0.46
sympy.stats.crv_types.GammaDistribution.check(),0.43
sympy.stats.crv_types.GammaDistribution.pdf(),0.42
sympy.core.mul.Mul.as_numer_denom(),0.37
sympy.core.mul.Mul.as_coeff_Mul(),0.35
sympy.integrals.manualintegrate.trig_substitution_rule(),0.34
sympy.core.basic.Basic.__repr__(),0.3
sympy.core.basic.Basic.__str__(),0.29
sympy.core.add.Add.as_numer_denom(),0.27
sympy.matrices.dense.rot_axis3(),0.21
sympy.integrals.manualintegrate.eval_trigsubstitution(),0.19
sympy.core.relational.Equality.__new__(),0.17
sympy.integrals.meijerint.lambda_s0(),0.16
sympy.printing.str.sstr(),0.14
sympy.core.expr.Expr.as_coeff_Mul(),0.04
sympy.physics.vector.frame.ReferenceFrame.orient(),0.03
sympy.core.expr.Expr._eval_is_positive(),0.02
sympy.printing.printer.Printer.doprint(),0.01
