Method,Suspiciousness
sympy.core.numbers.Number.__float__(),0.99
sympy.core.core.BasicMeta.__cmp__(),0.98
sympy.core.expr.Expr.extract_multiplicatively(),0.97
sympy.integrals.rubi.parsetools.parse.rubi_rule_parser(),0.87
sympy.physics.quantum.cg._check_cg_simp(),0.82
sympy.solvers.ode._nonlinear_2eq_order1_type4(),0.8
sympy.integrals.rubi.utility_function.RectifyCotangent(),0.78
sympy.core.numbers.Rational.__add__(),0.76
sympy.core.mul._keep_coeff(),0.75
sympy.vector.functions.scalar_potential_difference(),0.73
sympy.core.expr.Expr.as_ordered_terms(),0.72
sympy.core.expr.Expr.as_terms(),0.71
sympy.integrals.rubi.utility_function.RectifyTangent(),0.67
sympy.core.evalf.evalf(),0.63
sympy.solvers.ode._nonlinear_3eq_order1_type4(),0.62
sympy.core.expr.Expr.key(),0.6
sympy.solvers.ode._nonlinear_3eq_order1_type3(),0.59
sympy.core.power.Pow._eval_expand_power_base(),0.58
sympy.core.expr.Expr.args_cnc(),0.55
sympy.solvers.ode._nonlinear_3eq_order1_type5(),0.53
sympy.core.mul.Mul._eval_is_antihermitian(),0.45
sympy.solvers.ode.check_nonlinear_2eq_order1(),0.44
sympy.integrals.transforms._laplace_transform(),0.43
sympy.core.mul.Mul._eval_herm_antiherm(),0.42
sympy.integrals.transforms._inverse_laplace_transform(),0.41
sympy.core.expr.Expr._eval_is_positive(),0.4
sympy.integrals.manualintegrate._parts_rule(),0.39
sympy.core.mul.Mul._eval_pos_neg(),0.38
sympy.polys.polytools.to_rational_coeffs(),0.34
sympy.concrete.products.Product._eval_simplify(),0.29
sympy.functions.elementary.exponential.log._eval_simplify(),0.26
sympy.calculus.util.periodicity(),0.24
sympy.core.expr.Expr.is_constant(),0.18
sympy.solvers.ode.check_type(),0.16
sympy.core.basic.Atom.class_key(),0.15
sympy.integrals.quadrature.gauss_jacobi(),0.14
sympy.core.mul.Mul._eval_is_imaginary(),0.13
sympy.core.mul.Mul._eval_real_imag(),0.12
sympy.logic.boolalg.BooleanFunction._eval_derivative(),0.11
sympy.core.expr.Expr.neg(),0.1
sympy.core.expr.Expr._parse_order(),0.09
sympy.simplify.hyperexpand.FormulaCollection.lookup_origin(),0.08
sympy.physics.secondquant.apply_operators(),0.04
sympy.simplify.hyperexpand.MeijerFormula.try_instantiate(),0.02
