Method,Suspiciousness
sympy.parsing.mathematica.parse_mathematica(),1.0
sympy.testing.runtests.PyTestReporter.finish(),0.99
sympy.parsing.mathematica.mathematica(),0.94
sympy.parsing.mathematica.MathematicaParser._get_neg(),0.91
sympy.testing.runtests.PyTestReporter.write_exception(),0.88
sympy.parsing.mathematica.MathematicaParser._get_tokenizer(),0.86
sympy.concrete.guess.guess(),0.81
sympy.parsing.mathematica.MathematicaParser._from_mathematica_to_tokens(),0.77
sympy.printing.mathematica.MCodePrinter.print_dims(),0.76
sympy.parsing.mathematica.MathematicaParser._get_args(),0.72
sympy.printing.mathematica.mathematica_code(),0.64
sympy.parsing.mathematica.MathematicaParser.parse(),0.55
sympy.parsing.mathematica.MathematicaParser._is_op(),0.53
sympy.parsing.mathematica.MathematicaParser._from_tokens_to_fullformlist(),0.48
sympy.parsing.mathematica.MathematicaParser._parse_after_braces(),0.45
sympy.printing.mathematica.MCodePrinter.to_mathematica_index(),0.43
sympy.parsing.mathematica.MathematicaParser._util_remove_newlines(),0.41
sympy.parsing.mathematica.MathematicaParser._util_add_missing_asterisks(),0.31
sympy.parsing.sympy_parser.function_exponentiation(),0.25
sympy.parsing.sympy_parser.convert_equals_signs(),0.24
sympy.parsing.sympy_parser.implicit_multiplication_application(),0.23
sympy.parsing.sympy_parser.implicit_application(),0.21
sympy.core.sympify.sympify(),0.17
sympy.testing.runtests._get_doctest_blacklist(),0.14
sympy.parsing.latex.__init__.parse_latex(),0.12
sympy.parsing.sym_expr.SymPyExpression.convert_to_expr(),0.02
