Method,Suspiciousness
sympy.integrals.rubi.rules.inverse_hyperbolic.replacement6213(),1.0
sympy.integrals.rubi.rules.miscellaneous_algebraic.replacement1723(),0.99
sympy.integrals.rubi.rules.miscellaneous_algebraic.replacement1733(),0.98
sympy.integrals.rubi.rules.miscellaneous_integration.replacement6975(),0.97
sympy.testing.runtests.PyTestReporter.finish(),0.96
sympy.integrals.rubi.rules.inverse_hyperbolic.replacement6132(),0.95
sympy.integrals.rubi.rules.inverse_hyperbolic.replacement6120(),0.94
sympy.integrals.rubi.rules.inverse_hyperbolic.replacement6158(),0.93
sympy.integrals.rubi.rules.inverse_hyperbolic.replacement6157(),0.92
sympy.testing.runtests.PyTestReporter.write_exception(),0.91
sympy.core.numbers.Rational._Rrel(),0.9
sympy.integrals.rubi.rules.inverse_hyperbolic.replacement6276(),0.89
sympy.integrals.rubi.rules.inverse_hyperbolic.replacement6152(),0.86
sympy.integrals.rubi.rules.inverse_hyperbolic.replacement6201(),0.83
sympy.integrals.rubi.rules.inverse_hyperbolic.replacement6181(),0.82
sympy.integrals.rubi.rules.inverse_hyperbolic.replacement6218(),0.79
sympy.core.numbers.Rational.__lt__(),0.78
sympy.integrals.rubi.rules.inverse_hyperbolic.replacement6212(),0.77
sympy.integrals.rubi.rules.inverse_hyperbolic.replacement6206(),0.74
sympy.integrals.rubi.rules.inverse_trig.replacement5134(),0.73
sympy.integrals.rubi.rules.inverse_trig.replacement5135(),0.72
sympy.stats.crv_types.Benini(),0.7
sympy.integrals.rubi.rules.trinomial_products.replacement1321(),0.69
sympy.integrals.rubi.rules.trinomial_products.replacement1285(),0.68
sympy.integrals.rubi.rules.trinomial_products.replacement1286(),0.67
sympy.integrals.rubi.rules.trinomial_products.replacement1287(),0.66
sympy.printing.str.StrPrinter._print_Mul(),0.65
sympy.integrals.rubi.rules.trinomial_products.replacement1290(),0.63
sympy.integrals.rubi.rules.trinomial_products.replacement1294(),0.62
sympy.integrals.rubi.rules.miscellaneous_algebraic.replacement1702(),0.6
sympy.integrals.rubi.rules.quadratic_products.replacement257(),0.58
sympy.integrals.rubi.rules.miscellaneous_integration.replacement6981(),0.56
sympy.integrals.rubi.rules.miscellaneous_integration.replacement6979(),0.55
sympy.integrals.rubi.rules.miscellaneous_integration.replacement6980(),0.54
sympy.integrals.rubi.rules.miscellaneous_integration.With6981(),0.52
sympy.integrals.rubi.rules.miscellaneous_algebraic.replacement1624(),0.48
sympy.integrals.rubi.rules.trinomial_products.With1268(),0.47
sympy.integrals.rubi.rules.trinomial_products.With1269(),0.46
sympy.integrals.rubi.rules.inverse_hyperbolic.replacement6146(),0.45
sympy.integrals.rubi.rules.sine.replacement2599(),0.4
sympy.testing.runtests.SymPyTests.test_file(),0.37
sympy.solvers.ode.ode.ode_lie_group(),0.36
sympy.integrals.rubi.rules.miscellaneous_trig.With4859(),0.33
sympy.integrals.rubi.rules.inverse_hyperbolic.replacement6270(),0.31
sympy.integrals.rubi.rules.trinomial_products.replacement1419(),0.3
sympy.integrals.rubi.rules.trinomial_products.replacement1422(),0.29
sympy.integrals.rubi.rules.trinomial_products.replacement1414(),0.28
sympy.integrals.rubi.rules.trinomial_products.replacement1415(),0.27
sympy.integrals.rubi.rules.quadratic_products.replacement641(),0.26
sympy.printing.str.StrPrinter._print_Float(),0.25
sympy.integrals.rubi.rules.quadratic_products.replacement496(),0.2
sympy.integrals.rubi.rules.trinomial_products.replacement1108(),0.18
sympy.integrals.rubi.rules.tangent.replacement3496(),0.17
sympy.integrals.rubi.rules.tangent.replacement3497(),0.16
sympy.solvers.ode.ode.lie_heuristic_abaco2_similar(),0.13
sympy.core.power.Pow.class_key(),0.12
sympy.core.add.Add.class_key(),0.11
sympy.core.mul._keep_coeff(),0.1
sympy.integrals.rubi.rules.inverse_trig.replacement5455(),0.09
sympy.integrals.rubi.rules.trinomial_products.replacement1193(),0.06
sympy.integrals.rubi.rules.trinomial_products.replacement1192(),0.05
sympy.integrals.rubi.rules.binomial_products.replacement1078(),0.03
sympy.integrals.rubi.rules.sine.replacement2413(),0.01
