Method,Suspiciousness
sympy.categories.baseclasses.Diagram.premises(),1.0
sympy.utilities.runtests.PyTestReporter.write_exception(),0.99
sympy.printing.pretty.pretty.PrettyPrinter._print_Complement(),0.96
sympy.calculus.util.not_empty_in(),0.95
sympy.utilities.runtests.PyTestReporter.finish(),0.93
sympy.utilities.runtests.PyTestReporter.test_fail(),0.9
sympy.stats.crv.ContinuousPSpace.probability(),0.88
sympy.simplify.simplify._separatevars_dict(),0.85
sympy.utilities.runtests.SymPyTests.test_file(),0.84
sympy.calculus.singularities.is_monotonic(),0.78
sympy.sets.sets.Intersection._handle_finite_sets(),0.77
sympy.sets.sets.Set.is_open(),0.76
sympy.series.sequences.SeqAdd.__new__(),0.75
sympy.sets.sets.simplify_intersection(),0.74
sympy.categories.diagram_drawing.DiagramGrid._juxtapose_edges(),0.68
sympy.physics.optics.utils.refraction_angle(),0.66
sympy.solvers.solveset._masked(),0.65
sympy.integrals.intpoly.intersection(),0.61
sympy.sets.fancysets.ComplexRegion.psets(),0.59
sympy.printing.pretty.pretty.PrettyPrinter._print_Union(),0.58
sympy.series.gruntz.SubsSet.meets(),0.57
sympy.concrete.expr_with_limits.ExprWithLimits._eval_subs(),0.55
sympy.sets.sets.Interval._contains(),0.53
sympy.polys.domains.domain.Domain.unify_with_symbols(),0.52
sympy.solvers.inequalities.solve_univariate_inequality(),0.5
sympy.sets.fancysets.Complexes.__eq__(),0.49
sympy.multipledispatch.dispatcher.Dispatcher.add(),0.48
sympy.categories.baseclasses.Diagram._add_morphism_closure(),0.47
sympy.sets.fancysets.ComplexRegion._contains(),0.46
sympy.categories.baseclasses.Diagram.__new__(),0.45
sympy.physics.quantum.matrixutils._numpy_tensor_product(),0.42
sympy.sets.fancysets.ComplexRegion.polar(),0.36
sympy.core.basic.Basic._eval_rewrite(),0.35
sympy.utilities.iterables.subsets(),0.34
sympy.solvers.solveset.solvify(),0.33
sympy.multipledispatch.utils.expand_tuples(),0.32
sympy.geometry.polygon.Polygon.intersection(),0.3
sympy.sets.conditionset.ConditionSet.__new__(),0.29
sympy.utilities.iterables.variations(),0.28
sympy.core.numbers.Number.__add__(),0.24
sympy.sets.handlers.intersection.intersection_sets(),0.22
sympy.logic.boolalg.Boolean.as_set(),0.2
sympy.geometry.line.Ray2D.__new__(),0.19
sympy.calculus.util.AccumulationBounds.intersection(),0.16
sympy.core.basic.Basic.rewrite(),0.15
sympy.simplify.powsimp.powsimp(),0.14
sympy.core.expr.Expr._eval_is_rational_function(),0.12
sympy.core.function.Lambda._hashable_content(),0.1
sympy.core.expr.Expr._eval_is_polynomial(),0.09
sympy.solvers.solvers.unrad(),0.08
sympy.core.function.Lambda.__call__(),0.07
sympy.concrete.expr_with_intlimits.ExprWithIntLimits.reorder_limit(),0.06
sympy.utilities.iterables.numbered_symbols(),0.03
