Method,Suspiciousness
sympy.physics.quantum.cg._check_cg_simp(),1.0
sympy.testing.runtests.PyTestReporter.finish(),0.99
sympy.solvers.ode.ode._nonlinear_2eq_order1_type4(),0.98
sympy.core.expr.Expr.aseries(),0.96
sympy.vector.functions.scalar_potential_difference(),0.91
sympy.core.numbers.Rational.__rmod__(),0.9
sympy.integrals.rubi.rules.hyperbolic.replacement5682(),0.89
sympy.simplify.hyperexpand.MeijerFormula.try_instantiate(),0.88
sympy.core.numbers.Rational.__mod__(),0.87
sympy.testing.runtests.PyTestReporter.write_exception(),0.86
sympy.integrals.rubi.rules.inverse_hyperbolic.replacement6310(),0.85
sympy.printing.c.C89CodePrinter._print_ITE(),0.84
sympy.polys.densetools.dup_clear_denoms(),0.83
sympy.solvers.ode.systems._higher_order_to_first_order(),0.81
sympy.core.numbers.Rational.__sub__(),0.77
sympy.integrals.rubi.rules.inverse_hyperbolic.replacement6719(),0.76
sympy.integrals.rubi.rules.inverse_trig.replacement5631(),0.75
sympy.solvers.ode.ode.constant_renumber(),0.74
sympy.core.mod.Mod.doit(),0.73
sympy.integrals.meijerint._rewrite_single(),0.71
sympy.integrals.rubi.utility_function.TrigToExp(),0.7
sympy.printing.rust.RustCodePrinter._print_Pow(),0.69
sympy.integrals.risch.residue_reduce_derivation(),0.65
sympy.core.evalf.evalf_sum(),0.64
sympy.integrals.rubi.rules.inverse_hyperbolic.replacement6312(),0.63
sympy.integrals.rubi.utility_function.TrigReduce(),0.57
sympy.solvers.ode.ode._nonlinear_3eq_order1_type5(),0.5
sympy.integrals.rubi.rules.special_functions.replacement6853(),0.49
sympy.polys.densearith.dup_quo_ground(),0.48
sympy.polys.densearith.dmp_quo_ground(),0.45
sympy.solvers.ode.ode._nonlinear_3eq_order1_type4(),0.43
sympy.core.numbers.Rational.__new__(),0.39
sympy.plotting.pygletplot.plot_modes.ParametricCurve3D.e(),0.38
sympy.polys.densearith.dup_exquo_ground(),0.37
sympy.core.evalf.evalf(),0.35
sympy.solvers.ode.ode._nonlinear_3eq_order1_type3(),0.34
sympy.polys.densearith.dmp_mul_ground(),0.33
sympy.solvers.ode.ode.check_nonlinear_2eq_order1(),0.31
sympy.core.expr.Expr.taylor_term(),0.29
sympy.core.numbers.Float.__ge__(),0.27
sympy.integrals.rubi.rules.inverse_hyperbolic.replacement6308(),0.24
sympy.parsing.autolev._listener_autolev_antlr.MyListener.exitFunction(),0.23
sympy.polys.densearith.dup_mul_ground(),0.22
sympy.ntheory.multinomial.multinomial_coefficients_iterator(),0.19
sympy.parsing.autolev._listener_autolev_antlr.MyListener.exitFunctionCall(),0.18
sympy.core.expr.Expr._eval_is_polynomial(),0.15
sympy.core.numbers.Rational._Rrel(),0.1
sympy.integrals.rubi.rules.hyperbolic.replacement5877(),0.09
sympy.integrals.rubi.rules.hyperbolic.replacement5746(),0.06
sympy.core.numbers.Rational.__gt__(),0.05
sympy.integrals.rubi.rules.hyperbolic.replacement5668(),0.03
sympy.integrals.rubi.rules.hyperbolic.replacement5756(),0.02
