Method,Suspiciousness
sympy.utilities.runtests.PyTestReporter.finish(),1.0
sympy.matrices.expressions.matmul.any_zeros(),0.98
sympy.diffgeom.diffgeom.metric_to_Christoffel_1st(),0.96
sympy.matrices.matrices.MatrixProperties._eval_is_anti_symmetric(),0.95
sympy.physics.quantum.cartesian._enumerate_continuous_1D(),0.94
sympy.utilities.runtests.PyTestReporter.leaving_filename(),0.92
sympy.utilities.runtests.PyTestReporter.test_exception(),0.89
sympy.tensor.array.ndim_array.NDimArray._check_symbolic_index(),0.88
sympy.sets.fancysets.Range.__getitem__(),0.86
sympy.utilities.runtests.SymPyTests.test_file(),0.85
sympy.matrices.sparse.MutableSparseMatrix.fill(),0.83
sympy.matrices.matrices._MinimalMatrix.__getitem__(),0.8
sympy.matrices.expressions.matmul.MatMul._eval_determinant(),0.79
sympy.matrices.expressions.matmul.MatMul.as_coeff_mmul(),0.78
sympy.utilities.runtests.PyTestReporter.write_exception(),0.72
sympy.matrices.matrices.a2idx(),0.7
sympy.matrices.matrices.MatrixProperties.is_upper_hessenberg(),0.67
sympy.tensor.array.ndim_array.NDimArray.__mul__(),0.65
sympy.tensor.array.ndim_array.NDimArray._handle_ndarray_creation_inputs(),0.64
sympy.matrices.matrices.MatrixProperties.is_upper(),0.63
sympy.matrices.matrices.MatrixOperations._eval_transpose(),0.62
sympy.tensor.array.ndim_array.NDimArray._setter_iterable_check(),0.6
sympy.tensor.array.ndim_array.NDimArray.__div__(),0.59
sympy.physics.quantum.cg.Wigner9j.doit(),0.58
sympy.physics.mechanics.lagrange.LagrangesMethod.rhs(),0.57
sympy.matrices.matrices.MatrixShaping.extract(),0.56
sympy.matrices.dense.DenseMatrix.zeros(),0.55
sympy.matrices.matrices.MatrixProperties.is_lower_hessenberg(),0.54
sympy.matrices.expressions.matmul.xxinv(),0.51
sympy.physics.mechanics.kane.KanesMethod.rhs(),0.5
sympy.tensor.array.dense_ndim_array.DenseNDimArray.__getitem__(),0.49
sympy.matrices.dense.DenseMatrix.__getitem__(),0.48
sympy.matrices.matrices._MinimalMatrix.__init__(),0.46
sympy.utilities.autowrap.CythonCodeWrapper.dump_pyx(),0.45
sympy.matrices.expressions.matmul.MatMul._entry(),0.42
sympy.physics.quantum.matrixutils._sympy_tensor_product(),0.4
sympy.assumptions.handlers.matrices.AskLowerTriangularHandler.MatMul(),0.39
sympy.assumptions.handlers.matrices.AskUpperTriangularHandler.MatMul(),0.37
sympy.matrices.matrices.classof(),0.34
sympy.matrices.matrices.MatrixBase.key2ij(),0.3
sympy.printing.jscode.JavascriptCodePrinter._traverse_matrix_indices(),0.28
sympy.printing.rcode.RCodePrinter._traverse_matrix_indices(),0.26
sympy.printing.fcode.FCodePrinter._traverse_matrix_indices(),0.25
sympy.tensor.tensor.TensMul.fun_eval(),0.23
sympy.matrices.matrices.MatrixBase._handle_creation_inputs(),0.22
sympy.holonomic.linearsolver.NewMatrix.col_join(),0.18
sympy.matrices.dense.MutableDenseMatrix.col_del(),0.16
sympy.holonomic.linearsolver.NewMatrix.row_join(),0.15
sympy.matrices.dense.MutableDenseMatrix.row_del(),0.14
sympy.polys.rootoftools.ComplexRootOf.__new__(),0.13
sympy.tensor.indexed.Idx.__ge__(),0.1
sympy.tensor.indexed.Idx.__gt__(),0.09
sympy.physics.hep.gamma_matrices.GammaMatrixHead.simplify_lines(),0.06
sympy.simplify.hyperexpand.devise_plan(),0.05
sympy.simplify.hyperexpand.devise_plan_meijer(),0.03
sympy.sets.fancysets.ImageSet._intersect(),0.02
sympy.polys.compatibility.IPolys.gf_compose_mod(),0.01
