Method,Suspiciousness
sympy.simplify.ratsimp.ratsimpmodprime(),1.0
sympy.integrals.rubi.utility_function.FunctionOfSinQ(),0.99
sympy.polys.domains.finitefield.FiniteField.__init__(),0.98
sympy.integrals.rubi.utility_function.SubstForHyperbolic(),0.96
sympy.integrals.rubi.utility_function.FunctionOfSinhQ(),0.94
sympy.polys.benchmarks.bench_solvers.sol_165x165(),0.93
sympy.polys.domains.finitefield.FiniteField.__eq__(),0.91
sympy.parsing.sympy_parser.AppliedFunction.__getitem__(),0.88
sympy.polys.polyoptions.Domain.postprocess(),0.85
sympy.polys.polytools.poly(),0.83
sympy.polys.polytools.poly_from_expr(),0.82
sympy.polys.polytools.parallel_poly_from_expr(),0.81
sympy.polys.polytools.Poly.from_dict(),0.8
sympy.polys.domains.modularinteger.ModularInteger.__init__(),0.79
sympy.core.trace.Tr.permute(),0.78
sympy.core.sympify.sympify(),0.77
sympy.parsing.sympy_parser._token_callable(),0.76
sympy.parsing.sympy_parser._add_factorial_tokens(),0.75
sympy.polys.polytools.Poly.from_poly(),0.74
sympy.utilities.autowrap.CythonCodeWrapper._partition_args(),0.7
sympy.polys.rings.sring(),0.66
sympy.integrals.rubi.utility_function.FunctionOfSquareRootOfQuadratic(),0.65
sympy.integrals.rubi.utility_function.SquareRootOfQuadraticSubst(),0.62
sympy.series.order.Order.__new__(),0.6
sympy.integrals.rubi.utility_function.FunctionOfTanQ(),0.57
sympy.integrals.rubi.parsetools.parse.replaceWith(),0.55
sympy.physics.quantum.qapply.qapply_Mul(),0.52
sympy.integrals.rubi.utility_function.SubstForInverseFunction(),0.51
sympy.polys.polytools.Poly.reorder(),0.48
sympy.polys.polyutils._parallel_dict_from_expr_no_gens(),0.47
sympy.functions.elementary.miscellaneous.MinMaxBase.__new__(),0.44
sympy.polys.fields.sfield(),0.43
sympy.utilities.runtests.PyTestReporter.write_exception(),0.41
sympy.utilities.runtests.PyTestReporter.finish(),0.34
sympy.parsing.sympy_parser._split_symbols(),0.31
sympy.utilities.runtests.PyTestReporter.leaving_filename(),0.3
sympy.parsing.sympy_parser.split_symbols_custom(),0.22
sympy.polys.domains.modularinteger.ModularIntegerFactory(),0.21
sympy.polys.polytools.reduced(),0.2
sympy.printing.latex.LatexPrinter._print_InverseLaplaceTransform(),0.16
sympy.printing.latex.LatexPrinter._print_LaplaceTransform(),0.13
sympy.printing.latex.LatexPrinter._print_InverseCosineTransform(),0.12
sympy.printing.latex.LatexPrinter._print_SineTransform(),0.11
sympy.printing.latex.LatexPrinter._print_FourierTransform(),0.1
sympy.printing.latex.LatexPrinter._print_InverseSineTransform(),0.06
sympy.printing.latex.LatexPrinter._print_CosineTransform(),0.05
sympy.utilities.runtests.PyTestReporter.test_exception(),0.04
sympy.polys.polytools.gcd_list(),0.03
sympy.solvers.polysys.solve_poly_system(),0.02
sympy.parsing.sympy_parser._flatten(),0.01
