Method,Suspiciousness
sympy.testing.runtests.PyTestReporter.finish(),1.0
sympy.core.sympify.sympify(),0.93
sympy.testing.runtests.PyTestReporter.write_exception(),0.92
sympy.ntheory.generate.primerange(),0.9
sympy.ntheory.generate.Sieve.primerange(),0.88
sympy.polys.compatibility.IPolys.dmp_clear_denoms(),0.82
sympy.ntheory.generate.Sieve.search(),0.75
sympy.physics.units.util.convert_to(),0.7
sympy.ntheory.generate.Sieve.extend(),0.68
sympy.core.numbers.Integer._eval_power(),0.63
sympy.physics.units.unitsystem.UnitSystem.print_unit_base(),0.61
sympy.ntheory.factor_.perfect_power(),0.6
sympy.solvers.ode.ode._linear_2eq_order1_type7(),0.57
sympy.physics.quantum.gate.gate_sort(),0.55
sympy.core.expr.Expr.__float__(),0.54
sympy.testing.runtests.PyTestReporter.leaving_filename(),0.53
sympy.testing.runtests.PyTestReporter.test_fail(),0.52
sympy.physics.units.util.get_total_scale_factor(),0.51
sympy.core.expr.Expr.as_expr(),0.49
sympy.testing.runtests.SymPyTests.test_file(),0.48
sympy.printing.llvmjitcode.llvm_callable(),0.47
sympy.polys.domains.old_polynomialring.GlobalPolynomialRing.from_sympy(),0.45
sympy.polys.polyutils.expr_from_dict(),0.43
sympy.polys.domains.old_fractionfield.FractionField.from_sympy(),0.42
sympy.core.power._integer_nthroot_python(),0.41
sympy.printing.theanocode.theano_code(),0.4
sympy.polys.polytools.total_degree(),0.37
sympy.polys.domains.algebraicfield.AlgebraicField.from_sympy(),0.36
sympy.polys.domains.polynomialring.PolynomialRing.from_sympy(),0.35
sympy.utilities.lambdify.lambdify(),0.33
sympy.core.power.Pow.__new__(),0.3
sympy.physics.units.unitsystem.UnitSystem.get_unit_system(),0.29
sympy.core.numbers.Rational.__rtruediv__(),0.24
sympy.matrices.common.MatrixShaping.entry(),0.15
sympy.matrices.common.MatrixShaping.hstack(),0.11
sympy.matrices.expressions.matexpr._LeftRightArgs.transpose(),0.1
sympy.matrices.common.MatrixShaping.row_join(),0.09
sympy.geometry.ellipse.Ellipse.section_modulus(),0.08
sympy.physics.continuum_mechanics.beam.Beam.__init__(),0.07
sympy.physics.continuum_mechanics.beam.Beam.join(),0.05
sympy.matrices.common.MatrixShaping.extract(),0.04
