Method,Suspiciousness
sympy.printing.pretty.pretty.PrettyPrinter._print_Product(),0.99
sympy.integrals.integrals.Integral.doit(),0.91
sympy.integrals.rubi.rules.special_functions.replacement6895(),0.85
sympy.core.add.Add._combine_inverse(),0.84
sympy.benchmarks.bench_meijerint.E(),0.82
sympy.integrals.rubi.rules.special_functions.replacement6890(),0.77
sympy.integrals.rubi.rules.special_functions.replacement6887(),0.76
sympy.integrals.rubi.rules.special_functions.replacement6899(),0.74
sympy.integrals.rubi.rules.special_functions.replacement6894(),0.72
sympy.integrals.rubi.rules.special_functions.replacement6904(),0.71
sympy.integrals.rubi.utility_function.ProductOfLinearPowersQ(),0.67
sympy.integrals.rubi.rules.special_functions.replacement6926(),0.66
sympy.integrals.rubi.rules.special_functions.replacement6912(),0.63
sympy.integrals.integrals.Integral.principal_value(),0.62
sympy.printing.pretty.stringpict.stringPict.below(),0.61
sympy.core.numbers.NegativeInfinity._eval_power(),0.59
sympy.concrete.expr_with_limits._common_new(),0.58
sympy.concrete.expr_with_limits._process_limits(),0.5
sympy.printing.pretty.pretty.PrettyPrinter._print_Reals(),0.49
sympy.simplify.hyperexpand.FormulaCollection.lookup_origin(),0.47
sympy.core.expr.Expr.args_cnc(),0.44
sympy.calculus.util.AccumulationBounds.__add__(),0.43
sympy.sets.handlers.power._set_pow(),0.42
sympy.utilities.runtests.SymPyTests.test_file(),0.38
sympy.physics.optics.gaussopt.geometric_conj_ab(),0.37
sympy.stats.crv.SingleContinuousDistribution.compute_characteristic_function(),0.34
sympy.stats.crv.SingleContinuousDistribution.compute_moment_generating_function(),0.32
sympy.core.containers.Tuple.__contains__(),0.31
sympy.integrals.rubi.rules.special_functions.replacement6893(),0.29
sympy.physics.quantum.state.Wavefunction.limits(),0.28
sympy.concrete.products.Product.__new__(),0.27
sympy.utilities.runtests.PyTestReporter.finish(),0.26
sympy.utilities.runtests.PyTestReporter.write_exception(),0.24
sympy.solvers.ode.ode_1st_power_series(),0.22
sympy.series.gruntz.gruntz(),0.2
sympy.calculus.util.AccumulationBounds.__contains__(),0.17
sympy.utilities.runtests.PyTestReporter.test_fail(),0.14
sympy.solvers.inequalities._solve_inequality(),0.12
sympy.integrals.transforms._fourier_transform(),0.09
sympy.concrete.expr_with_limits.ExprWithLimits.__new__(),0.08
sympy.calculus.util.AccumulationBounds.__div__(),0.04
sympy.utilities.runtests.PyTestReporter.leaving_filename(),0.02
sympy.calculus.util.AccumulationBounds.__mul__(),0.01
