Method,Suspiciousness
sympy.functions.special.bessel.BesselBase.eval(),0.99
sympy.logic.boolalg.Not.eval(),0.98
sympy.core.expr._n2(),0.93
sympy.functions.elementary.trigonometric.sinc.fdiff(),0.91
sympy.functions.elementary.trigonometric.sinc.eval(),0.88
sympy.integrals.rubi.utility_function.TrigToExp(),0.8
sympy.integrals.rubi.rules.inverse_hyperbolic.inverse_hyperbolic(),0.79
sympy.integrals.rubi.rules.inverse_trig.inverse_trig(),0.78
sympy.functions.elementary.trigonometric.sinc._eval_nseries(),0.72
sympy.functions.elementary.hyperbolic.tanh._eval_rewrite_as_exp(),0.71
sympy.functions.elementary.trigonometric.sinc._eval_rewrite_as_jn(),0.69
sympy.functions.elementary.trigonometric.sinc._eval_rewrite_as_sin(),0.67
sympy.logic.boolalg.Or._new_args_filter(),0.66
sympy.core.mul.Mul._eval_nseries(),0.59
sympy.solvers.bivariate._mostfunc(),0.57
sympy.functions.elementary.hyperbolic.coth._eval_rewrite_as_tractable(),0.54
sympy.functions.elementary.hyperbolic.coth._eval_rewrite_as_exp(),0.52
sympy.integrals.risch.integer_powers(),0.5
sympy.core.relational.Relational.lhs(),0.49
sympy.core.expr.Expr.series(),0.48
sympy.core.function.Function._eval_derivative(),0.44
sympy.functions.elementary.trigonometric.tan._eval_rewrite_as_exp(),0.39
sympy.integrals.rubi.rules.miscellaneous_trig.miscellaneous_trig(),0.36
sympy.stats.crv_types.Gompertz(),0.34
sympy.functions.elementary.trigonometric.cot._eval_rewrite_as_exp(),0.31
sympy.utilities.runtests.PyTestReporter.write_exception(),0.26
sympy.stats.crv_types.ShiftedGompertzDistribution.pdf(),0.21
sympy.core.relational.Relational.canonical(),0.18
sympy.utilities.runtests.PyTestReporter.finish(),0.16
sympy.utilities.runtests.PyTestReporter.leaving_filename(),0.07
sympy.utilities.runtests.PyTestReporter.test_skip(),0.05
sympy.stats.crv_types.ShiftedGompertz(),0.04
sympy.integrals.rubi.rules.hyperbolic.hyperbolic(),0.03
