Method,Suspiciousness
sympy.functions.elementary.trigonometric.cot._eval_is_real(),1.0
sympy.functions.elementary.trigonometric.cot._eval_is_finite(),0.98
sympy.functions.elementary.trigonometric.tan._eval_is_finite(),0.94
sympy.integrals.rubi.parsetools.parse.rubi_rule_parser(),0.93
sympy.functions.elementary.trigonometric.tan.eval(),0.92
sympy.core.mul.Mul._eval_is_antihermitian(),0.85
sympy.functions.elementary.trigonometric.cot.eval(),0.81
sympy.physics.quantum.cg._check_cg_simp(),0.79
sympy.integrals.rubi.rules.exponential.exponential(),0.78
sympy.integrals.rubi.rules.tangent.tangent(),0.75
sympy.integrals.rubi.rules.inverse_trig.inverse_trig(),0.56
sympy.functions.special.error_functions.li._eval_rewrite_as_meijerg(),0.51
sympy.functions.special.error_functions.li._eval_rewrite_as_Shi(),0.5
sympy.integrals.rubi.rules.inverse_hyperbolic.inverse_hyperbolic(),0.47
sympy.core.cache.wrapper(),0.46
sympy.core.numbers.Integer.__mod__(),0.44
sympy.integrals.rubi.rules.hyperbolic.hyperbolic(),0.42
sympy.core.mul.Mul.flatten(),0.41
sympy.utilities.runtests.PyTestReporter.write_exception(),0.36
sympy.utilities.runtests.PyTestReporter.finish(),0.32
sympy.utilities.runtests.PyTestReporter.leaving_filename(),0.27
sympy.utilities.runtests.PyTestReporter.test_exception(),0.19
sympy.core.evalf.evalf(),0.15
sympy.functions.elementary.hyperbolic.coth._eval_rewrite_as_tractable(),0.08
sympy.functions.elementary.hyperbolic.coth._eval_rewrite_as_exp(),0.06
sympy.functions.elementary.exponential.ExpBase._eval_is_rational(),0.03
sympy.functions.elementary.exponential.ExpBase._eval_is_finite(),0.02
