Method,Suspiciousness
sympy.physics.quantum.qft.Fourier._represent_ZGate(),1.0
sympy.testing.runtests.PyTestReporter.finish(),0.99
sympy.combinatorics.tensor_can.canonicalize(),0.98
sympy.matrices.eigen._jordan_form(),0.97
sympy.utilities.iterables.multiset_permutations(),0.93
sympy.combinatorics.permutations.Permutation.__new__(),0.91
sympy.testing.runtests.PyTestReporter.write_exception(),0.87
sympy.utilities.iterables.uniq(),0.85
sympy.polys.multivariate_resultants.MacaulayResultant.__init__(),0.8
sympy.integrals.rubi.rules.special_functions.replacement6775(),0.79
sympy.combinatorics.tensor_can.tensor_gens(),0.78
sympy.integrals.rubi.rules.special_functions.replacement6774(),0.77
sympy.integrals.rubi.rules.special_functions.replacement6840(),0.76
sympy.testing.runtests.SymPyTests.test_file(),0.74
sympy.matrices.sparse.SparseMatrix._eval_extract(),0.71
sympy.utilities.iterables.has_dups(),0.66
sympy.tensor.index_methods._unique_and_repeated(),0.65
sympy.stats.drv_types.YuleSimonDistribution._sample_scipy(),0.64
sympy.testing.runtests.PyTestReporter.test_exception(),0.63
sympy.matrices.expressions.permutation.MatrixPermute.__new__(),0.62
sympy.utilities.iterables.partitions(),0.6
sympy.tensor.array.dense_ndim_array.DenseNDimArray.reshape(),0.59
sympy.printing.repr.ReprPrinter._print_Permutation(),0.58
sympy.solvers.diophantine.diophantine.partition(),0.54
sympy.utilities.iterables.multiset_partitions(),0.53
sympy.tensor.array.sparse_ndim_array.ImmutableSparseNDimArray.__new__(),0.52
sympy.tensor.array.array_comprehension.ArrayComprehension._calculate_loop_size(),0.44
sympy.combinatorics.subsets.Subset.superset(),0.43
sympy.tensor.array.ndim_array.NDimArray.tolist(),0.4
sympy.combinatorics.tensor_can._is_minimal_bsgs(),0.35
sympy.matrices.expressions.permutation.PermutationMatrix.shape(),0.28
sympy.physics.quantum.qft.Fourier.size(),0.27
sympy.testing.pytest.raises(),0.23
sympy.tensor.array.array_comprehension.ArrayComprehension.__new__(),0.21
sympy.functions.elementary.trigonometric.cot._eval_expand_trig(),0.19
sympy.stats.crv_types.GaussianInverseDistribution.sample(),0.17
sympy.combinatorics.permutations.Permutation._eval_Eq(),0.15
sympy.functions.elementary.trigonometric.asec._eval_rewrite_as_acot(),0.14
sympy.sets.sets.ProductSet._eval_Eq(),0.13
sympy.plotting.pygletplot.plot.ScreenShot._execute_saving(),0.12
sympy.stats.rv.sample_iter(),0.11
sympy.plotting.pygletplot.plot.ScreenShot.save(),0.1
sympy.functions.elementary.trigonometric.asec._eval_rewrite_as_acsc(),0.08
sympy.core.mul.Mul._eval_is_composite(),0.06
sympy.combinatorics.permutations.Cycle.list(),0.05
sympy.physics.optics.utils.transverse_magnification(),0.02
sympy.printing.maple.MapleCodePrinter._print_Identity(),0.01
