Method,Suspiciousness
sympy.functions.combinatorial.numbers.bell.eval(),1.0
sympy.functions.combinatorial.numbers.bell._bell_poly(),0.98
sympy.utilities.runtests.PyTestReporter.write_exception(),0.92
sympy.integrals.integrals.Integral.doit(),0.9
sympy.utilities.runtests.PyTestReporter.finish(),0.87
sympy.physics.optics.utils.lens_formula(),0.86
sympy.utilities.runtests.PyTestReporter.leaving_filename(),0.84
sympy.benchmarks.bench_meijerint.E(),0.8
sympy.utilities.runtests.PyTestReporter.test_fail(),0.76
sympy.functions.elementary.piecewise.Piecewise._sort_expr_cond(),0.75
sympy.utilities.runtests.SymPyTests.test_file(),0.74
sympy.series.limitseq.dominant(),0.69
sympy.functions.combinatorial.numbers.bell._bell(),0.68
sympy.integrals.rubi.parsetools.parse.rubi_rule_parser(),0.63
sympy.core.mul.Mul._eval_expand_mul(),0.61
sympy.stats.crv.ContinuousDistributionHandmade.__new__(),0.5
sympy.core.mul.Mul._expandsums(),0.49
sympy.concrete.delta.deltaproduct(),0.48
sympy.assumptions.handlers.calculus.AskFiniteHandler.Add(),0.47
sympy.utilities.memoization.g(),0.46
sympy.core.numbers.Infinity._eval_power(),0.45
sympy.core.expr.Expr.__radd__(),0.42
sympy.core.mul._keep_coeff(),0.4
sympy.printing.pretty.pretty.PrettyPrinter._print_Reals(),0.38
sympy.integrals.meijerint.meijerint_inversion(),0.37
sympy.core.numbers.Integer._eval_is_composite(),0.35
sympy.calculus.util.AccumulationBounds.__pow__(),0.33
sympy.calculus.util.AccumulationBounds.__div__(),0.32
sympy.calculus.util.AccumulationBounds.__contains__(),0.3
sympy.solvers.solveset._extract_main_soln(),0.26
sympy.physics.quantum.state.Wavefunction.limits(),0.25
sympy.ntheory.primetest.isprime(),0.24
sympy.core.basic.Basic.compare(),0.23
sympy.core.numbers.Integer._eval_is_prime(),0.21
sympy.simplify.radsimp.fraction(),0.2
sympy.series.gruntz.gruntz(),0.19
sympy.solvers.solveset._solve_using_known_values(),0.17
sympy.functions.special.hyper.meijerg.__new__(),0.11
sympy.core.numbers.NegativeInfinity._eval_power(),0.1
sympy.core.basic.Basic.subs(),0.05
sympy.core.basic._aresame(),0.03
sympy.series.limits.limit(),0.01
