Method,Suspiciousness
sympy.core.numbers.Integer._eval_is_prime(),1.0
sympy.printing.ccode.C89CodePrinter._print_Float(),0.97
sympy.matrices.expressions.matexpr.MatrixSymbol.name(),0.96
sympy.core.power.Pow._eval_is_complex(),0.95
sympy.utilities.codegen.codegen(),0.94
sympy.matrices.expressions.applyfunc.ElementwiseApplyFunction._eval_derivative_matrix_lines(),0.93
sympy.matrices.expressions.matexpr.MatrixSymbol.shape(),0.92
sympy.matrices.expressions.matexpr.MatrixSymbol.__new__(),0.91
sympy.utilities.runtests.PyTestReporter.finish(),0.88
sympy.utilities.runtests.PyTestReporter.write_exception(),0.87
sympy.parsing.autolev._listener_autolev_antlr.MyListener.exitFunctionCall(),0.86
sympy.parsing.autolev._listener_autolev_antlr.MyListener.exitFunction(),0.84
sympy.ntheory.primetest.isprime(),0.78
sympy.utilities.autowrap.CythonCodeWrapper._prototype_arg(),0.73
sympy.parsing.autolev._listener_autolev_antlr.MyListener.exitMulDiv(),0.72
sympy.matrices.expressions.matexpr.MatrixExpr.from_index_summation(),0.7
sympy.utilities.runtests.PyTestReporter.test_fail(),0.69
sympy.matrices.expressions.blockmatrix.block_collapse(),0.68
sympy.codegen.array_utils.recognize_matrix_expression(),0.66
sympy.utilities.runtests.SymPyTests.test_file(),0.64
sympy.plotting.pygletplot.util.model_to_screen(),0.59
sympy.plotting.pygletplot.util.screen_to_model(),0.58
sympy.core.evalf.pure_complex(),0.56
sympy.core.evalf.complex_accuracy(),0.55
sympy.core.evalf.iszero(),0.53
sympy.matrices.expressions.hadamard.HadamardPower._eval_derivative_matrix_lines(),0.5
sympy.matrices.expressions.matexpr._LeftRightArgs._multiply_pointer(),0.49
sympy.core.logic._fuzzy_group(),0.48
sympy.matrices.expressions.matpow.MatPow._eval_derivative_matrix_lines(),0.47
sympy.core.power.Pow._eval_is_algebraic(),0.46
sympy.codegen.array_utils.CodegenArrayPermuteDims.nest_permutation(),0.45
sympy.core.power.Pow._eval_evalf(),0.44
sympy.matrices.expressions.hadamard.HadamardProduct._eval_derivative_matrix_lines(),0.43
sympy.core.evalf.bitcount(),0.42
sympy.codegen.array_utils.CodegenArrayContraction._get_index_shifts(),0.41
sympy.core.mul.Mul._eval_herm_antiherm(),0.4
sympy.utilities.autowrap.CythonCodeWrapper._prepare_files(),0.39
sympy.core.mul.Mul._eval_real_imag(),0.38
sympy.plotting.plot.centers_of_segments(),0.37
sympy.utilities.autowrap.ufuncify(),0.36
sympy.core.expr.Expr._eval_is_positive(),0.34
sympy.utilities.codegen.CodeGen.routine(),0.31
sympy.core.mul.Mul._eval_is_imaginary(),0.26
sympy.simplify.cse_main.tree_cse(),0.25
sympy.core.mul.Mul._eval_is_irrational(),0.24
sympy.core.operations.AssocOp._matches_commutative(),0.22
sympy.printing.rust.RustCodePrinter._print_Pow(),0.2
sympy.core.function.Function.bad(),0.19
sympy.utilities.iterables.sift(),0.16
sympy.printing.latex.LatexPrinter._print_UnifiedTransform(),0.15
sympy.integrals.manualintegrate.trig_sindouble_rule(),0.11
sympy.utilities.autowrap.binary_function(),0.1
sympy.core.power.Pow._eval_is_finite(),0.09
sympy.printing.ccode.C89CodePrinter._print_ITE(),0.05
sympy.printing.latex.LatexPrinter._print_euler(),0.04
sympy.core.power.Pow._eval_is_imaginary(),0.03
sympy.core.power.Pow._eval_is_positive(),0.02
