Method,Suspiciousness
sympy.utilities.iterables.multiset_partitions(),1.0
sympy.testing.runtests.PyTestReporter.finish(),0.99
sympy.combinatorics.partitions.RGS_enum(),0.97
sympy.printing.theanocode.theano_function(),0.95
sympy.utilities.enumerative.multiset_partitions_taocp(),0.93
sympy.utilities.iterables.ordered_partitions(),0.92
sympy.utilities.iterables.partitions(),0.9
sympy.testing.runtests.PyTestReporter.write_exception(),0.89
sympy.testing.runtests.SymPyTests.test_file(),0.85
sympy.functions.combinatorial.numbers.stirling(),0.81
sympy.functions.combinatorial.numbers.nT(),0.8
sympy.utilities.iterables._set_partitions(),0.78
sympy.utilities.iterables._partition(),0.77
sympy.utilities.enumerative.MultisetPartitionTraverser.decrement_part_small(),0.76
sympy.testing.runtests.PyTestReporter.test_fail(),0.75
sympy.utilities.enumerative.list_visitor(),0.7
sympy.solvers.diophantine.diophantine.partition(),0.69
sympy.utilities.iterables.kbins(),0.54
sympy.combinatorics.partitions.Partition.sort_key(),0.45
sympy.utilities.iterables.uniq(),0.35
sympy.combinatorics.partitions.Partition.__le__(),0.34
sympy.combinatorics.partitions.Partition.RGS(),0.21
sympy.combinatorics.partitions.Partition.from_rgs(),0.15
sympy.utilities.enumerative.factoring_visitor(),0.08
sympy.functions.elementary.trigonometric.cot._eval_rewrite_as_pow(),0.06
