Method,Suspiciousness
sympy.testing.runtests.PyTestReporter.finish(),0.99
sympy.testing.runtests.PyTestReporter.write_exception(),0.88
sympy.testing.runtests.SymPyTests.test_file(),0.85
sympy.tensor.array.arrayop.tensordiagonal(),0.82
sympy.tensor.array.arrayop.tensorproduct(),0.8
sympy.testing.runtests.PyTestReporter.test_exception(),0.75
sympy.functions.elementary.trigonometric.acot._eval_is_positive(),0.63
sympy.tensor.array.expressions.array_expressions._EditArrayContraction.__init__(),0.62
sympy.tensor.toperators.PartialDerivative._extract_data(),0.57
sympy.functions.elementary.hyperbolic.acosh._eval_rewrite_as_log(),0.56
sympy.functions.special.bessel.BesselBase.fdiff(),0.52
sympy.tensor.functions.TensorProduct.__new__(),0.51
sympy.ntheory.generate.primorial(),0.49
sympy.printing.pycode.ArrayPrinter._print_ArrayContraction(),0.47
sympy.tensor.tensor.TensExpr.replace_with_arrays(),0.42
sympy.sets.sets.Set.__add__(),0.41
sympy.matrices.expressions.applyfunc.ElementwiseApplyFunction._eval_derivative_matrix_lines(),0.4
sympy.matrices.expressions.matexpr._matrix_derivative(),0.37
sympy.sets.sets.Set._eval_evalf(),0.36
sympy.tensor.array.expressions.arrayexpr_derivatives.matrix_derive(),0.35
sympy.tensor.array.expressions.conv_array_to_matrix.convert_array_to_matrix(),0.32
sympy.sets.sets.Set._infimum_key(),0.31
sympy.tensor.array.expressions.array_expressions.ArrayContraction._get_contraction_links(),0.3
sympy.functions.elementary.hyperbolic.acosh._eval_is_zero(),0.25
sympy.matrices.expressions.matexpr.MatrixExpr.from_index_summation(),0.24
sympy.matrices.expressions.matexpr._matrix_derivative_old_algorithm(),0.23
sympy.matrices.expressions.hadamard.HadamardProduct._eval_derivative_matrix_lines(),0.22
sympy.functions.elementary.trigonometric.cot._eval_rewrite_as_cos(),0.21
sympy.geometry.curve.Curve.rotate(),0.2
sympy.functions.special.bessel.BesselBase.order(),0.19
sympy.printing.pycode.ArrayPrinter._arrayify(),0.13
sympy.polys.euclidtools._dup_rr_trivial_gcd(),0.11
sympy.polys.densetools.dmp_clear_denoms(),0.1
sympy.tensor.array.arrayop.tensorcontraction(),0.09
sympy.tensor.array.ndim_array.NDimArray.diff(),0.07
sympy.sets.ordinals.Ordinal.__new__(),0.05
sympy.matrices.matrices.MatrixCalculus.diff(),0.03
