Statement,Suspiciousness
sympy.core.expr#399,1.0
sympy.integrals.rubi.utility_function#5697,0.99
sympy.integrals.rubi.utility_function#5642,0.98
sympy.integrals.rubi.utility_function#5696,0.97
sympy.core.expr#406,0.96
sympy.core.expr#401,0.95
sympy.core.expr#404,0.94
sympy.integrals.rubi.utility_function#6295,0.93
sympy.integrals.rubi.utility_function#6291,0.92
sympy.utilities.runtests#2240,0.91
sympy.utilities.runtests#2140,0.9
sympy.utilities.runtests#2139,0.89
sympy.solvers.ode#7541,0.88
sympy.utilities.runtests#2232,0.87
sympy.utilities.runtests#2234,0.86
sympy.matrices.expressions.matexpr#1086,0.85
sympy.utilities.runtests#2238,0.84
sympy.utilities.runtests#872,0.83
sympy.solvers.ode#2364,0.82
sympy.utilities.runtests#2263,0.81
sympy.utilities.runtests#2340,0.8
sympy.integrals.integrals#1138,0.79
bin.coverage_doctest#568,0.78
sympy.utilities.runtests#2339,0.77
sympy.utilities.runtests#1272,0.76
sympy.matrices.dense#18,0.75
sympy.utilities.runtests#1271,0.74
sympy.integrals.rubi.utility_function#15,0.73
sympy.simplify.simplify#1509,0.72
sympy.matrices.matrices#26,0.71
sympy.utilities.runtests#1279,0.7
sympy.utilities.runtests#1275,0.69
sympy.utilities.runtests#1287,0.68
sympy.utilities.runtests#1286,0.67
sympy.concrete.products#320,0.66
sympy.logic.boolalg#2332,0.65
sympy.matrices.common#23,0.64
sympy.simplify.trigsimp#1132,0.63
sympy.simplify.trigsimp#1124,0.62
sympy.simplify.trigsimp#1129,0.61
sympy.integrals.rubi.utility_function#5975,0.6
sympy.simplify.trigsimp#1121,0.59
sympy.simplify.trigsimp#1170,0.58
sympy.integrals.rubi.utility_function#6287,0.57
sympy.simplify.trigsimp#1176,0.56
bin.generate_test_list#46,0.55
sympy.utilities.autowrap#436,0.54
sympy.simplify.trigsimp#1189,0.53
sympy.solvers.ode#198,0.52
sympy.solvers.ode#5588,0.51
bin.generate_module_list#42,0.5
sympy.core.expr#3462,0.49
sympy.simplify.trigsimp#1181,0.48
sympy.integrals.rubi.constraints#115,0.47
sympy.solvers.ode#5585,0.46
sympy.core.numbers#593,0.45
sympy.matrices.matrices#1243,0.44
sympy.core.numbers#595,0.43
sympy.integrals.rubi.rules.piecewise_linear#115,0.42
sympy.utilities.pytest#9,0.41
sympy.integrals.rubi.rules.linear_products#115,0.4
sympy.utilities.pytest#3,0.39
sympy.integrals.rubi.rules.miscellaneous_integration#115,0.38
sympy.utilities.pytest#5,0.37
sympy.integrals.rubi.rules.integrand_simplification#115,0.36
sympy.utilities.pytest#8,0.35
sympy.simplify.trigsimp#1090,0.34
sympy.integrals.rubi.rules.sine#115,0.33
sympy.simplify.trigsimp#1089,0.32
sympy.functions.elementary.piecewise#1055,0.31
sympy.simplify.trigsimp#1092,0.3
sympy.integrals.rubi.rules.logarithms#115,0.29
sympy.integrals.rubi.rules.special_functions#115,0.28
sympy.simplify.trigsimp#1101,0.27
sympy.core.add#876,0.26
sympy.simplify.trigsimp#1100,0.25
sympy.polys.polyclasses#176,0.24
sympy.integrals.rubi.utility_function#5971,0.23
sympy.integrals.rubi.utility_function#5967,0.22
sympy.solvers.ode#7808,0.21
sympy.polys.polyclasses#172,0.2
sympy.solvers.ode#7334,0.19
sympy.utilities.pytest#1,0.18
sympy.polys.domains.ring#18,0.17
sympy.integrals.rubi.utility_function#5647,0.16
sympy.integrals.rubi.utility_function#6392,0.15
sympy.simplify.fu#1587,0.14
sympy.physics.hep.gamma_matrices#74,0.13
sympy.integrals.rubi.utility_function#5702,0.12
sympy.polys.polyclasses#272,0.11
sympy.polys.polytools#240,0.1
sympy.polys.domains.domain#265,0.09
sympy.integrals.rubi.utility_function#6396,0.08
sympy.geometry.ellipse#18,0.07
sympy.polys.domains.domain#268,0.06
sympy.polys.domains.domain#245,0.05
sympy.polys.polytools#6327,0.04
sympy.core.numbers#640,0.03
sympy.core.mul#1806,0.02
sympy.core.numbers#628,0.01
