Statement,Suspiciousness
sympy.parsing.latex._antlr.latexparser#2342,1.000000000000
sympy.parsing.latex._antlr.latexparser#862,0.945945945946
sympy.parsing.latex._antlr.latexparser#944,0.945945945946
sympy.parsing.latex._antlr.latexparser#2105,0.567279241731
sympy.parsing.latex._antlr.latexparser#2234,0.540540540541
sympy.polys.polymatrix#31,0.309483991782
sympy.integrals.rubi.parsetools.parse#408,0.264304246388
sympy.integrals.rubi.rules.binomial_products#7,0.264304246388
sympy.integrals.rubi.rules.exponential#7,0.264304246388
sympy.integrals.rubi.rules.hyperbolic#7,0.264304246388
sympy.integrals.rubi.rules.integrand_simplification#7,0.264304246388
sympy.integrals.rubi.rules.inverse_hyperbolic#7,0.264304246388
sympy.integrals.rubi.rules.inverse_trig#7,0.264304246388
sympy.integrals.rubi.rules.linear_products#7,0.264304246388
sympy.integrals.rubi.rules.logarithms#7,0.264304246388
sympy.integrals.rubi.rules.miscellaneous_algebraic#7,0.264304246388
sympy.integrals.rubi.rules.miscellaneous_integration#7,0.264304246388
sympy.integrals.rubi.rules.miscellaneous_trig#7,0.264304246388
sympy.integrals.rubi.rules.piecewise_linear#7,0.264304246388
sympy.integrals.rubi.rules.quadratic_products#7,0.264304246388
sympy.integrals.rubi.rules.secant#7,0.264304246388
sympy.integrals.rubi.rules.sine#7,0.264304246388
sympy.integrals.rubi.rules.tangent#7,0.264304246388
sympy.integrals.rubi.rules.trinomial_products#7,0.264304246388
sympy.polys.polymatrix#16,0.263091240506
sympy.polys.polymatrix#32,0.256865743681
sympy.simplify.ratsimp#204,0.237251162039
sympy.interactive.session#464,0.222583387876
sympy.integrals.rationaltools#274,0.218573054912
sympy.polys.polymatrix#20,0.218573054912
sympy.polys.polymatrix#21,0.218573054912
sympy.polys.polymatrix#28,0.218573054912
sympy.polys.polymatrix#29,0.218573054912
sympy.polys.polytools#1471,0.218573054912
sympy.polys.polytools#1595,0.218573054912
sympy.polys.polytools#2574,0.218573054912
sympy.polys.polytools#2966,0.218573054912
sympy.polys.polytools#3065,0.218573054912
sympy.polys.polytools#3682,0.218573054912
sympy.polys.polytools#3685,0.218573054912
sympy.polys.polytools#5740,0.218573054912
sympy.polys.polytools#5749,0.218573054912
sympy.solvers.solveset#535,0.210472992405
sympy.polys.specialpolys#149,0.204247495580
sympy.solvers.ode#7290,0.201605003617
sympy.solvers.ode#7431,0.201605003617
sympy.polys.polyroots#733,0.190858410763
sympy.parsing.latex._antlr.latexparser#705,0.188900863352
sympy.parsing.latex._antlr.latexparser#793,0.188900863352
sympy.polys.specialpolys#94,0.176230334889
sympy.printing.pretty.pretty#518,0.175861332269
sympy.printing.pretty.pretty#619,0.175861332269
sympy.polys.polytools#1592,0.171243829121
sympy.polys.polytools#2417,0.171243829121
sympy.polys.polytools#6634,0.171243829121
sympy.polys.polytools#6901,0.171243829121
sympy.polys.polytools#6957,0.171243829121
sympy.printing.pretty.pretty#2012,0.165412514602
sympy.printing.pretty.pretty#2024,0.165412514602
sympy.polys.polyroots#775,0.161904775557
sympy.solvers.inequalities#32,0.161904775557
sympy.solvers.inequalities#35,0.161904775557
sympy.solvers.inequalities#38,0.161904775557
sympy.parsing.latex._antlr.latexparser#467,0.161873836325
sympy.printing.pretty.pretty#1636,0.159251809346
sympy.integrals.rde#430,0.157854744304
sympy.integrals.rde#464,0.157854744304
sympy.integrals.rde#472,0.157854744304
sympy.integrals.risch#1020,0.157854744304
sympy.integrals.risch#1058,0.157854744304
sympy.integrals.risch#1093,0.157854744304
sympy.integrals.risch#949,0.157854744304
sympy.integrals.rubi.rules.inverse_hyperbolic#2709,0.157854744304
sympy.integrals.rubi.rules.inverse_hyperbolic#2713,0.157854744304
sympy.integrals.rubi.rules.inverse_trig#2569,0.157854744304
sympy.integrals.rubi.rules.inverse_trig#2573,0.157854744304
sympy.polys.agca.ideals#196,0.157854744304
sympy.polys.orthopolys#109,0.157854744304
sympy.polys.orthopolys#111,0.157854744304
sympy.polys.orthopolys#147,0.157854744304
sympy.polys.orthopolys#149,0.157854744304
sympy.polys.orthopolys#185,0.157854744304
sympy.polys.orthopolys#187,0.157854744304
sympy.polys.orthopolys#226,0.157854744304
sympy.polys.orthopolys#228,0.157854744304
sympy.polys.orthopolys#265,0.157854744304
sympy.polys.orthopolys#267,0.157854744304
sympy.polys.orthopolys#313,0.157854744304
