Statement,Suspiciousness
sympy.core.compatibility#286,1.0
sympy.plotting.plot#35,0.99
sympy.parsing.autolev.test_examples.ruletest5#32,0.98
sympy.matrices.expressions.matexpr#670,0.97
sympy.matrices.expressions.matexpr#663,0.96
sympy.matrices.expressions.matexpr#666,0.95
sympy.utilities.__init__#12,0.94
sympy.matrices.expressions.matexpr#662,0.93
sympy.utilities.runtests#2190,0.92
sympy.vector.operators#5,0.91
sympy.utilities.runtests#2195,0.9
sympy.matrices.expressions.matexpr#417,0.89
sympy.utilities.runtests#2194,0.88
sympy.categories.baseclasses#564,0.87
sympy.categories.baseclasses#566,0.86
doc.generate_logos#248,0.85
sympy.plotting.pygletplot.color_scheme#3,0.84
sympy.codegen.ast#557,0.83
sympy.utilities.runtests#2231,0.82
sympy.utilities.runtests#2291,0.81
sympy.codegen.ast#428,0.8
sympy.codegen.ast#464,0.79
sympy.utilities.runtests#2290,0.78
sympy.utilities.lambdify#203,0.77
sympy.utilities.runtests#1250,0.76
sympy.utilities.codegen#1545,0.75
sympy.utilities.runtests#1256,0.74
sympy.utilities.runtests#1255,0.73
sympy.utilities.runtests#1241,0.72
sympy.utilities.codegen#1336,0.71
sympy.matrices.expressions.blockmatrix#143,0.7
sympy.matrices.expressions.__init__#8,0.69
sympy.utilities.runtests#1235,0.68
sympy.utilities.runtests#2096,0.67
sympy.utilities.codegen#814,0.66
sympy.printing.octave#502,0.65
sympy.utilities.lambdify#737,0.64
sympy.printing.julia#462,0.63
sympy.printing.rcode#282,0.62
sympy.printing.jscode#181,0.61
sympy.utilities.lambdify#125,0.6
sympy.printing.rust#486,0.59
sympy.core.symbol#86,0.58
sympy.utilities.lambdify#360,0.57
sympy.stats.symbolic_probability#153,0.56
sympy.utilities.lambdify#362,0.55
sympy.utilities.lambdify#382,0.54
sympy.parsing.autolev._listener_autolev_antlr#615,0.53
sympy.utilities.lambdify#158,0.52
sympy.core.basic#1920,0.51
sympy.utilities.lambdify#384,0.5
sympy.core.basic#1921,0.49
sympy.sets.fancysets#286,0.48
sympy.core.basic#1952,0.47
sympy.core.basic#1899,0.46
sympy.core.basic#1913,0.45
sympy.core.basic#1914,0.44
sympy.core.basic#1900,0.43
sympy.physics.quantum.pauli#126,0.42
sympy.core.basic#1908,0.41
sympy.parsing.latex._antlr.latexparser#84,0.4
sympy.core.basic#1903,0.39
sympy.plotting.pygletplot.plot_rotation#43,0.38
sympy.core.basic#411,0.37
sympy.functions.elementary.trigonometric#441,0.36
sympy.physics.quantum.pauli#128,0.35
sympy.core.basic#484,0.34
sympy.core.basic#488,0.33
sympy.functions.elementary.trigonometric#871,0.32
sympy.parsing.autolev.test_examples.ruletest5#21,0.31
sympy.core.basic#1949,0.3
sympy.core.basic#490,0.29
sympy.utilities.lambdify#421,0.28
sympy.utilities.lambdify#394,0.27
sympy.parsing.autolev.test_examples.ruletest7#21,0.26
sympy.physics.quantum.pauli#125,0.25
sympy.utilities.lambdify#504,0.24
sympy.utilities.lambdify#112,0.23
sympy.utilities.codegen#1717,0.22
sympy.simplify.simplify#221,0.21
sympy.utilities.lambdify#503,0.2
sympy.physics.vector.dyadic#275,0.19
sympy.utilities.lambdify#138,0.18
sympy.utilities.lambdify#113,0.17
sympy.utilities.lambdify#137,0.16
sympy.utilities.lambdify#139,0.15
sympy.vector.functions#4,0.14
sympy.utilities.lambdify#147,0.13
sympy.utilities.codegen#292,0.12
sympy.utilities.codegen#387,0.11
sympy.sets.sets#19,0.1
sympy.printing.printer#249,0.09
sympy.physics.units.dimensions#92,0.08
sympy.interactive.session#214,0.07
sympy.utilities.lambdify#401,0.06
sympy.stats.symbolic_probability#156,0.05
sympy.integrals.manualintegrate#795,0.04
sympy.utilities.lambdify#674,0.03
sympy.printing.octave#589,0.02
sympy.printing.julia#547,0.01
