Statement,Suspiciousness
sympy.physics.units.systems.si#75,1.0
sympy.testing.runtests#2268,0.99
sympy.testing.runtests#2267,0.98
sympy.testing.runtests#2269,0.97
sympy.physics.units.unitsystem#62,0.96
sympy.physics.units.unitsystem#73,0.95
sympy.testing.runtests#2273,0.94
sympy.physics.units.unitsystem#169,0.93
sympy.physics.units.util#16,0.92
sympy.testing.runtests#2243,0.91
sympy.testing.runtests#2176,0.9
sympy.physics.units.systems.__init__#4,0.89
sympy.testing.runtests#2175,0.88
sympy.testing.runtests#2272,0.87
sympy.testing.runtests#1308,0.86
sympy.physics.units.systems.si#338,0.85
sympy.testing.runtests#1309,0.84
sympy.physics.units.dimensions#49,0.83
sympy.physics.units.dimensions#455,0.82
sympy.core.expr#3154,0.81
sympy.physics.quantum.hilbert#155,0.8
sympy.testing.runtests#2310,0.79
sympy.testing.runtests#2369,0.78
sympy.core.numbers#1803,0.77
sympy.physics.units.unitsystem#174,0.76
sympy.printing.printer#324,0.75
sympy.physics.units.util#28,0.74
sympy.printing.printer#285,0.73
sympy.physics.units.util#181,0.72
sympy.physics.units.quantities#40,0.71
sympy.physics.units.__init__#262,0.7
sympy.printing.precedence#132,0.69
sympy.printing.precedence#131,0.68
sympy.printing.precedence#129,0.67
sympy.physics.units.unitsystem#163,0.66
sympy.printing.precedence#126,0.65
sympy.printing.precedence#125,0.64
sympy.printing.precedence#123,0.63
sympy.printing.str#40,0.62
sympy.physics.units.quantities#204,0.61
sympy.printing.str#37,0.6
sympy.physics.units.dimensions#184,0.59
sympy.physics.units.unitsystem#39,0.58
sympy.concrete.summations#996,0.57
sympy.physics.units.definitions.dimension_definitions#34,0.56
sympy.printing.str#160,0.55
sympy.printing.str#271,0.54
sympy.printing.str#265,0.53
sympy.physics.units.util#51,0.52
sympy.printing.str#333,0.51
sympy.printing.str#272,0.5
sympy.physics.units.systems.length_weight_time#9,0.49
sympy.physics.units.systems.natural#11,0.48
sympy.printing.str#314,0.47
sympy.printing.str#315,0.46
sympy.physics.units.definitions.dimension_definitions#1,0.45
sympy.printing.precedence#64,0.44
sympy.printing.str#324,0.43
sympy.physics.units.dimensions#443,0.42
sympy.printing.str#326,0.41
sympy.physics.units.unitsystem#170,0.4
sympy.printing.str#322,0.39
sympy.printing.str#374,0.38
sympy.printing.str#321,0.37
sympy.printing.str#356,0.36
sympy.printing.str#355,0.35
sympy.physics.units.systems.si#261,0.34
sympy.physics.units.systems.si#224,0.33
sympy.printing.str#364,0.32
sympy.printing.str#367,0.31
sympy.printing.str#370,0.3
sympy.testing.runtests#1303,0.29
sympy.physics.units.__init__#271,0.28
sympy.utilities.matchpy_connector#273,0.27
sympy.testing.runtests#1301,0.26
sympy.testing.runtests#1288,0.25
sympy.physics.units.dimensions#368,0.24
sympy.physics.units.systems.si#322,0.23
sympy.stats.rv#1300,0.22
sympy.printing.str#681,0.21
sympy.physics.units.systems.si#325,0.2
sympy.core.expr#125,0.19
sympy.physics.units.systems.si#299,0.18
sympy.physics.units.unitsystem#179,0.17
sympy.functions.elementary.exponential#352,0.16
sympy.physics.units.util#193,0.15
sympy.functions.elementary.exponential#349,0.14
sympy.physics.units.dimensions#391,0.13
sympy.functions.elementary.exponential#289,0.12
sympy.physics.units.quantities#83,0.11
sympy.functions.elementary.exponential#288,0.1
sympy.physics.units.definitions.dimension_definitions#12,0.09
sympy.core.mul#2023,0.08
sympy.physics.units.definitions.dimension_definitions#16,0.07
examples.advanced.autowrap_integrators#48,0.06
sympy.core.expr#2323,0.05
sympy.physics.units.definitions.dimension_definitions#37,0.04
sympy.physics.units.definitions.dimension_definitions#33,0.03
sympy.physics.units.definitions.dimension_definitions#35,0.02
sympy.core.expr#2238,0.01
