Statement,Suspiciousness
sympy.parsing.latex._antlr.latexparser#2344,1.0
sympy.parsing.latex._antlr.latexparser#946,0.99
sympy.physics.units.quantities#48,0.98
sympy.parsing.latex._antlr.latexparser#2107,0.97
sympy.parsing.latex._antlr.latexparser#2236,0.96
sympy.core.numbers#1723,0.95
sympy.physics.units.quantities#59,0.94
sympy.parsing.latex._antlr.latexparser#469,0.93
sympy.core.numbers#1758,0.92
sympy.core.numbers#1755,0.91
sympy.physics.units.quantities#69,0.9
sympy.parsing.latex._antlr.latexparser#1378,0.89
sympy.core.numbers#1750,0.88
sympy.parsing.latex._antlr.latexparser#1832,0.87
sympy.parsing.latex._antlr.latexparser#2305,0.86
sympy.parsing.latex._antlr.latexparser#2564,0.85
sympy.parsing.latex._antlr.latexparser#2790,0.84
sympy.core.numbers#1754,0.83
sympy.parsing.latex._antlr.latexparser#856,0.82
sympy.physics.units.quantities#62,0.81
sympy.physics.units.quantities#19,0.8
sympy.physics.units.quantities#18,0.79
sympy.physics.quantum.identitysearch#150,0.78
sympy.physics.units.quantities#14,0.77
sympy.physics.units.quantities#13,0.76
sympy.physics.units.quantities#12,0.75
sympy.core.numbers#1761,0.74
sympy.physics.units.quantities#11,0.73
sympy.integrals.rubi.rules.inverse_hyperbolic#785,0.72
sympy.physics.units.quantities#29,0.71
sympy.physics.quantum.identitysearch#156,0.7
sympy.physics.units.quantities#27,0.69
sympy.interactive.session#352,0.68
sympy.parsing.latex._antlr.latexparser#934,0.67
sympy.parsing.latex._antlr.latexparser#1828,0.66
sympy.physics.units.quantities#23,0.65
sympy.parsing.latex._antlr.latexparser#2399,0.64
sympy.parsing.latex._parse_latex_antlr#12,0.63
sympy.physics.units.quantities#36,0.62
sympy.physics.units.quantities#32,0.61
sympy.physics.units.quantities#31,0.6
doc.src.conf#172,0.59
sympy.physics.units.definitions#13,0.58
sympy.interactive.session#452,0.57
sympy.physics.units.definitions#24,0.56
sympy.matrices.__init__#25,0.55
sympy.integrals.rubi.parsetools.generate_rules#22,0.54
sympy.physics.units.definitions#20,0.53
sympy.matrices.expressions.matmul#98,0.52
sympy.printing.latex#2,0.51
sympy.parsing.latex._antlr.latexparser#2403,0.5
sympy.matrices.expressions.kronecker#147,0.49
sympy.utilities.runtests#1779,0.48
sympy.physics.units.quantities#88,0.47
sympy.physics.units.quantities#82,0.46
sympy.matrices.expressions.adjoint#60,0.45
sympy.physics.units.definitions#78,0.44
sympy.physics.quantum.identitysearch#106,0.43
sympy.physics.units.definitions#76,0.42
sympy.core.trace#130,0.41
sympy.physics.units.quantities#96,0.4
sympy.core.trace#73,0.39
sympy.physics.units.definitions#72,0.38
sympy.physics.units.definitions#74,0.37
sympy.physics.units.definitions#71,0.36
sympy.physics.units.definitions#70,0.35
sympy.physics.vector.printing#348,0.34
sympy.physics.units.definitions#87,0.33
sympy.printing.printer#84,0.32
sympy.parsing.autolev.test-examples.ruletest5#32,0.31
sympy.parsing.latex._antlr.latexparser#2274,0.3
sympy.physics.units.definitions#83,0.29
sympy.parsing.latex._antlr.latexparser#2247,0.28
sympy.parsing.latex._antlr.latexparser#2383,0.27
sympy.core.mul#1367,0.26
sympy.physics.units.definitions#96,0.25
sympy.core.mul#1364,0.24
sympy.printing.precedence#138,0.23
sympy.physics.units.definitions#95,0.22
sympy.physics.vector.printing#45,0.21
sympy.core.mul#1362,0.2
sympy.interactive.session#453,0.19
sympy.physics.vector.printing#372,0.18
sympy.physics.quantum.qexpr#8,0.17
sympy.parsing.autolev.test-examples.ruletest6#16,0.16
sympy.parsing.autolev.test-examples.ruletest5#15,0.15
sympy.physics.quantum.qexpr#3,0.14
sympy.parsing.autolev.test-examples.ruletest5#16,0.13
sympy.parsing.autolev.test-examples.ruletest5#21,0.12
sympy.core.mul#1302,0.11
sympy.parsing.autolev.test-examples.ruletest7#21,0.1
sympy.parsing.latex._parse_latex_antlr#197,0.09
sympy.core.mul#1304,0.08
sympy.core.mul#1371,0.07
sympy.printing.latex#2455,0.06
sympy.core.mul#1307,0.05
sympy.physics.units.quantities#84,0.04
sympy.physics.units.definitions#36,0.03
sympy.physics.units.definitions#34,0.02
sympy.utilities.lambdify#413,0.01
