Method,Suspiciousness,ef,ep
sympy.core.add.Add._eval_is_zero(),1.0,1,0
sympy.core.basic.Basic.compare(),1.0,1,0
sympy.core.cache.wrapper(),1.0,1,0
sympy.core.evalf.evalf(),1.0,1,0
sympy.core.function.Function.bad(),1.0,1,0
sympy.core.mul.Mul._eval_is_antihermitian(),1.0,1,0
sympy.core.mul.Mul._eval_is_irrational(),1.0,1,0
sympy.core.mul.Mul._eval_pos_neg(),1.0,1,0
sympy.core.mul.Mul.as_two_terms(),1.0,1,0
sympy.core.mul.Mul.flatten(),1.0,1,0
sympy.core.numbers.Integer.__mod__(),1.0,1,0
sympy.functions.elementary.exponential.ExpBase._eval_is_finite(),1.0,1,0
sympy.functions.elementary.exponential.ExpBase._eval_is_rational(),1.0,1,0
sympy.functions.elementary.exponential.ExpBase._eval_is_zero(),1.0,1,0
sympy.functions.elementary.exponential.ExpBase.exp(),1.0,1,0
sympy.functions.elementary.exponential.exp._eval_is_algebraic(),1.0,1,0
sympy.functions.elementary.exponential.exp._eval_is_positive(),1.0,1,0
sympy.functions.elementary.exponential.exp._eval_is_real(),1.0,1,0
sympy.functions.elementary.exponential.log._eval_is_real(),1.0,1,0
sympy.functions.elementary.exponential.log._eval_is_zero(),1.0,1,0
sympy.functions.elementary.exponential.log.as_base_exp(),1.0,1,0
sympy.functions.elementary.exponential.log.eval(),1.0,1,0
sympy.functions.elementary.hyperbolic._peeloff_ipi(),1.0,1,0
sympy.functions.elementary.hyperbolic.cosh.eval(),1.0,1,0
sympy.functions.elementary.hyperbolic.coth._eval_rewrite_as_cosh(),1.0,1,0
sympy.functions.elementary.hyperbolic.coth._eval_rewrite_as_exp(),1.0,1,0
sympy.functions.elementary.hyperbolic.coth._eval_rewrite_as_sinh(),1.0,1,0
sympy.functions.elementary.hyperbolic.coth._eval_rewrite_as_tanh(),1.0,1,0
sympy.functions.elementary.hyperbolic.coth._eval_rewrite_as_tractable(),1.0,1,0
sympy.functions.elementary.hyperbolic.coth.eval(),1.0,1,0
sympy.functions.elementary.hyperbolic.sinh.eval(),1.0,1,0
sympy.functions.elementary.trigonometric.TrigonometricFunction._eval_is_rational(),1.0,1,0
sympy.functions.elementary.trigonometric.cos.eval(),1.0,1,0
sympy.functions.elementary.trigonometric.cot._eval_is_finite(),1.0,1,0
sympy.functions.elementary.trigonometric.cot._eval_is_real(),1.0,1,0
sympy.functions.elementary.trigonometric.cot.eval(),1.0,1,0
sympy.functions.elementary.trigonometric.tan._eval_is_finite(),1.0,1,0
sympy.functions.elementary.trigonometric.tan._eval_is_real(),1.0,1,0
sympy.functions.elementary.trigonometric.tan.eval(),1.0,1,0
sympy.utilities.runtests.PyTestReporter.finish(),1.0,1,0
sympy.utilities.runtests.PyTestReporter.leaving_filename(),1.0,1,0
sympy.utilities.runtests.PyTestReporter.test_exception(),1.0,1,0
sympy.utilities.runtests.PyTestReporter.write_exception(),1.0,1,0
sympy.utilities.runtests.SymPyTests.test_file(),1.0,1,0
sympy.core.add.Add._eval_is_imaginary(),0.7071067811865475,1,1
sympy.core.add.Add._eval_is_irrational(),0.7071067811865475,1,1
sympy.core.evalf.EvalfMixin._to_mpmath(),0.7071067811865475,1,1
sympy.core.evalf.pure_complex(),0.7071067811865475,1,1
sympy.core.expr.Expr._from_mpmath(),0.7071067811865475,1,1
sympy.core.expr.Expr.extract_multiplicatively(),0.7071067811865475,1,1
sympy.core.mul.Mul._eval_is_imaginary(),0.7071067811865475,1,1
sympy.core.numbers.Float._as_mpf_val(),0.7071067811865475,1,1
sympy.functions.elementary.hyperbolic.cosh._eval_is_real(),0.7071067811865475,1,1
sympy.functions.elementary.hyperbolic.coth.taylor_term(),0.7071067811865475,1,1
sympy.functions.elementary.hyperbolic.sinh._eval_is_real(),0.7071067811865475,1,1
sympy.functions.elementary.trigonometric.TrigonometricFunction._eval_is_algebraic(),0.7071067811865475,1,1
sympy.core.add.Add.primitive(),0.5773502691896258,1,2
sympy.core.basic.Basic.is_comparable(),0.5773502691896258,1,2
sympy.core.evalf.bitcount(),0.5773502691896258,1,2
sympy.core.evalf.evalf_mul(),0.5773502691896258,1,2
sympy.core.expr.Expr._eval_is_positive(),0.5773502691896258,1,2
sympy.core.expr.Expr.as_coeff_Add(),0.5773502691896258,1,2
sympy.core.exprtools._monotonic_sign(),0.5773502691896258,1,2
sympy.core.function.Function._eval_evalf(),0.5773502691896258,1,2
sympy.core.logic.fuzzy_not(),0.5773502691896258,1,2
sympy.core.mul.Mul._eval_is_algebraic(),0.5773502691896258,1,2
sympy.core.mul.Mul._eval_is_even(),0.5773502691896258,1,2
sympy.core.mul.Mul._eval_is_integer(),0.5773502691896258,1,2
sympy.core.mul.Mul._eval_is_odd(),0.5773502691896258,1,2
sympy.core.mul.Mul._eval_is_rational(),0.5773502691896258,1,2
sympy.core.mul.Mul._eval_real_imag(),0.5773502691896258,1,2
sympy.core.numbers.ComplexInfinity.__neg__(),0.5773502691896258,1,2
sympy.core.numbers.Float.__gt__(),0.5773502691896258,1,2
sympy.core.numbers.Float._eval_is_infinite(),0.5773502691896258,1,2
sympy.core.numbers.NumberSymbol.__eq__(),0.5773502691896258,1,2
sympy.core.numbers.Rational.as_coeff_Add(),0.5773502691896258,1,2
sympy.functions.elementary.hyperbolic.cosh._eval_is_finite(),0.5773502691896258,1,2
sympy.functions.elementary.hyperbolic.sinh._eval_is_finite(),0.5773502691896258,1,2
sympy.functions.elementary.trigonometric._pi_coeff(),0.5773502691896258,1,2
sympy.functions.elementary.trigonometric.sin.eval(),0.5773502691896258,1,2
sympy.ntheory.primetest.isprime(),0.5773502691896258,1,2
sympy.core.basic.Atom._eval_simplify(),0.5,1,3
sympy.core.expr.Expr.__radd__(),0.5,1,3
sympy.core.expr.Expr.args_cnc(),0.5,1,3
sympy.core.expr.Expr.as_coeff_exponent(),0.5,1,3
sympy.core.expr.Expr.as_coefficient(),0.5,1,3
sympy.core.expr.Expr.coeff(),0.5,1,3
sympy.core.function.Function._eval_is_commutative(),0.5,1,3
sympy.core.function.Function._eval_is_complex(),0.5,1,3
sympy.core.function.Function.as_base_exp(),0.5,1,3
sympy.core.function._coeff_isneg(),0.5,1,3
sympy.core.logic._fuzzy_group(),0.5,1,3
sympy.core.logic.fuzzy_bool(),0.5,1,3
sympy.core.mul.Mul._eval_herm_antiherm(),0.5,1,3
sympy.core.mul.Mul._eval_power(),0.5,1,3
sympy.core.numbers.Float.__eq__(),0.5,1,3
sympy.core.numbers.Integer.__add__(),0.5,1,3
sympy.core.numbers.Integer._eval_power(),0.5,1,3
sympy.core.numbers.Rational.__abs__(),0.5,1,3
sympy.core.numbers.Rational.__eq__(),0.5,1,3
sympy.core.numbers.Rational.__int__(),0.5,1,3
sympy.core.numbers.Rational.__mod__(),0.5,1,3
sympy.core.numbers.Rational.__new__(),0.5,1,3
sympy.core.numbers.Rational.__rsub__(),0.5,1,3
sympy.core.numbers.Rational.__sub__(),0.5,1,3
sympy.core.numbers.Rational._eval_power(),0.5,1,3
sympy.core.numbers.Rational.factors(),0.5,1,3
sympy.core.power.Pow._eval_nseries(),0.5,1,3
sympy.core.power.Pow.as_base_exp(),0.5,1,3
sympy.core.power.integer_nthroot(),0.5,1,3
sympy.functions.special.polynomials.OrthogonalPolynomial._eval_at_order(),0.5,1,3
sympy.functions.special.polynomials.chebyshevt.eval(),0.5,1,3
sympy.ntheory.factor_.factorint(),0.5,1,3
sympy.ntheory.factor_.factorrat(),0.5,1,3
sympy.ntheory.factor_.multiplicity(),0.5,1,3
sympy.ntheory.factor_.perfect_power(),0.5,1,3
sympy.ntheory.generate.nextprime(),0.5,1,3
sympy.ntheory.generate.primerange(),0.5,1,3
sympy.polys.densebasic._rec_strip(),0.5,1,3
sympy.polys.densebasic._rec_validate(),0.5,1,3
sympy.polys.densebasic.dmp_validate(),0.5,1,3
sympy.polys.orthopolys.chebyshevt_poly(),0.5,1,3
sympy.polys.orthopolys.dup_chebyshevt(),0.5,1,3
sympy.polys.polyclasses.DMP.__init__(),0.5,1,3
sympy.series.order.Order.contains(),0.5,1,3
sympy.core.add.Add.flatten(),0.4472135954999579,1,4
sympy.core.function.Function._should_evalf(),0.4472135954999579,1,4
sympy.core.function.Function.is_commutative(),0.4472135954999579,1,4
sympy.core.mul.Mul._eval_as_leading_term(),0.4472135954999579,1,4
sympy.core.mul.Mul.as_numer_denom(),0.4472135954999579,1,4
sympy.core.numbers.Integer.__sub__(),0.4472135954999579,1,4
sympy.core.numbers.Integer._eval_is_composite(),0.4472135954999579,1,4
sympy.core.numbers.Number.as_coeff_mul(),0.4472135954999579,1,4
sympy.core.numbers.Rational.__add__(),0.4472135954999579,1,4
sympy.core.numbers.Rational.__lt__(),0.4472135954999579,1,4
sympy.core.numbers.Rational.__mul__(),0.4472135954999579,1,4
sympy.core.numbers.Zero.__neg__(),0.4472135954999579,1,4
sympy.core.power.Pow.__new__(),0.4472135954999579,1,4
sympy.functions.combinatorial.factorials.binomial._eval(),0.4472135954999579,1,4
sympy.functions.combinatorial.factorials.binomial.eval(),0.4472135954999579,1,4
sympy.functions.combinatorial.numbers._product(),0.4472135954999579,1,4
sympy.functions.combinatorial.numbers.bernoulli._calc_bernoulli(),0.4472135954999579,1,4
sympy.functions.combinatorial.numbers.bernoulli.eval(),0.4472135954999579,1,4
sympy.functions.elementary.hyperbolic.tanh.eval(),0.4472135954999579,1,4
