Method,Suspiciousness,ef,ep
sympy.core.exprtools.Factors.as_expr(),1.0,1,0
sympy.core.exprtools.Factors.gcd(),1.0,1,0
sympy.ntheory.generate.nextprime(),1.0,1,0
sympy.polys.densebasic.dmp_inflate(),1.0,1,0
sympy.polys.densebasic.dmp_multi_deflate(),1.0,1,0
sympy.polys.densebasic.dup_terms_gcd(),1.0,1,0
sympy.polys.factortools.dmp_factor_list(),1.0,1,0
sympy.polys.factortools.dup_factor_list(),1.0,1,0
sympy.polys.polyclasses.DMP.sqf_list(),1.0,1,0
sympy.polys.polytools.Poly.sqf_list(),1.0,1,0
sympy.polys.polytools._sorted_factors(),1.0,1,0
sympy.polys.polytools.key(),1.0,1,0
sympy.polys.polytools.sqf_list(),1.0,1,0
sympy.polys.rationaltools._together(),1.0,1,0
sympy.polys.sqfreetools.dmp_sqf_list(),1.0,1,0
sympy.polys.sqfreetools.dup_sqf_list(),1.0,1,0
sympy.testing.runtests.PyTestReporter.finish(),1.0,1,0
sympy.testing.runtests.PyTestReporter.leaving_filename(),1.0,1,0
sympy.testing.runtests.PyTestReporter.test_fail(),1.0,1,0
sympy.testing.runtests.PyTestReporter.write_exception(),1.0,1,0
sympy.testing.runtests.SymPyTests.test_file(),1.0,1,0
sympy.core.basic.Basic._xreplace(),0.7071067811865475,1,1
sympy.core.basic.Basic.is_comparable(),0.7071067811865475,1,1
sympy.core.basic.Basic.xreplace(),0.7071067811865475,1,1
sympy.core.expr.Expr.__rdiv__(),0.7071067811865475,1,1
sympy.core.expr.Expr.as_coeff_mul(),0.7071067811865475,1,1
sympy.core.exprtools.Factors.__init__(),0.7071067811865475,1,1
sympy.core.exprtools.Factors.div(),0.7071067811865475,1,1
sympy.core.exprtools.Factors.is_zero(),0.7071067811865475,1,1
sympy.core.exprtools.Factors.lcm(),0.7071067811865475,1,1
sympy.core.exprtools.Factors.mul(),0.7071067811865475,1,1
sympy.core.exprtools.Factors.normal(),0.7071067811865475,1,1
sympy.core.exprtools.Factors.quo(),0.7071067811865475,1,1
sympy.core.exprtools.Term.__init__(),0.7071067811865475,1,1
sympy.core.exprtools.Term.as_expr(),0.7071067811865475,1,1
sympy.core.exprtools.Term.gcd(),0.7071067811865475,1,1
sympy.core.exprtools.Term.inv(),0.7071067811865475,1,1
sympy.core.exprtools.Term.mul(),0.7071067811865475,1,1
sympy.core.exprtools.Term.quo(),0.7071067811865475,1,1
sympy.core.exprtools._gcd_terms(),0.7071067811865475,1,1
sympy.core.exprtools.gcd_terms(),0.7071067811865475,1,1
sympy.core.exprtools.mask(),0.7071067811865475,1,1
sympy.core.numbers.Float.__new__(),0.7071067811865475,1,1
sympy.core.numbers.NegativeInfinity._eval_evalf(),0.7071067811865475,1,1
sympy.core.numbers.NegativeInfinity.evalf(),0.7071067811865475,1,1
sympy.core.numbers.Rational.__new__(),0.7071067811865475,1,1
sympy.core.numbers.Rational.gcd(),0.7071067811865475,1,1
sympy.core.sympify.sympify(),0.7071067811865475,1,1
sympy.polys.densearith.dmp_add(),0.7071067811865475,1,1
sympy.polys.densearith.dmp_add_term(),0.7071067811865475,1,1
sympy.polys.densearith.dmp_div(),0.7071067811865475,1,1
sympy.polys.densearith.dmp_max_norm(),0.7071067811865475,1,1
sympy.polys.densearith.dmp_mul(),0.7071067811865475,1,1
sympy.polys.densearith.dmp_mul_ground(),0.7071067811865475,1,1
sympy.polys.densearith.dmp_mul_term(),0.7071067811865475,1,1
sympy.polys.densearith.dmp_quo(),0.7071067811865475,1,1
sympy.polys.densearith.dmp_rr_div(),0.7071067811865475,1,1
sympy.polys.densearith.dmp_sub(),0.7071067811865475,1,1
sympy.polys.densearith.dup_abs(),0.7071067811865475,1,1
sympy.polys.densearith.dup_add(),0.7071067811865475,1,1
sympy.polys.densearith.dup_add_term(),0.7071067811865475,1,1
sympy.polys.densearith.dup_max_norm(),0.7071067811865475,1,1
sympy.polys.densearith.dup_mul(),0.7071067811865475,1,1
sympy.polys.densearith.dup_mul_ground(),0.7071067811865475,1,1
sympy.polys.densearith.dup_mul_term(),0.7071067811865475,1,1
sympy.polys.densearith.dup_rr_div(),0.7071067811865475,1,1
sympy.polys.densearith.dup_sqr(),0.7071067811865475,1,1
sympy.polys.densearith.dup_sub(),0.7071067811865475,1,1
sympy.polys.densebasic._rec_degree_list(),0.7071067811865475,1,1
sympy.polys.densebasic.dmp_degree_list(),0.7071067811865475,1,1
sympy.polys.densebasic.dmp_exclude(),0.7071067811865475,1,1
sympy.polys.densebasic.dmp_ground_LC(),0.7071067811865475,1,1
sympy.polys.densebasic.dmp_ground_TC(),0.7071067811865475,1,1
sympy.polys.densebasic.dmp_ground_p(),0.7071067811865475,1,1
sympy.polys.densebasic.dmp_include(),0.7071067811865475,1,1
sympy.polys.densebasic.dmp_one(),0.7071067811865475,1,1
sympy.polys.densebasic.dmp_one_p(),0.7071067811865475,1,1
sympy.polys.densebasic.dmp_strip(),0.7071067811865475,1,1
sympy.polys.densebasic.dmp_terms_gcd(),0.7071067811865475,1,1
sympy.polys.densebasic.dmp_zeros(),0.7071067811865475,1,1
sympy.polys.densebasic.dup_degree(),0.7071067811865475,1,1
sympy.polys.densebasic.poly_LC(),0.7071067811865475,1,1
sympy.polys.densebasic.poly_TC(),0.7071067811865475,1,1
sympy.polys.densetools._rec_eval_tail(),0.7071067811865475,1,1
sympy.polys.densetools.dmp_diff(),0.7071067811865475,1,1
sympy.polys.densetools.dmp_eval_tail(),0.7071067811865475,1,1
sympy.polys.densetools.dmp_ground_content(),0.7071067811865475,1,1
sympy.polys.densetools.dmp_ground_primitive(),0.7071067811865475,1,1
sympy.polys.densetools.dup_content(),0.7071067811865475,1,1
sympy.polys.densetools.dup_diff(),0.7071067811865475,1,1
sympy.polys.densetools.dup_eval(),0.7071067811865475,1,1
sympy.polys.densetools.dup_extract(),0.7071067811865475,1,1
sympy.polys.densetools.dup_primitive(),0.7071067811865475,1,1
sympy.polys.domains.domain.Domain.abs(),0.7071067811865475,1,1
sympy.polys.domains.domain.Domain.is_one(),0.7071067811865475,1,1
sympy.polys.domains.groundtypes.python_sqrt(),0.7071067811865475,1,1
sympy.polys.domains.pythonintegerring.PythonIntegerRing.sqrt(),0.7071067811865475,1,1
sympy.polys.domains.ring.Ring.exquo(),0.7071067811865475,1,1
