Method,Suspiciousness,ef,ep
sympy.integrals.intpoly.decompose(),1.0,1,0
sympy.utilities.runtests.PyTestReporter.finish(),1.0,1,0
sympy.utilities.runtests.PyTestReporter.leaving_filename(),1.0,1,0
sympy.utilities.runtests.PyTestReporter.test_fail(),1.0,1,0
sympy.utilities.runtests.PyTestReporter.write_exception(),1.0,1,0
sympy.utilities.runtests.SymPyTests.test_file(),1.0,1,0
sympy.core.add.Add.flatten(),0.7071067811865475,1,1
sympy.core.mul.Mul.as_coeff_Mul(),0.7071067811865475,1,1
sympy.core.numbers.Integer.__radd__(),0.7071067811865475,1,1
sympy.core.numbers.NegativeInfinity.__gt__(),0.7071067811865475,1,1
sympy.core.numbers.NegativeInfinity.__lt__(),0.7071067811865475,1,1
sympy.polys.densebasic._rec_degree_list(),0.7071067811865475,1,1
sympy.polys.densebasic.dmp_degree(),0.7071067811865475,1,1
sympy.polys.densebasic.dmp_degree_list(),0.7071067811865475,1,1
sympy.polys.densebasic.dmp_from_dict(),0.7071067811865475,1,1
sympy.polys.densebasic.dmp_strip(),0.7071067811865475,1,1
sympy.polys.densebasic.dmp_zero(),0.7071067811865475,1,1
sympy.polys.densebasic.dmp_zero_p(),0.7071067811865475,1,1
sympy.polys.polyclasses.DMP.degree_list(),0.7071067811865475,1,1
sympy.polys.polyoptions.Gens.preprocess(),0.7071067811865475,1,1
sympy.polys.polyoptions.Options.__init__(),0.7071067811865475,1,1
sympy.polys.polyoptions.Options.clone(),0.7071067811865475,1,1
sympy.polys.polyoptions.Options.preprocess_options(),0.7071067811865475,1,1
sympy.polys.polytools.Poly.degree_list(),0.7071067811865475,1,1
sympy.polys.polytools._poly_from_expr(),0.7071067811865475,1,1
sympy.polys.polytools.degree_list(),0.7071067811865475,1,1
sympy.polys.polytools.poly_from_expr(),0.7071067811865475,1,1
sympy.polys.polyutils._dict_from_expr(),0.7071067811865475,1,1
sympy.polys.polyutils._dict_from_expr_if_gens(),0.7071067811865475,1,1
sympy.polys.polyutils._is_expandable_pow(),0.7071067811865475,1,1
sympy.polys.polyutils._parallel_dict_from_expr_if_gens(),0.7071067811865475,1,1
sympy.core.add.Add._eval_is_imaginary(),0.5773502691896258,1,2
sympy.core.add.Add._eval_is_irrational(),0.5773502691896258,1,2
sympy.core.add.Add._eval_is_negative(),0.5773502691896258,1,2
sympy.core.add.Add._eval_is_nonnegative(),0.5773502691896258,1,2
sympy.core.add.Add._eval_is_nonpositive(),0.5773502691896258,1,2
sympy.core.add.Add._eval_is_odd(),0.5773502691896258,1,2
sympy.core.add.Add._eval_is_positive(),0.5773502691896258,1,2
sympy.core.add.Add._eval_is_zero(),0.5773502691896258,1,2
sympy.core.add.Add.as_coeff_Add(),0.5773502691896258,1,2
sympy.core.basic.Basic.__eq__(),0.5773502691896258,1,2
sympy.core.basic.Basic.atoms(),0.5773502691896258,1,2
sympy.core.expr.Expr._expand_hint(),0.5773502691896258,1,2
sympy.core.expr.Expr._expand_hint_key(),0.5773502691896258,1,2
sympy.core.expr.Expr.expand(),0.5773502691896258,1,2
sympy.core.exprtools._monotonic_sign(),0.5773502691896258,1,2
sympy.core.exprtools.decompose_power(),0.5773502691896258,1,2
sympy.core.mul.Mul._eval_expand_mul(),0.5773502691896258,1,2
sympy.core.mul.Mul._eval_herm_antiherm(),0.5773502691896258,1,2
sympy.core.mul.Mul._eval_is_irrational(),0.5773502691896258,1,2
sympy.core.mul.Mul._eval_pos_neg(),0.5773502691896258,1,2
