Method,Suspiciousness,ef,ep
sympy.core.mul.Mul.as_real_imag(),1.0,1,0
sympy.core.numbers.Integer.__add__(),1.0,1,0
sympy.functions.elementary.complexes.im.eval(),1.0,1,0
sympy.functions.special.singularity_functions.SingularityFunction.eval(),1.0,1,0
sympy.printing.latex.LatexPrinter._print_SingularityFunction(),1.0,1,0
sympy.testing.runtests.PyTestReporter.finish(),1.0,1,0
sympy.testing.runtests.PyTestReporter.leaving_filename(),1.0,1,0
sympy.testing.runtests.PyTestReporter.test_exception(),1.0,1,0
sympy.testing.runtests.PyTestReporter.write_exception(),1.0,1,0
sympy.testing.runtests.SymPyTests.test_file(),1.0,1,0
sympy.core.numbers.Integer._eval_is_composite(),0.7071067811865475,1,1
sympy.core.symbol.Symbol.as_real_imag(),0.7071067811865475,1,1
sympy.functions.elementary.complexes.im._eval_is_algebraic(),0.7071067811865475,1,1
sympy.functions.elementary.complexes.im._eval_is_complex(),0.7071067811865475,1,1
sympy.functions.elementary.complexes.im._eval_is_finite(),0.7071067811865475,1,1
sympy.functions.elementary.complexes.im._eval_is_zero(),0.7071067811865475,1,1
sympy.functions.elementary.complexes.re._eval_is_algebraic(),0.7071067811865475,1,1
sympy.functions.elementary.complexes.re._eval_is_complex(),0.7071067811865475,1,1
sympy.functions.elementary.complexes.re._eval_is_finite(),0.7071067811865475,1,1
sympy.functions.elementary.complexes.re._eval_is_zero(),0.7071067811865475,1,1
sympy.functions.elementary.complexes.re.eval(),0.7071067811865475,1,1
sympy.ntheory.primetest.isprime(),0.7071067811865475,1,1
sympy.printing.latex.LatexPrinter._print_Add(),0.7071067811865475,1,1
sympy.core.add.Add._eval_is_extended_negative(),0.5773502691896258,1,2
sympy.core.add.Add._eval_is_extended_positive(),0.5773502691896258,1,2
sympy.core.exprtools._monotonic_sign(),0.5773502691896258,1,2
sympy.core.logic.fuzzy_or(),0.5773502691896258,1,2
sympy.core.mul.Mul._eval_real_imag(),0.5773502691896258,1,2
